game_id,game_date,inning,inning_topbot,pitcher_id,batter_id,pitch_type,release_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,zone,events,description,launch_speed,launch_angle,hit_distance_sc,effective_speed,spin_axis,group,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,on_3b_x,on_2b_x,on_1b_x,outs_when_up_x,on_3b_y,on_2b_y,on_1b_y,outs_when_up_y,team_x,ba_x,ops_x,ld_percent_x,gb_percent_x,fb_percent_x,bb_percent_x,k_percent_x,team_y,ba_y,ops_y,ld_percent_y,gb_percent_y,fb_percent_y,bb_percent_y,k_percent_y,pitch_type_grouped,pitch_type_encoded,pitch_type_binary,runners_on,outs_remaining,late_game,high_leverage_score,high_leverage_situation,previous_pitch_1,previous_pitch_2,previous_pitch_3,previous_pitch_4,previous_pitch_1_encoded,previous_pitch_2_encoded,previous_pitch_3_encoded,previous_pitch_4_encoded,prev_pitch_outcome_grouped,prev_pitch_outcome_encoded,rolling_pitch_freq,batter_rolling_avg,pitcher_hand_encoded,batter_hand_encoded,log_rolling_pitch_freq,count_encoded,pitch_1_count_interaction,pitcher_batter_matchup
744989,2024-07-24,5,Bot,623167,608369,CH,82.3,1248.0,-0.3,54.07,6.52,-1.24,0.85,-0.01,1.92,8.0,double,hit_into_play,89.3,31.0,318.0,82.6,213.0,19633,3,1,,,,0.0,,,,,,,,,TEX,0.278,0.864,0.165,0.412,0.423,0.099,0.18,TEX,0.278,0.864,0.165,0.412,0.423,0.099,0.18,CH,1,0,False,3.0,0,0.46153846153846156,0,2,2,1,1,3,3,2,2,Ball,0,0.10638297872340426,0.2,1,0,0.10109611687136877,10,30,0
746922,2024-08-10,9,Bot,623352,663853,SI,96.6,2213.0,2.98,53.77,5.5,0.51,1.54,-0.35,2.3,4.0,,foul,84.1,71.0,142.0,97.2,148.0,9781,0,1,,646240.0,,2.0,,,,,,,,,BOS,0.266,0.723,0.176,0.556,0.268,0.056,0.269,BOS,0.266,0.723,0.176,0.556,0.268,0.056,0.269,SI,5,1,True,1.0,1,0.5384615384615385,0,2,3,5,3,3,4,6,4,Foul,3,0.0,0.0,0,1,0.0,1,3,0
746806,2024-04-30,5,Bot,681892,657757,SI,91.7,2192.0,2.31,53.26,6.05,1.29,0.63,-0.29,2.44,4.0,,foul,92.3,24.0,304.0,93.4,141.0,29556,2,2,,,,0.0,,,,,,,,,CHW,0.233,0.66,0.218,0.368,0.414,0.086,0.212,CHW,0.233,0.66,0.218,0.368,0.414,0.086,0.212,SI,5,1,False,3.0,0,0.46153846153846156,0,6,6,5,2,7,7,6,3,Ball,0,0.035460992907801414,0.1,0,0,0.034846731330168156,8,56,0
746534,2024-07-03,4,Bot,607067,686668,ST,82.6,2241.0,-1.97,53.58,5.44,0.79,-0.45,0.91,1.09,14.0,,ball,,,,84.3,61.0,2219,1,1,,553869.0,,1.0,,,,,,,,,COL,0.26,0.764,0.2,0.41,0.39,0.076,0.254,COL,0.26,0.764,0.2,0.41,0.39,0.076,0.254,ST,7,0,True,2.0,0,0.5192307692307693,1,5,5,2,5,6,6,3,6,Foul,3,0.02836879432624113,0.3,1,1,0.02797385204240612,4,24,1
745688,2024-09-24,4,Bot,665152,665862,FS,84.9,1207.0,-1.8,53.94,6.06,-1.1,1.01,-0.24,1.68,8.0,field_out,hit_into_play,80.5,47.0,229.0,85.1,222.0,23012,3,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Other,4,0,False,1.0,0,0.0,0,3,4,4,3,4,5,5,4,Ball,0,0.05673758865248227,0.0,1,0,0.05518641556729086,10,40,0
746810,2024-04-14,4,Top,647336,687952,SL,81.6,2864.0,-2.64,54.31,6.17,0.6,-0.03,0.97,1.08,14.0,strikeout,swinging_strike,,,,82.2,48.0,13376,1,3,,666181.0,,1.0,,,,,,,,,CIN,0.19,0.513,0.181,0.482,0.337,0.033,0.285,CIN,0.19,0.513,0.181,0.482,0.337,0.033,0.285,SL,6,0,True,2.0,0,0.5192307692307693,1,3,3,6,6,4,4,7,7,Foul,3,0.15602836879432622,0.1,1,1,0.14499031042859403,5,20,1
746317,2024-04-24,5,Bot,650893,686469,FC,88.1,2015.0,2.13,54.61,5.81,-0.01,0.58,-1.39,0.9,13.0,,ball,,,,87.4,155.0,23351,1,1,672580.0,677951.0,,0.0,,,,,,,,,KCR,0.262,0.76,0.176,0.395,0.429,0.072,0.128,KCR,0.262,0.76,0.176,0.395,0.429,0.072,0.128,FC,2,1,True,3.0,0,0.7500000000000001,1,2,2,5,5,3,3,6,6,Foul,3,0.04964539007092199,0.0,0,0,0.04845238338594679,4,12,0
745717,2024-07-22,7,Top,607074,676609,FF,96.3,2422.0,1.66,54.3,6.48,0.59,1.56,-1.25,3.53,11.0,,ball,,,,95.8,147.0,17782,1,0,,,642350.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,FF,3,1,True,1.0,1,0.5384615384615385,0,4,5,3,4,5,6,4,5,Batted_Ball,1,0.3404255319148936,0.0,0,1,0.2929871246814741,3,15,0
746589,2024-08-28,7,Bot,608379,665926,FC,88.3,1987.0,-2.02,53.68,6.43,-0.18,1.05,-1.01,3.34,11.0,,ball,,,,89.5,198.0,27625,3,1,,,680757.0,0.0,,,,,,,,,CLE,0.252,0.638,0.205,0.503,0.292,0.041,0.153,CLE,0.252,0.638,0.205,0.503,0.292,0.041,0.153,FC,2,1,True,3.0,1,1.0,1,1,1,2,1,2,2,3,2,Ball,0,0.10638297872340426,0.0,1,0,0.10109611687136877,10,20,0
746292,2024-06-28,7,Bot,670766,669004,CH,80.7,1379.0,-2.23,53.63,5.07,-1.17,0.19,-0.57,0.88,13.0,,foul,,,,82.1,263.0,27309,1,2,,,,0.0,,,,,,,,,KCR,0.206,0.674,0.167,0.421,0.411,0.078,0.251,KCR,0.206,0.674,0.167,0.421,0.411,0.078,0.251,CH,1,0,False,3.0,1,0.7115384615384616,0,7,3,3,7,8,4,4,8,Foul,3,0.014184397163120567,0.2,1,0,0.014084739881739002,5,40,0
745303,2024-08-11,1,Top,806185,676632,CH,89.6,1243.0,-1.28,53.98,6.32,-0.87,-0.41,-1.18,1.95,13.0,,ball,,,,90.1,263.0,10175,1,1,,,,0.0,,,,,,,,,DET,0.269,0.683,0.25,0.271,0.479,0.08,0.267,DET,0.269,0.683,0.25,0.271,0.479,0.08,0.267,CH,1,0,False,3.0,0,0.46153846153846156,0,3,1,3,6,4,2,4,7,Strike,6,0.014184397163120567,0.0,1,0,0.014084739881739002,4,16,0
746021,2024-09-05,7,Bot,676661,660821,CU,80.8,2315.0,-0.7,53.31,5.56,0.58,-1.39,0.42,-0.66,14.0,,blocked_ball,,,,81.3,21.0,4617,1,0,665052.0,,,2.0,,,,,,,,,MIA,0.252,0.731,0.203,0.503,0.294,0.076,0.261,MIA,0.252,0.731,0.203,0.503,0.294,0.076,0.261,CB,0,0,True,1.0,1,0.5384615384615385,0,0,3,0,3,1,4,1,4,Strike,6,0.02127659574468085,0.3,1,0,0.021053409197832343,3,3,0
745842,2024-04-01,10,Top,543859,682985,SL,82.1,2211.0,-3.42,53.82,5.25,0.4,-0.06,1.03,1.68,14.0,,ball,,,,81.9,50.0,544,3,0,,,,,,679529.0,,0.0,,,,,DET,0.262,0.827,0.218,0.436,0.346,0.11,0.267,DET,0.262,0.827,0.218,0.436,0.346,0.11,0.267,SL,6,0,False,3.0,1,0.7115384615384616,0,3,6,5,3,4,7,6,4,Ball,0,0.10638297872340426,0.0,1,0,0.10109611687136877,9,36,0
745131,2024-09-06,1,Top,607200,677594,SI,93.5,2058.0,-1.12,53.99,6.06,-0.82,0.87,-0.03,2.34,8.0,,called_strike,,,,93.5,206.0,4841,0,1,,,,1.0,,,,,,,,,SEA,0.273,0.734,0.206,0.443,0.351,0.062,0.254,SEA,0.273,0.734,0.206,0.443,0.351,0.062,0.254,SI,5,1,False,2.0,0,0.2307692307692308,0,5,2,2,7,6,3,3,8,Batted_Ball,1,0.02127659574468085,0.0,1,1,0.021053409197832343,1,6,1
745548,2024-08-13,3,Bot,678368,607208,FC,86.4,2660.0,-1.09,54.24,6.2,0.35,1.01,0.99,2.2,14.0,field_out,hit_into_play,82.5,54.0,216.0,86.4,164.0,11942,2,1,,679032.0,,2.0,,,,,,,,,PHI,0.295,0.807,0.162,0.473,0.365,0.05,0.182,PHI,0.295,0.807,0.162,0.473,0.365,0.05,0.182,FC,2,1,True,1.0,0,0.28846153846153855,0,2,3,1,3,3,4,2,4,Foul,3,0.05673758865248227,0.0,1,1,0.05518641556729086,7,21,1
744997,2024-06-22,7,Bot,608717,608671,FF,91.5,2446.0,-1.84,54.18,5.81,-0.62,1.32,0.64,2.85,6.0,fielders_choice,hit_into_play,63.5,-5.0,20.0,91.5,218.0,20786,0,2,,,641680.0,1.0,,,,,,,,,TEX,0.2,0.508,0.119,0.608,0.273,0.058,0.213,TEX,0.2,0.508,0.119,0.608,0.273,0.058,0.213,FF,3,1,True,2.0,1,0.7692307692307694,1,6,5,3,1,7,6,4,2,Strike,6,0.0070921985815602835,0.0,1,0,0.0070671672230924526,2,14,0
745693,2024-09-15,1,Bot,676710,650402,FF,90.4,2487.0,-1.34,54.77,6.24,-0.66,1.87,0.44,2.74,3.0,,foul,80.5,61.0,186.0,88.7,205.0,14271,0,1,,,,0.0,,,,,,,,,NYY,0.257,0.709,0.229,0.367,0.404,0.098,0.205,NYY,0.257,0.709,0.229,0.367,0.404,0.098,0.205,FF,3,1,False,3.0,0,0.46153846153846156,0,4,3,2,0,5,4,3,1,Batted_Ball,1,0.014184397163120567,0.0,1,1,0.014084739881739002,1,5,1
744888,2024-09-09,2,Bot,656731,677870,SI,95.1,2116.0,-2.33,53.0,5.8,-1.46,0.93,-0.77,2.48,4.0,,foul,52.0,19.0,109.0,96.5,217.0,8101,0,2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,SI,5,1,False,2.0,0,0.2307692307692308,0,5,2,0,3,6,3,1,4,Foul,3,0.0851063829787234,0.0,1,1,0.08167803101426718,2,12,1
744996,2024-07-04,5,Top,453286,673490,SL,85.0,2326.0,-3.25,54.25,5.41,0.28,0.69,1.03,0.71,14.0,,ball,,,,84.5,210.0,2654,1,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,SL,6,0,False,3.0,0,0.46153846153846156,0,3,0,3,3,4,1,4,4,Strike,6,0.04255319148936171,0.0,1,1,0.04167269640056803,4,16,1
745266,2024-04-27,5,Bot,677944,664238,FF,94.6,2404.0,-1.51,53.99,5.73,-1.26,1.39,0.77,2.6,6.0,strikeout,called_strike,,,,94.5,224.0,25704,1,3,,,,,,,670042.0,1.0,,,,,SEA,0.201,0.687,0.192,0.296,0.512,0.12,0.279,SEA,0.201,0.687,0.192,0.296,0.512,0.12,0.279,FF,3,1,False,3.0,0,0.46153846153846156,0,3,3,6,3,4,4,7,4,Ball,0,0.5744680851063829,0.0,1,1,0.45391749149411115,5,20,1
745762,2024-04-09,8,Bot,669622,665742,SI,97.1,2248.0,-1.18,54.16,5.58,-1.46,0.06,0.27,1.48,14.0,,ball,,,,96.6,253.0,8133,1,0,,,,,,,,2.0,,,,,NYY,0.288,0.989,0.204,0.436,0.36,0.181,0.167,NYY,0.288,0.989,0.204,0.436,0.36,0.181,0.167,SI,5,1,False,3.0,1,0.7115384615384616,0,3,5,5,6,4,6,6,7,Batted_Ball,1,0.07801418439716312,0.1,1,0,0.07512063046810812,3,12,0
745898,2024-05-30,5,Bot,663738,622534,SI,90.1,2031.0,0.83,53.96,6.11,0.94,0.67,-0.45,0.76,13.0,,ball,,,,91.2,141.0,29124,1,0,,,,0.0,,,,,,,,,MIN,0.238,0.626,0.184,0.41,0.406,0.061,0.157,MIN,0.238,0.626,0.184,0.41,0.406,0.061,0.157,SI,5,1,False,3.0,0,0.46153846153846156,0,0,6,1,3,1,7,2,4,Strike,6,0.035460992907801414,0.1,0,1,0.034846731330168156,3,3,0
746993,2024-09-06,5,Bot,669358,665155,FF,95.7,2403.0,-1.48,53.89,5.68,-1.08,1.33,0.04,1.18,14.0,,ball,,,,96.0,212.0,5689,1,1,,656775.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,FF,3,1,True,1.0,0,0.28846153846153855,0,0,2,5,4,1,3,6,5,Strike,6,0.20567375886524822,0.0,1,0,0.1870385466720935,4,4,0
745732,2024-06-19,4,Top,543037,623993,FF,95.8,2378.0,-2.15,54.24,6.09,-0.43,1.25,0.05,3.41,2.0,strikeout,swinging_strike,,,,95.4,212.0,18296,1,3,,,,1.0,,,,,,,,,BAL,0.235,0.814,0.144,0.308,0.548,0.087,0.194,BAL,0.235,0.814,0.144,0.308,0.548,0.087,0.194,FF,3,1,False,2.0,0,0.2307692307692308,0,3,0,3,2,4,1,4,3,Foul,3,0.18439716312056736,0.1,1,0,0.1692339220385868,5,20,0
745672,2024-04-29,6,Bot,672710,676116,FF,94.6,2328.0,-0.84,53.71,5.91,-0.29,1.55,0.65,1.83,9.0,,called_strike,,,,94.9,207.0,28096,1,1,,,,0.0,,,,,,,,,OAK,0.137,0.465,0.193,0.439,0.368,0.126,0.333,OAK,0.137,0.465,0.193,0.439,0.368,0.126,0.333,FF,3,1,False,3.0,0,0.46153846153846156,0,3,3,7,7,4,4,8,8,Ball,0,0.02836879432624113,0.0,1,0,0.02797385204240612,4,16,0
745646,2024-06-19,4,Bot,666142,680474,KC,81.8,2461.0,1.14,54.31,6.38,-0.89,-1.32,0.02,2.67,5.0,,called_strike,,,,81.3,338.0,18225,0,1,,,691016.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,CB,0,0,True,1.0,0,0.28846153846153855,0,1,5,6,3,2,6,7,4,Batted_Ball,1,0.035460992907801414,0.0,0,1,0.034846731330168156,1,2,0
746495,2024-09-26,8,Bot,681676,668845,SL,86.9,2763.0,-2.08,54.37,5.99,0.27,-0.23,0.8,2.66,6.0,,called_strike,,,,86.9,69.0,25354,1,1,595909.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,SL,6,0,True,1.0,1,0.5384615384615385,0,6,3,3,6,7,4,4,7,Ball,0,0.07092198581560284,0.1,1,1,0.06851994643675606,4,28,1
747047,2024-04-30,2,Top,665152,519317,FC,86.9,2331.0,-1.9,54.49,6.22,0.39,0.57,0.69,2.2,9.0,,called_strike,,,,86.7,174.0,29675,0,1,,,,0.0,,,,,,,,,NYY,0.233,0.773,0.174,0.388,0.438,0.083,0.312,NYY,0.233,0.773,0.174,0.388,0.438,0.083,0.312,FC,2,1,False,3.0,0,0.46153846153846156,0,2,2,2,3,3,3,3,4,Batted_Ball,1,0.035460992907801414,0.0,1,1,0.034846731330168156,1,3,1
746965,2024-05-12,7,Bot,571882,677800,SL,85.4,2254.0,-1.03,54.11,6.49,0.25,-0.16,-0.09,2.64,5.0,,foul,70.1,11.0,114.0,85.8,75.0,11695,2,2,,,,0.0,,,,,,,,,BOS,0.253,0.781,0.19,0.337,0.473,0.089,0.28,BOS,0.253,0.781,0.19,0.337,0.473,0.089,0.28,SL,6,0,False,3.0,1,0.7115384615384616,0,2,3,2,5,3,4,3,6,Ball,0,0.0070921985815602835,0.1,1,0,0.0070671672230924526,8,24,0
746455,2024-07-08,6,Top,672456,680757,FF,95.7,2143.0,-2.1,54.05,5.64,-0.35,1.13,0.19,2.48,5.0,,foul,84.2,-10.0,13.0,96.3,209.0,7322,1,2,,,,2.0,,,,,,,,,CLE,0.292,0.793,0.242,0.363,0.394,0.098,0.094,CLE,0.292,0.793,0.242,0.363,0.394,0.098,0.094,FF,3,1,False,1.0,0,0.0,0,1,0,6,0,2,1,7,1,Ball,0,0.19148936170212766,0.0,1,0,0.17520408902509066,5,10,0
745997,2024-04-30,5,Top,642547,623912,FF,94.2,2401.0,-3.11,53.87,5.51,-0.62,1.44,-1.83,3.46,11.0,hit_by_pitch,hit_by_pitch,,,,94.9,206.0,29073,2,2,,,,1.0,,,,,,,,,- - -,0.261,0.604,0.169,0.63,0.201,0.02,0.203,- - -,0.261,0.604,0.169,0.63,0.201,0.02,0.203,FF,3,1,False,2.0,0,0.2307692307692308,0,6,3,3,6,7,4,4,7,Strike,6,0.21985815602836878,0.0,1,1,0.19873458643528474,8,56,1
746774,2024-07-12,2,Top,676979,693304,CH,90.4,2073.0,2.48,53.45,5.94,1.13,0.44,1.66,2.06,14.0,,ball,,,,91.8,120.0,11546,1,2,,,,0.0,,,,,,,,,PIT,0.27,0.709,0.228,0.422,0.349,0.047,0.191,PIT,0.27,0.709,0.228,0.422,0.349,0.047,0.191,CH,1,0,False,3.0,0,0.46153846153846156,0,3,3,2,2,4,4,3,3,Strike,6,0.0,0.1,0,1,0.0,5,20,0
745536,2024-09-01,8,Top,656546,624585,SL,87.3,2794.0,-2.56,54.0,6.15,0.42,-0.58,0.66,1.69,9.0,,foul,,,,87.7,64.0,376,2,2,,,663897.0,1.0,,,,,,,,,- - -,0.241,0.78,0.16,0.379,0.461,0.118,0.246,- - -,0.241,0.78,0.16,0.379,0.461,0.118,0.246,SL,6,0,True,2.0,1,0.7692307692307694,1,6,5,6,6,7,6,7,7,Ball,0,0.04255319148936171,0.0,1,1,0.04167269640056803,8,56,1
747088,2024-08-04,5,Bot,665795,669221,CU,85.2,2547.0,-1.24,53.8,6.43,0.97,-0.27,-0.62,1.21,13.0,,ball,,,,86.3,32.0,3722,2,1,,,,0.0,,,,,,,,,ATL,0.193,0.636,0.126,0.539,0.335,0.102,0.254,ATL,0.193,0.636,0.126,0.539,0.335,0.102,0.254,CB,0,0,False,3.0,0,0.46153846153846156,0,3,5,3,3,4,6,4,4,Strike,6,0.1276595744680851,0.0,1,1,0.12014431184206324,7,28,1
745375,2024-08-21,1,Bot,680573,593428,CU,81.2,2635.0,-0.97,53.68,6.24,0.55,-1.22,0.29,1.98,9.0,,foul,71.9,-49.0,2.0,81.4,31.0,19968,0,2,,650333.0,592518.0,2.0,,,,,,,,,SDP,0.264,0.688,0.177,0.479,0.344,0.06,0.171,SDP,0.264,0.688,0.177,0.479,0.344,0.06,0.171,CB,0,0,True,1.0,0,0.28846153846153855,0,0,3,3,3,1,4,4,4,Foul,3,0.0070921985815602835,0.2,1,1,0.0070671672230924526,2,2,1
745668,2024-05-07,7,Bot,666720,605204,FF,96.4,2483.0,-2.04,54.18,5.78,-1.21,1.21,0.38,2.32,6.0,,called_strike,,,,96.5,231.0,6046,0,1,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,FF,3,1,False,3.0,1,0.7115384615384616,0,1,3,6,3,2,4,7,4,Batted_Ball,1,0.09929078014184398,0.0,1,1,0.09466522654107834,1,2,1
745266,2024-04-27,8,Bot,656464,663728,FF,93.4,2377.0,-2.24,53.74,6.29,-0.66,1.34,0.27,2.57,5.0,,called_strike,,,,93.9,221.0,25727,0,1,,,677594.0,1.0,,,,,,,,,SEA,0.22,0.748,0.17,0.311,0.519,0.111,0.28,SEA,0.22,0.748,0.17,0.311,0.519,0.111,0.28,FF,3,1,True,2.0,1,0.7692307692307694,1,3,3,4,6,4,4,5,7,Strike,6,0.0,0.0,1,0,0.0,1,4,0
746080,2024-04-15,9,Bot,666808,650333,SL,89.1,2550.0,-1.36,54.12,5.27,0.41,0.14,0.17,2.35,5.0,single,hit_into_play,98.0,15.0,228.0,88.6,79.0,14238,3,2,,,,,,,,2.0,,,,,- - -,0.314,0.739,0.265,0.414,0.321,0.036,0.043,- - -,0.314,0.739,0.265,0.414,0.321,0.036,0.043,SL,6,0,False,3.0,1,0.7115384615384616,0,6,6,6,2,7,7,7,3,Ball,0,0.21276595744680848,0.1,1,0,0.19290366612449153,11,77,0
745723,2024-07-07,1,Top,661563,666152,FF,96.9,2354.0,-2.86,53.66,5.85,-0.23,1.4,0.11,3.22,2.0,,foul,75.4,39.0,254.0,97.7,208.0,6413,1,1,,,,1.0,,,,,,,,,BOS,0.248,0.697,0.206,0.368,0.426,0.069,0.252,BOS,0.248,0.697,0.206,0.368,0.426,0.069,0.252,FF,3,1,False,2.0,0,0.2307692307692308,0,3,6,6,3,4,7,7,4,Ball,0,0.014184397163120567,0.1,1,0,0.014084739881739002,4,16,0
746272,2024-08-07,3,Top,666142,646240,FF,95.6,2617.0,0.86,54.28,6.43,1.07,1.56,0.08,2.73,5.0,double,hit_into_play,98.1,8.0,159.0,95.4,140.0,6279,0,1,,,,2.0,,,,,,,,,BOS,0.272,0.871,0.224,0.409,0.367,0.111,0.245,BOS,0.272,0.871,0.224,0.409,0.367,0.111,0.245,FF,3,1,False,1.0,0,0.0,0,3,1,6,0,4,2,7,1,Strike,6,0.09929078014184398,0.1,0,0,0.09466522654107834,1,4,0
744967,2024-09-06,9,Top,570632,605346,SL,89.1,2216.0,-2.93,54.5,5.69,-0.86,0.58,1.12,1.78,14.0,strikeout,swinging_strike,,,,88.4,211.0,4834,0,2,,,,0.0,,,,,,,,,LAA,0.254,0.629,0.22,0.512,0.268,0.028,0.352,LAA,0.254,0.629,0.22,0.512,0.268,0.028,0.352,SL,6,0,False,3.0,1,0.7115384615384616,0,6,5,5,5,7,6,6,6,Foul,3,0.15602836879432622,0.0,1,1,0.14499031042859403,2,14,1
746288,2024-06-27,7,Bot,682120,664728,CU,84.4,2349.0,2.35,53.87,5.7,-0.37,-0.44,-0.31,0.25,13.0,,ball,,,,85.2,318.0,26373,2,2,,,,2.0,,,,,,,,,KCR,0.229,0.654,0.169,0.498,0.332,0.063,0.207,KCR,0.229,0.654,0.169,0.498,0.332,0.063,0.207,CB,0,0,False,1.0,1,0.25,0,3,6,3,0,4,7,4,1,Foul,3,0.0,0.1,0,0,0.0,8,32,0
745041,2024-09-19,8,Bot,669711,666139,SI,94.7,2083.0,-2.31,54.64,5.02,-1.74,0.46,-0.98,3.42,11.0,,ball,,,,93.5,237.0,18108,1,0,,,666018.0,1.0,,,,,,,,,TBR,0.241,0.693,0.22,0.362,0.418,0.083,0.318,TBR,0.241,0.693,0.22,0.362,0.418,0.083,0.318,SI,5,1,True,2.0,1,0.7692307692307694,1,3,7,5,2,4,8,6,3,Strike,6,0.0070921985815602835,0.0,1,0,0.0070671672230924526,3,12,0
745679,2024-04-12,8,Bot,676395,647351,FF,94.2,2146.0,3.85,53.9,5.58,1.03,0.86,1.58,2.83,12.0,,ball,,,,95.0,130.0,10496,1,0,,,,2.0,,,,,,,,,OAK,0.24,0.643,0.193,0.444,0.364,0.055,0.17,OAK,0.24,0.643,0.193,0.444,0.364,0.055,0.17,FF,3,1,False,1.0,1,0.25,0,6,3,6,6,7,4,7,7,Strike,6,0.014184397163120567,0.0,0,1,0.014084739881739002,3,21,0
745140,2024-08-17,5,Bot,676272,680977,CH,85.8,2225.0,-0.61,53.42,5.98,-1.35,0.62,-0.12,1.65,8.0,field_out,hit_into_play,96.5,35.0,357.0,87.1,246.0,15728,1,0,,575929.0,,1.0,,,,,,,,,STL,0.278,0.759,0.213,0.418,0.369,0.072,0.124,STL,0.278,0.759,0.213,0.418,0.369,0.072,0.124,CH,1,0,True,2.0,0,0.5192307692307693,1,3,3,6,5,4,4,7,6,Ball,0,0.10638297872340426,0.1,1,0,0.10109611687136877,3,12,0
746854,2024-07-19,8,Bot,679885,683737,FS,90.0,918.0,-2.56,53.84,6.41,-0.74,0.33,0.7,-0.79,14.0,,ball,,,,90.3,250.0,15122,3,2,,663538.0,,0.0,,,,,,,,,CHC,0.248,0.775,0.205,0.392,0.404,0.111,0.286,CHC,0.248,0.775,0.205,0.392,0.404,0.111,0.286,Other,4,0,True,3.0,1,1.0,1,4,5,5,5,5,6,6,6,Ball,0,0.02127659574468085,0.0,1,0,0.021053409197832343,11,55,0
746967,2024-04-28,2,Top,656557,683737,FS,88.8,1655.0,-2.33,54.67,5.58,-1.37,-0.29,-1.08,2.36,11.0,,called_strike,,,,87.9,255.0,27618,0,1,,,,,,,,1.0,,,,,CHC,0.248,0.775,0.205,0.392,0.404,0.111,0.286,CHC,0.248,0.775,0.205,0.392,0.404,0.111,0.286,Other,4,0,False,3.0,0,0.46153846153846156,0,7,5,4,5,8,6,5,6,Strike,6,0.18439716312056736,0.1,1,0,0.1692339220385868,1,8,0
746735,2024-04-08,9,Top,664747,592885,SL,87.3,2672.0,-2.28,52.88,4.64,0.43,0.19,-0.09,0.84,13.0,,ball,,,,90.1,133.0,7545,3,2,,,,1.0,,,,,,,,,MIL,0.315,0.909,0.19,0.545,0.265,0.127,0.184,MIL,0.315,0.909,0.19,0.545,0.265,0.127,0.184,SL,6,0,False,2.0,1,0.48076923076923084,0,6,6,6,3,7,7,7,4,Ball,0,0.07092198581560284,0.1,1,0,0.06851994643675606,11,77,0
747149,2024-09-24,1,Top,694297,664774,CH,88.8,2225.0,-2.02,53.74,5.55,-1.08,0.6,0.1,2.05,8.0,field_out,hit_into_play,100.6,53.0,267.0,89.4,232.0,23621,0,0,,,671218.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,CH,1,0,True,2.0,0,0.5192307692307693,1,5,7,3,3,6,8,4,4,Strike,6,0.0,0.0,1,0,0.0,0,0,0
744963,2024-09-07,9,Top,489446,694359,FF,94.0,2222.0,-2.53,54.63,5.32,-0.96,1.26,-0.37,2.79,4.0,field_out,hit_into_play,94.2,38.0,348.0,93.0,233.0,5861,2,2,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,FF,3,1,False,1.0,1,0.25,0,4,4,3,3,5,5,4,4,Ball,0,0.014184397163120567,0.0,1,0,0.014084739881739002,8,40,0
746985,2024-09-19,2,Bot,657277,656811,CH,90.1,1537.0,-1.57,53.92,4.97,-1.2,-0.37,0.5,1.1,14.0,strikeout,swinging_strike,,,,90.4,265.0,18824,0,3,,,,1.0,,,,,,,,,BAL,0.264,0.761,0.194,0.406,0.401,0.093,0.14,BAL,0.264,0.761,0.194,0.406,0.401,0.093,0.14,CH,1,0,False,2.0,0,0.2307692307692308,0,3,5,7,2,4,6,8,3,Foul,3,0.02836879432624113,0.1,1,0,0.02797385204240612,2,8,0
745835,2024-04-26,1,Top,676130,575929,FF,93.9,2437.0,-2.29,54.31,5.39,-0.18,1.5,1.05,3.76,12.0,,ball,,,,93.4,206.0,24838,1,2,,,,1.0,,,,,,,,,STL,0.262,0.848,0.215,0.415,0.371,0.126,0.268,STL,0.262,0.848,0.215,0.415,0.371,0.126,0.268,FF,3,1,False,2.0,0,0.2307692307692308,0,5,5,5,-1,6,6,6,0,Foul,3,0.0,0.1,1,1,0.0,5,30,1
747171,2024-07-27,4,Top,694297,656582,ST,84.0,2911.0,-2.03,54.03,5.41,1.23,0.55,0.03,2.13,5.0,field_out,hit_into_play,77.6,38.0,278.0,84.7,79.0,23511,0,0,,,,2.0,,,,,,,,,PIT,0.228,0.688,0.149,0.429,0.422,0.106,0.219,PIT,0.228,0.688,0.149,0.429,0.422,0.106,0.219,ST,7,0,False,1.0,0,0.0,0,3,1,1,3,4,2,2,4,Batted_Ball,1,0.07801418439716312,0.0,1,1,0.07512063046810812,0,0,1
747056,2024-04-14,5,Top,669203,642715,FC,94.8,2704.0,-1.08,53.85,5.87,0.21,1.01,0.16,1.47,14.0,,ball,,,,95.6,200.0,13545,2,0,,,686217.0,2.0,,,,,,,,,MIL,0.251,0.794,0.189,0.314,0.498,0.108,0.251,MIL,0.251,0.794,0.189,0.314,0.498,0.108,0.251,FC,2,1,True,1.0,0,0.28846153846153855,0,2,2,2,5,3,3,3,6,Ball,0,0.22695035460992907,0.1,1,1,0.20453170411961066,6,18,1
