idfg,season,name,team,age,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,bb_percent,k_percent,walks,strikeouts,stolen_bases,caught_stealing,batting_average,on_base_percentage,slugging_percentage,ops,wrc_plus,iso,babip,ld_percent,gb_percent,fb_percent,hard_hit_percent
18353,2024,Daz Cameron,OAK,27,66,186,170,34,5,1,5,22,15,0.07,0.27399999999999997,13,51,5,0,0.2,0.258,0.329,0.587,70,0.129,0.25,0.133,0.475,0.392,0.488
25621,2024,Bryan Ramos,CHW,22,32,108,99,20,4,0,3,13,11,0.065,0.204,7,22,0,2,0.202,0.252,0.333,0.586,64,0.131,0.227,0.16699999999999998,0.423,0.41,0.456
15279,2024,Garrett Cooper,- - -,33,36,116,107,22,5,1,1,6,11,0.06,0.302,7,35,0,0,0.206,0.267,0.299,0.566,58,0.093,0.296,0.264,0.40299999999999997,0.33299999999999996,0.361
25353,2024,Michael Stefanic,LAA,28,40,124,110,24,4,0,0,8,8,0.081,0.161,10,20,0,0,0.218,0.301,0.255,0.555,63,0.036,0.267,0.124,0.584,0.292,0.253
12510,2024,Curt Casali,SFG,35,41,125,108,21,3,0,1,12,8,0.10400000000000001,0.17600000000000002,13,22,0,0,0.194,0.293,0.25,0.543,62,0.056,0.235,0.188,0.376,0.435,0.17
10200,2024,Tucker Barnhart,ARI,33,31,96,81,14,3,0,0,13,6,0.135,0.32299999999999995,13,31,1,0,0.173,0.287,0.21,0.497,49,0.037,0.28,0.27699999999999997,0.489,0.23399999999999999,0.212
20017,2024,Miles Mastrobuoni,CHC,28,50,106,98,19,3,0,0,9,4,0.066,0.16,7,17,2,0,0.194,0.245,0.224,0.47,36,0.031,0.232,0.21,0.43200000000000005,0.358,0.305
19562,2024,Zack Short,- - -,29,42,88,70,9,3,0,0,11,5,0.159,0.273,14,24,2,1,0.129,0.282,0.171,0.454,44,0.043,0.196,0.156,0.311,0.5329999999999999,0.265
27763,2024,Drew Romo,COL,22,16,53,51,9,3,0,0,4,6,0.038,0.34,2,18,0,1,0.176,0.208,0.235,0.443,9,0.059,0.273,0.091,0.485,0.424,0.152
15679,2024,Rowdy Tellez,PIT,29,132,421,383,93,18,0,13,38,56,0.07400000000000001,0.21100000000000002,31,89,1,0,0.243,0.299,0.392,0.691,90,0.149,0.28,0.19399999999999998,0.375,0.431,0.365
29606,2024,Justyn-Henry Malloy,DET,24,71,230,202,41,7,1,8,18,21,0.1,0.37,23,85,1,1,0.203,0.291,0.366,0.658,89,0.163,0.297,0.185,0.361,0.45399999999999996,0.37
22217,2024,Luis Campusano,SDP,25,91,299,277,63,13,0,8,37,40,0.067,0.13699999999999998,20,41,0,0,0.227,0.281,0.361,0.642,83,0.134,0.24,0.18600000000000003,0.46,0.354,0.342
12005,2024,Nick Martini,CIN,34,52,163,146,31,4,2,5,23,24,0.055,0.233,9,38,1,3,0.212,0.272,0.37,0.641,71,0.158,0.245,0.18,0.405,0.414,0.33899999999999997
23359,2024,Nelson Velazquez,KCR,25,64,230,205,41,8,1,8,31,27,0.083,0.265,19,61,2,0,0.2,0.274,0.366,0.64,76,0.166,0.237,0.14300000000000002,0.374,0.483,0.381
19293,2024,Nick Senzel,- - -,29,74,267,236,46,11,0,7,25,18,0.105,0.228,28,61,1,3,0.195,0.283,0.331,0.614,73,0.136,0.232,0.19,0.414,0.397,0.254
13757,2024,Chris Taylor,LAD,33,87,246,213,43,7,1,4,28,23,0.114,0.309,28,76,5,1,0.202,0.298,0.3,0.598,74,0.099,0.289,0.21,0.413,0.377,0.28600000000000003
9874,2024,DJ LeMahieu,NYY,35,67,228,201,41,5,0,2,19,26,0.083,0.154,19,35,0,1,0.204,0.269,0.259,0.527,52,0.055,0.229,0.151,0.564,0.285,0.376
26224,2024,Darell Hernaiz,OAK,22,48,135,120,23,3,0,1,8,12,0.081,0.2,11,27,1,1,0.192,0.261,0.242,0.503,50,0.05,0.234,0.14,0.495,0.366,0.33299999999999996
31349,2024,Victor Scott,STL,23,53,155,145,26,9,0,2,14,10,0.039,0.271,6,42,5,1,0.179,0.219,0.283,0.502,40,0.103,0.233,0.162,0.434,0.40399999999999997,0.33299999999999996
26420,2024,Kyren Paris,LAA,22,21,59,51,6,2,0,1,4,5,0.11900000000000001,0.28800000000000003,7,17,1,0,0.118,0.224,0.216,0.44,28,0.098,0.152,0.147,0.529,0.324,0.34299999999999997
5297,2024,Aaron Hicks,LAA,34,18,63,57,8,0,0,1,6,5,0.095,0.365,6,23,0,0,0.14,0.222,0.193,0.415,20,0.053,0.212,0.147,0.588,0.265,0.353
25867,2024,Ryan Kreidler,DET,26,35,65,59,7,0,0,1,9,2,0.092,0.292,6,19,5,3,0.119,0.2,0.169,0.369,9,0.051,0.154,0.158,0.447,0.395,0.225
19824,2024,Chuckie Robinson,CHW,29,26,76,70,9,0,0,0,2,0,0.066,0.263,5,20,0,0,0.129,0.197,0.129,0.326,-5,0.0,0.18,0.12,0.6,0.28,0.22
21853,2024,Will Benson,CIN,26,128,388,343,64,19,2,14,41,43,0.10300000000000001,0.397,40,154,16,7,0.187,0.274,0.376,0.65,75,0.19,0.282,0.195,0.363,0.442,0.401
21716,2024,Enmanuel Valdez,BOS,25,76,223,201,43,12,0,6,23,28,0.076,0.23800000000000002,17,53,1,1,0.214,0.27,0.363,0.633,72,0.149,0.253,0.185,0.33799999999999997,0.47700000000000004,0.418
14274,2024,Mitch Haniger,SEA,33,121,423,380,79,12,0,12,42,44,0.095,0.298,40,126,0,0,0.208,0.286,0.334,0.62,85,0.126,0.276,0.212,0.424,0.365,0.45899999999999996
27475,2024,Jordan Walker,STL,22,51,178,164,33,10,1,5,16,20,0.055999999999999994,0.281,10,50,1,0,0.201,0.253,0.366,0.619,72,0.165,0.252,0.069,0.509,0.42200000000000004,0.431
5254,2024,Robbie Grossman,- - -,34,87,245,208,44,8,0,3,21,16,0.139,0.237,34,58,3,0,0.212,0.322,0.293,0.616,82,0.082,0.275,0.237,0.434,0.32899999999999996,0.276
14387,2024,Harold Ramirez,- - -,29,73,246,238,62,7,1,2,28,29,0.02,0.203,5,50,6,2,0.261,0.28,0.324,0.604,72,0.063,0.321,0.16899999999999998,0.63,0.201,0.33899999999999997
26151,2024,Kyle Stowers,- - -,26,69,209,192,40,11,2,3,15,24,0.062,0.354,13,74,0,1,0.208,0.268,0.333,0.601,67,0.125,0.319,0.17600000000000002,0.496,0.32799999999999996,0.513
21270,2024,Sean Bouchard,COL,28,31,108,91,17,7,0,1,14,8,0.111,0.306,12,33,4,0,0.187,0.29,0.297,0.586,56,0.11,0.271,0.15,0.483,0.36700000000000005,0.344
20311,2024,Corey Julks,CHW,28,66,189,173,37,7,0,3,17,14,0.079,0.265,15,50,5,2,0.214,0.275,0.306,0.581,66,0.092,0.281,0.19399999999999998,0.387,0.419,0.282
15223,2024,Adam Frazier,KCR,32,104,294,262,53,10,1,4,35,22,0.075,0.201,22,59,3,0,0.202,0.282,0.294,0.576,63,0.092,0.246,0.254,0.38299999999999995,0.363,0.228
23312,2024,Ryan Noda,OAK,28,36,111,95,13,4,0,1,8,4,0.126,0.33299999999999996,14,37,0,0,0.137,0.255,0.211,0.465,44,0.074,0.211,0.193,0.439,0.368,0.33899999999999997
22277,2024,Nick Allen,OAK,25,41,105,97,17,4,0,1,6,4,0.048,0.19,5,20,0,0,0.175,0.216,0.247,0.463,33,0.072,0.211,0.162,0.5539999999999999,0.284,0.163
15585,2024,Mike Ford,CIN,31,17,62,60,9,0,1,1,2,4,0.032,0.242,2,15,0,0,0.15,0.177,0.233,0.411,5,0.083,0.182,0.133,0.444,0.42200000000000004,0.33299999999999996
19514,2024,Andrew Knizner,TEX,29,37,93,90,15,1,0,1,5,9,0.011000000000000001,0.237,1,22,0,0,0.167,0.183,0.211,0.394,6,0.044,0.206,0.261,0.435,0.304,0.348
5827,2024,Wilmer Flores,SFG,32,71,242,214,44,12,0,4,19,26,0.083,0.136,20,33,0,0,0.206,0.277,0.318,0.595,68,0.112,0.22,0.21,0.32799999999999996,0.462,0.27399999999999997
25616,2024,Marco Luciano,SFG,22,27,81,76,16,5,1,0,10,3,0.062,0.34600000000000003,5,28,0,1,0.211,0.259,0.303,0.562,59,0.092,0.333,0.25,0.354,0.396,0.45799999999999996
20521,2024,Nick Madrigal,CHC,27,51,94,86,19,3,0,0,5,10,0.043,0.106,4,10,1,0,0.221,0.28,0.256,0.535,57,0.035,0.25,0.184,0.605,0.21100000000000002,0.182
13355,2024,Luke Maile,CIN,33,55,154,135,24,4,0,2,8,8,0.084,0.33799999999999997,13,52,2,0,0.178,0.268,0.252,0.52,45,0.074,0.268,0.253,0.42200000000000004,0.325,0.247
12979,2024,Javier Baez,DET,31,80,289,272,50,12,0,6,25,37,0.042,0.239,12,69,8,1,0.184,0.221,0.294,0.516,43,0.11,0.22,0.184,0.466,0.35,0.39799999999999996
30011,2024,Christian Encarnacion-Strand,CIN,24,29,123,116,22,6,0,2,13,16,0.033,0.285,4,35,0,0,0.19,0.22,0.293,0.513,33,0.103,0.247,0.18100000000000002,0.48200000000000004,0.337,0.373
26031,2024,Vaughn Grissom,BOS,23,31,114,105,20,3,0,0,10,6,0.061,0.21100000000000002,7,24,2,0,0.19,0.246,0.219,0.465,28,0.029,0.244,0.244,0.46299999999999997,0.293,0.32899999999999996
23818,2024,Ji Hwan Bae,PIT,24,29,81,74,14,2,0,0,11,6,0.07400000000000001,0.29600000000000004,6,24,6,2,0.189,0.247,0.216,0.463,30,0.027,0.275,0.149,0.574,0.27699999999999997,0.373
29617,2024,Henry Davis,PIT,24,37,122,104,15,4,0,1,9,5,0.107,0.369,13,45,0,0,0.144,0.242,0.212,0.453,30,0.067,0.233,0.16399999999999998,0.39299999999999996,0.44299999999999995,0.349
16357,2024,Pablo Reyes,- - -,30,22,64,60,11,2,0,0,5,5,0.047,0.297,3,19,1,2,0.183,0.234,0.217,0.451,23,0.033,0.268,0.146,0.46299999999999997,0.39,0.317
21746,2024,Jose Fermin,STL,25,45,79,71,11,1,1,0,7,4,0.08900000000000001,0.139,7,11,2,1,0.155,0.241,0.197,0.438,30,0.042,0.183,0.11900000000000001,0.61,0.271,0.25
19966,2024,Bobby Dalbec,BOS,29,37,93,83,11,2,0,1,6,8,0.086,0.462,8,43,3,0,0.133,0.217,0.193,0.41,14,0.06,0.256,0.15,0.425,0.425,0.366
25817,2024,Braden Shewmake,CHW,26,29,67,64,8,2,0,1,4,4,0.015,0.149,1,10,5,1,0.125,0.134,0.203,0.337,-15,0.078,0.127,0.091,0.473,0.436,0.268
20056,2024,Alan Trejo,COL,28,28,67,63,9,0,0,0,4,1,0.03,0.22399999999999998,2,15,0,0,0.143,0.182,0.143,0.325,-21,0.0,0.188,0.152,0.478,0.37,0.245
20529,2024,Nolan Jones,COL,26,79,297,256,58,13,1,3,28,28,0.121,0.306,36,91,5,4,0.227,0.321,0.32,0.641,70,0.094,0.333,0.20199999999999999,0.524,0.27399999999999997,0.444
16337,2024,Nick Gordon,MIA,28,95,275,260,59,11,1,8,29,32,0.04,0.244,11,67,5,5,0.227,0.258,0.369,0.627,69,0.142,0.271,0.209,0.505,0.28600000000000003,0.29600000000000004
15429,2024,Kris Bryant,COL,32,37,155,133,29,5,0,2,9,15,0.084,0.31,13,48,0,0,0.218,0.323,0.301,0.623,70,0.083,0.321,0.244,0.37200000000000005,0.384,0.302
26467,2024,Luis Matos,SFG,22,45,156,150,32,5,0,5,14,25,0.032,0.154,5,24,0,0,0.213,0.237,0.347,0.584,60,0.133,0.221,0.165,0.386,0.449,0.37
26149,2024,Dominic Fletcher,CHW,26,72,241,223,46,8,0,1,14,17,0.046,0.24100000000000002,11,58,0,0,0.206,0.252,0.256,0.508,43,0.049,0.273,0.22399999999999998,0.442,0.33299999999999996,0.266
31567,2024,Trey Lipscomb,WSN,24,61,211,190,38,3,0,1,20,10,0.076,0.19,16,40,11,2,0.2,0.268,0.232,0.5,45,0.032,0.247,0.152,0.623,0.225,0.314
17982,2024,Ty France,- - -,29,140,535,479,112,24,0,13,46,51,0.071,0.213,38,114,1,1,0.234,0.305,0.365,0.67,93,0.132,0.277,0.18100000000000002,0.457,0.36200000000000004,0.397
19901,2024,Gavin Sheets,CHW,28,139,501,451,105,24,1,10,35,45,0.086,0.212,43,106,2,2,0.233,0.303,0.357,0.66,88,0.124,0.281,0.218,0.368,0.414,0.35100000000000003
17484,2024,Eloy Jimenez,- - -,27,98,349,324,77,14,0,6,25,23,0.063,0.201,22,70,3,0,0.238,0.289,0.336,0.626,78,0.099,0.285,0.153,0.561,0.28600000000000003,0.49
19698,2024,Edward Olivares,PIT,28,55,196,174,39,4,0,5,22,23,0.08199999999999999,0.18899999999999997,16,37,1,0,0.224,0.291,0.333,0.624,73,0.109,0.25,0.177,0.496,0.326,0.355
21897,2024,Christopher Morel,- - -,25,152,611,535,105,11,3,21,56,60,0.1,0.26,61,159,8,7,0.196,0.288,0.346,0.634,82,0.15,0.233,0.14400000000000002,0.45399999999999996,0.402,0.40399999999999997
14366,2024,Joey Meneses,WSN,32,76,313,281,65,11,0,3,19,42,0.067,0.201,21,63,2,0,0.231,0.291,0.302,0.593,68,0.071,0.281,0.161,0.496,0.344,0.39299999999999996
10950,2024,Adam Duvall,ATL,35,104,330,303,55,10,0,11,29,30,0.064,0.3,21,99,0,0,0.182,0.245,0.323,0.569,58,0.142,0.227,0.18,0.312,0.507,0.366
20126,2024,Dylan Carlson,- - -,25,96,265,235,49,7,0,3,19,25,0.083,0.28300000000000003,22,75,2,1,0.209,0.287,0.277,0.563,67,0.068,0.288,0.205,0.41,0.385,0.258
31431,2024,Jordan Beck,COL,23,55,184,170,32,6,0,3,14,13,0.065,0.353,12,65,7,1,0.188,0.245,0.276,0.521,32,0.088,0.282,0.20800000000000002,0.462,0.33,0.321
20178,2024,Miguel Vargas,- - -,24,72,237,206,31,7,0,5,22,16,0.105,0.24100000000000002,25,57,3,1,0.15,0.249,0.257,0.506,46,0.107,0.177,0.171,0.322,0.507,0.263
13338,2024,Omar Narvaez,NYM,32,28,69,65,10,2,0,0,4,5,0.043,0.174,3,12,0,0,0.154,0.191,0.185,0.376,8,0.031,0.189,0.154,0.34600000000000003,0.5,0.222
22244,2024,Jack Suwinski,PIT,25,88,277,247,45,8,0,9,29,26,0.09699999999999999,0.285,27,79,9,1,0.182,0.264,0.324,0.588,62,0.142,0.225,0.179,0.46399999999999997,0.35700000000000004,0.382
19600,2024,Bryan De La Cruz,- - -,27,149,622,584,136,25,0,21,61,68,0.047,0.273,29,170,5,2,0.233,0.271,0.384,0.654,77,0.151,0.289,0.22,0.41100000000000003,0.37,0.41
29715,2024,Hunter Goodman,COL,24,70,224,211,40,9,0,13,24,36,0.036000000000000004,0.28600000000000003,8,64,1,1,0.19,0.228,0.417,0.645,61,0.227,0.199,0.154,0.389,0.456,0.396
9627,2024,Yan Gomes,CHC,36,34,96,91,14,2,0,2,7,7,0.021,0.375,2,36,0,0,0.154,0.179,0.242,0.421,16,0.088,0.222,0.23199999999999998,0.33899999999999997,0.429,0.42100000000000004
15172,2024,Tim Anderson,MIA,31,65,241,234,50,3,0,0,16,9,0.028999999999999998,0.282,7,68,4,4,0.214,0.237,0.226,0.463,27,0.013,0.301,0.22399999999999998,0.624,0.152,0.301
26517,2024,Noelvi Marte,CIN,22,66,242,229,48,9,0,4,24,18,0.037000000000000005,0.31,9,75,9,3,0.21,0.248,0.301,0.549,46,0.092,0.291,0.2,0.452,0.348,0.355
6887,2024,Martin Maldonado,CHW,37,48,147,135,16,3,0,4,9,11,0.054000000000000006,0.34700000000000003,8,51,0,0,0.119,0.174,0.23,0.403,11,0.111,0.15,0.131,0.369,0.5,0.35600000000000004
15676,2024,Jose Abreu,HOU,37,35,120,113,14,2,0,2,10,7,0.033,0.233,4,28,0,0,0.124,0.167,0.195,0.361,0,0.071,0.143,0.14,0.535,0.326,0.326
20543,2024,Elehuris Montero,COL,25,67,247,224,46,10,0,4,23,28,0.081,0.22699999999999998,20,56,0,0,0.205,0.267,0.304,0.571,48,0.098,0.251,0.152,0.374,0.474,0.415
12155,2024,Eddie Rosario,- - -,32,91,319,297,52,12,0,10,33,35,0.05,0.24100000000000002,16,77,9,1,0.175,0.215,0.316,0.531,45,0.141,0.196,0.19699999999999998,0.395,0.408,0.425
11615,2024,Brandon Drury,LAA,31,97,360,325,55,7,0,4,28,15,0.075,0.225,27,81,1,0,0.169,0.242,0.228,0.469,34,0.058,0.21,0.154,0.5710000000000001,0.275,0.35200000000000004
