pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
ST,2023-10-04,87.8,-0.97,5.5,"Jax, Griffin",666182,643377,,foul,,,,,9,"Bo Bichette grounds out, shortstop Carlos Correa to first baseman Donovan Solano.",F,R,R,MIN,TOR,S,,,0,2,2023,1.2,-0.41,0.57,1.75,,,,1,8,Top,,,,,,,1.2479553246155644,-127.86407133385885,-2.102488902139821,12.834291177981456,27.54895209395619,-36.42943182651736,3.69,1.72,164,67.6,59,87.6,3178,6.2,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.31,,,,,,,,62,4,Sweeper,2,0,0,2,0,2,0,2,Strategic,Standard,41,0.0,0.0,,,,0.0,88.0,2,-2,0.906,0.094,28,25,29,25,1,3,1,1,6,,3.37,-1.2,-1.2,42.6
FF,2023-10-04,97.7,-0.73,5.61,"Jax, Griffin",666182,643377,,foul,,,,,5,"Bo Bichette grounds out, shortstop Carlos Correa to first baseman Donovan Solano.",F,R,R,MIN,TOR,S,,,0,2,2023,-0.49,1.48,0.22,2.49,,,,1,8,Top,,,,,,,3.693147806533764,-142.0739424302631,-6.275600567672984,-7.448061145400551,33.427468148180644,-10.93856744862058,3.69,1.72,189,75.7,20,97.4,2457,6.2,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.27,,,,,,,,62,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Strategic,Standard,210,0.0,0.0,,,,0.0,88.0,2,-2,0.906,0.094,28,25,29,25,1,3,1,1,6,,0.92,0.49,0.49,46.1
FF,2023-10-04,96.4,-0.72,5.59,"Jax, Griffin",666182,643377,,foul,,,,,12,"Bo Bichette grounds out, shortstop Carlos Correa to first baseman Donovan Solano.",F,R,R,MIN,TOR,S,,,0,1,2023,-0.64,1.38,0.72,3.84,,,,1,8,Top,,,,,,,5.29370062567208,-140.29457427949802,-2.235753428695718,-9.63781726797557,30.967263555545863,-13.626842313281283,3.69,1.72,253,90.7,52,96.6,2398,6.3,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.18,,,,,,,,62,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,213,0.0,-0.036,,,,0.036,90.7,2,-2,0.906,0.094,28,25,29,25,1,3,1,1,6,,1.07,0.64,0.64,47.0
FF,2023-10-04,97.2,-0.81,5.64,"Jax, Griffin",666182,643377,,swinging_strike,,,,,2,"Bo Bichette grounds out, shortstop Carlos Correa to first baseman Donovan Solano.",F,R,R,MIN,TOR,S,,,0,0,2023,-0.5,1.58,0.1,3.51,,,,1,8,Top,,,,,,,3.591961598274702,-141.51404952942065,-3.7747716825524806,-7.540132167654955,32.75109341882259,-10.330886604065864,3.69,1.72,,,,97.3,2469,6.3,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.17,,,,,,,,62,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,211,0.0,-0.026,,,,0.026,,2,-2,0.906,0.094,28,25,29,25,1,3,1,1,6,,0.84,0.5,0.5,44.8
FF,2023-10-04,95.9,-0.81,5.51,"Jax, Griffin",665489,643377,field_out,hit_into_play,,,,,2,Vladimir Guerrero Jr.  lines out sharply to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,X,8,line_drive,3,1,2023,-0.72,1.39,0.16,3.29,,,,0,8,Top,138.97,39.87,,,,,4.201973533728365,-139.63815531684213,-3.4259660294117547,-10.380333540435556,30.594028481191444,-13.409350261867145,3.62,1.66,394,105.4,18,96.3,2447,6.4,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.1,0.569,0.709,0.0,1,0,0,5,61,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,207,0.036,-0.396,,,1.132,0.396,105.4,2,-2,0.87,0.13,28,24,29,24,1,3,1,1,6,,1.08,0.72,0.72,47.8
FF,2023-10-04,96.4,-0.86,5.49,"Jax, Griffin",665489,643377,,called_strike,,,,,6,Vladimir Guerrero Jr.  lines out sharply to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,S,,,3,0,2023,-0.64,1.54,0.34,2.72,,,,0,8,Top,,,,,,,4.6468316413459165,-140.2249344670286,-5.26862125960522,-9.51560134055488,32.36948486019706,-10.85714361067128,3.61,1.72,,,,96.4,2440,6.4,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.13,,,,,,,,61,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,209,0.0,-0.078,,,,0.078,,2,-2,0.87,0.13,28,24,29,24,1,3,1,1,6,,0.92,0.64,0.64,45.2
SI,2023-10-04,96.0,-0.76,5.51,"Jax, Griffin",665489,643377,,ball,,,,,13,Vladimir Guerrero Jr.  lines out sharply to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,B,,,2,0,2023,-1.4,0.97,-0.96,1.34,,,,0,8,Top,,,,,,,2.6217183396958808,-139.73817890511904,-7.667517120095639,-19.009404116143415,30.12982565753794,-18.01880456215471,3.67,1.75,,,,96.2,2428,6.3,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.21,,,,,,,,61,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,213,0.0,0.135,,,,-0.135,,2,-2,0.87,0.13,28,24,29,24,1,3,1,1,6,,1.5,1.4,1.4,44.3
ST,2023-10-04,86.8,-0.9,5.47,"Jax, Griffin",665489,643377,,ball,,,,,14,Vladimir Guerrero Jr.  lines out sharply to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,B,,,1,0,2023,1.36,-0.25,1.28,2.31,,,,0,8,Top,,,,,,,2.4546510799113257,-126.39289260910678,-0.862703617334672,14.025149271308567,26.015910381768595,-34.90499880092303,3.58,1.66,,,,86.7,3106,6.2,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.27,,,,,,,,61,2,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,47,0.0,0.064,,,,-0.064,,2,-2,0.87,0.13,28,24,29,24,1,3,1,1,6,,3.28,-1.36,-1.36,44.8
ST,2023-10-04,88.0,-0.81,5.54,"Jax, Griffin",665489,643377,,ball,,,,,14,Vladimir Guerrero Jr.  lines out sharply to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,B,,,0,0,2023,0.99,0.3,1.87,1.72,,,,0,8,Top,,,,,,,4.455802650862583,-128.2040514047849,-3.906039216205513,10.307242160050992,22.12693666556268,-28.290832788693184,3.55,1.69,,,,88.7,2967,6.3,748583,680777,456781,593871,571657,621043,650489,572191,596146,54.2,,,,,,,,61,1,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,34,0.0,0.036,,,,-0.036,,2,-2,0.87,0.13,28,24,29,24,1,3,1,1,6,,2.59,-0.99,-0.99,48.9
SL,2023-10-04,87.9,-1.78,6.51,"Romano, Jordan",668904,605447,field_out,hit_into_play,,,,,8,"Royce Lewis grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.",F,R,R,MIN,TOR,X,5,ground_ball,1,2,2023,0.22,-0.24,0.0,1.52,,571657,593871,2,7,Bot,99.42,158.0,,,,,3.9486794482996306,-128.01323919568773,-5.596033608134563,1.5934389525240549,25.844031713510716,-33.88705224164992,3.35,1.54,13,104.7,-7,89.8,2202,7.4,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.12,0.391,0.37,0.0,1,0,0,2,60,4,Slider,2,0,2,0,0,2,2,0,Infield shade,Standard,39,-0.02,-0.339,,,0.431,0.339,104.7,2,2,0.89,0.89,30,24,30,24,1,3,4,1,,3,3.18,-0.22,-0.22,61.6
FF,2023-10-04,98.9,-1.81,6.62,"Romano, Jordan",668904,605447,,ball,,,,,11,"Royce Lewis grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.",F,R,R,MIN,TOR,B,,,0,2,2023,-0.12,1.51,-1.07,4.69,,571657,593871,2,7,Bot,,,,,,,2.338520542227424,-144.0571388278302,-3.4085658135556978,-2.178227123091522,33.429162832973795,-10.619068931740474,3.38,1.55,,,,101.0,2382,7.4,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.14,,,,,,,,60,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,189,0.0,0.028,,,,-0.028,,2,2,0.89,0.89,30,24,30,24,1,3,4,1,,3,0.82,0.12,0.12,61.5
SL,2023-10-04,88.7,-2.02,6.48,"Romano, Jordan",668904,605447,,foul,,,,,9,"Royce Lewis grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.",F,R,R,MIN,TOR,S,,,0,1,2023,0.24,-0.22,0.73,2.06,,571657,593871,2,7,Bot,,,,,,,6.364860486760512,-129.18045623337903,-4.429181017526428,1.54344726002611,24.376857158398156,-33.939975995777495,3.35,1.54,243,83.8,48,90.9,2222,7.4,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.11,,,,,,,,60,2,Slider,2,0,2,0,0,2,2,0,Standard,Standard,78,0.0,-0.098,,,,0.098,88.0,2,2,0.89,0.89,30,24,30,24,1,3,4,1,,3,3.09,-0.24,-0.24,65.6
SL,2023-10-04,87.2,-2.47,6.26,"Romano, Jordan",668904,605447,,foul,,,,,6,"Royce Lewis grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.",F,R,R,MIN,TOR,S,,,0,0,2023,0.44,-0.15,0.5,2.2,,571657,593871,2,7,Bot,,,,,,,6.364363822954242,-126.85278656178524,-3.35440586598388,3.503088239458534,24.982229208790205,-33.37966602833287,3.35,1.54,313,95.6,42,89.1,2124,7.4,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.12,,,,,,,,60,1,Slider,2,0,2,0,0,2,2,0,Standard,Standard,91,0.0,-0.063,,,,0.063,95.6,2,2,0.89,0.89,30,24,30,24,1,3,4,1,,3,3.14,-0.44,-0.44,50.1
FF,2023-10-04,93.7,-0.91,6.29,"Swanson, Erik",593871,657024,walk,ball,,,,,11,Jorge Polanco walks.,F,L,R,MIN,TOR,B,,,3,0,2023,-0.79,1.37,-0.72,3.91,,666397,,2,7,Bot,,,,,,,2.2507634799127696,-136.54000661785594,-3.494001790983191,-10.448435853163408,27.785863806214422,-14.481422096772,3.46,1.69,,,,94.4,2207,6.5,748583,672386,665489,669289,656305,666182,624415,662139,543807,54.04,,0.695903,0.7,1,0,0,,59,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,216,0.003,0.058,,,,-0.058,,2,2,0.887,0.887,29,29,30,30,1,3,1,1,,3,1.21,0.79,-0.79,51.2
FS,2023-10-04,84.6,-1.27,6.07,"Swanson, Erik",593871,657024,,ball,,,,,11,Jorge Polanco walks.,F,L,R,MIN,TOR,B,,,2,0,2023,-0.78,0.18,-1.65,3.88,,666397,,2,7,Bot,,,,,,,0.6579207724812631,-123.34701914083708,0.8081227553893537,-8.104063244841784,22.900355995809605,-30.62855734335633,3.49,1.72,,,,85.3,1295,6.5,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.99,,,,,,,,59,3,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,230,0.0,0.041,,,,-0.041,,2,2,0.887,0.887,29,29,30,30,1,3,1,1,,3,2.97,0.78,-0.78,46.1
FS,2023-10-04,85.8,-1.27,6.08,"Swanson, Erik",593871,657024,,ball,,,,,11,Jorge Polanco walks.,F,L,R,MIN,TOR,B,,,1,0,2023,-0.89,0.19,-0.67,3.45,,666397,,2,7,Bot,,,,,,,3.255917970673846,-124.91001094002496,-0.3690143231790809,-10.02304938418233,24.548496360383,-30.270995321466195,3.27,1.58,,,,86.3,1286,6.6,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.95,,,,,,,,59,2,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,232,0.0,0.033,,,,-0.033,,2,2,0.887,0.887,29,29,30,30,1,3,1,1,,3,2.89,0.89,-0.89,46.1
FS,2023-10-04,85.9,-1.17,6.12,"Swanson, Erik",593871,657024,,ball,,,,,11,Jorge Polanco walks.,F,L,R,MIN,TOR,B,,,0,0,2023,-0.98,0.15,-0.93,3.64,,666397,,2,7,Bot,,,,,,,2.583828394331903,-125.17887963706978,0.0152251709943573,-10.885219699665363,23.779244567979006,-30.82000658921531,3.49,1.81,,,,86.7,1234,6.6,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.89,,,,,,,,59,1,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,236,0.0,0.023,,,,-0.023,,2,2,0.887,0.887,29,29,30,30,1,3,1,1,,3,2.92,0.98,-0.98,44.9
FS,2023-10-04,86.4,-1.15,6.07,"Swanson, Erik",666397,657024,force_out,hit_into_play,,,,,8,"Edouard Julien grounds into a force out, first baseman Vladimir Guerrero Jr.  to shortstop Bo Bichette.   Ryan Jeffers out at 2nd.  Edouard Julien advances to 2nd, on a throwing error by shortstop Bo Bichette.",F,L,R,MIN,TOR,X,3,ground_ball,0,2,2023,-0.86,0.03,-0.26,2.0,,,680777,1,7,Bot,147.39,174.86,,,,,3.9149376665600446,-125.8275806872489,-3.649833704539695,-9.965464689351434,23.15832001220883,-31.316699057263012,3.33,1.67,14,73.5,-7,87.7,1188,6.8,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.67,0.063,0.057,0.0,1,0,0,2,58,3,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,232,-0.007,-0.281,,,0.066,0.281,88.0,2,2,0.894,0.894,29,24,30,24,1,3,1,1,,3,2.99,0.86,-0.86,44.3
FF,2023-10-04,94.0,-0.99,6.25,"Swanson, Erik",666397,657024,,called_strike,,,,,9,"Edouard Julien grounds into a force out, first baseman Vladimir Guerrero Jr.  to shortstop Bo Bichette.   Ryan Jeffers out at 2nd.  Edouard Julien advances to 2nd, on a throwing error by shortstop Bo Bichette.",F,L,R,MIN,TOR,S,,,0,1,2023,-0.94,1.38,0.56,2.15,,,680777,1,7,Bot,,,,,,,6.1356716435025,-136.57249554249958,-8.03690126195225,-13.149094302742826,29.181892571832694,-13.275839702919471,3.4,1.72,,,,94.8,2333,6.7,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.75,,,,,,,,58,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,215,0.0,-0.062,,,,0.062,,2,2,0.894,0.894,29,24,30,24,1,3,1,1,,3,1.2,0.94,-0.94,51.8
FS,2023-10-04,85.4,-1.2,6.15,"Swanson, Erik",666397,657024,,called_strike,,,,,5,"Edouard Julien grounds into a force out, first baseman Vladimir Guerrero Jr.  to shortstop Bo Bichette.   Ryan Jeffers out at 2nd.  Edouard Julien advances to 2nd, on a throwing error by shortstop Bo Bichette.",F,L,R,MIN,TOR,S,,,0,0,2023,-0.91,-0.06,0.16,2.6,,,680777,1,7,Bot,,,,,,,5.071036071145067,-124.35343184735852,-2.0184597054269156,-10.421475403714645,22.152762255040933,-32.63611174179995,3.55,1.75,,,,86.4,1251,6.6,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.87,,,,,,,,58,1,Split-Finger,2,0,2,0,0,2,2,0,Infield shade,Standard,234,0.0,-0.05,,,,0.05,,2,2,0.894,0.894,29,24,30,24,1,3,1,1,,3,3.15,0.91,-0.91,46.1
FS,2023-10-04,85.3,-1.24,6.02,"Swanson, Erik",572191,657024,strikeout,swinging_strike,,,,,8,Michael A.   Taylor strikes out swinging.,F,R,R,MIN,TOR,S,2,,1,2,2023,-1.03,0.41,0.25,1.55,,,680777,0,7,Bot,,,,,,,5.615355883185001,-124.24893996190904,-5.178234672520992,-11.7783201372322,21.38294343984404,-27.163874177357265,3.48,1.63,,,,86.6,1335,6.7,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.76,,0.0,0.0,1,0,0,,57,4,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,230,-0.014,-0.247,,,,0.247,,2,2,0.908,0.908,29,32,30,32,1,2,1,1,,3,2.68,1.03,1.03,45.1
FS,2023-10-04,85.7,-1.17,6.15,"Swanson, Erik",572191,657024,,ball,,,,,12,Michael A.   Taylor strikes out swinging.,F,R,R,MIN,TOR,B,,,0,2,2023,-1.08,0.38,0.16,3.84,,,680777,0,7,Bot,,,,,,,5.366682681700285,-124.84075619161048,0.0247135871178191,-12.385534045165082,23.51538290137039,-28.442061003332512,3.46,1.63,,,,86.7,1235,6.7,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.8,,,,,,,,57,3,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,222,0.0,0.012,,,,-0.012,,2,2,0.908,0.908,29,32,30,32,1,2,1,1,,3,2.71,1.08,1.08,51.0
FS,2023-10-04,85.6,-1.11,6.08,"Swanson, Erik",572191,657024,,swinging_strike,,,,,14,Michael A.   Taylor strikes out swinging.,F,R,R,MIN,TOR,S,,,0,1,2023,-1.29,0.28,0.23,0.89,,,680777,0,7,Bot,,,,,,,5.819626391046752,-124.45254122564722,-6.569411196282455,-14.542127263079143,25.77769727715297,-28.04882384593137,3.48,1.63,,,,86.2,1144,6.8,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.69,,,,,,,,57,2,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,232,0.0,-0.064,,,,0.064,,2,2,0.908,0.908,29,32,30,32,1,2,1,1,,3,2.84,1.29,1.29,48.4
FS,2023-10-04,85.5,-1.01,6.21,"Swanson, Erik",572191,657024,,called_strike,,,,,6,Michael A.   Taylor strikes out swinging.,F,R,R,MIN,TOR,S,,,0,0,2023,-1.12,0.45,0.57,2.72,,,680777,0,7,Bot,,,,,,,6.05750416881638,-124.46752489175825,-2.9239265926483027,-12.86726630862086,22.758216233052003,-27.0900258396617,3.49,1.66,,,,86.6,1296,6.7,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.75,,,,,,,,57,1,Split-Finger,2,0,2,0,0,2,2,0,Strategic,Standard,225,0.0,-0.054,,,,0.054,,2,2,0.908,0.908,29,32,30,32,1,2,1,1,,3,2.64,1.12,1.12,47.5
FF,2023-10-04,93.5,-0.9,6.27,"Swanson, Erik",680777,657024,walk,ball,,,,,14,Ryan Jeffers walks.,F,R,R,MIN,TOR,B,,,3,1,2023,-1.05,1.24,0.96,2.07,,,,0,7,Bot,,,,,,,7.190567399532998,-135.82640357820637,-7.851560800124377,-14.59688748956926,30.44791116732267,-15.24713747698383,3.32,1.6,,,,94.2,2310,6.9,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.63,,0.695903,0.7,1,0,0,,56,5,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,212,0.015,0.232,,,,-0.232,,2,2,0.893,0.893,29,26,30,26,1,2,1,1,,3,1.38,1.05,1.05,53.5
FF,2023-10-04,92.8,-0.99,6.28,"Swanson, Erik",680777,657024,,called_strike,,,,,3,Ryan Jeffers walks.,F,R,R,MIN,TOR,S,,,3,0,2023,-0.84,1.33,0.32,3.43,,,,0,7,Bot,,,,,,,5.211281617674472,-135.09228322175403,-4.443092243039177,-11.3722783862322,29.483172210908943,-15.1498941351323,3.33,1.47,,,,93.4,2194,6.6,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.86,,,,,,,,56,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,216,0.0,-0.078,,,,0.078,,2,2,0.893,0.893,29,26,30,26,1,2,1,1,,3,1.32,0.84,0.84,50.6
SL,2023-10-04,87.5,-1.36,6.06,"Swanson, Erik",680777,657024,,ball,,,,,14,Ryan Jeffers walks.,F,R,R,MIN,TOR,B,,,2,0,2023,0.1,0.54,1.17,1.72,,,,0,7,Bot,,,,,,,5.984970942979816,-127.2813315594649,-5.584698615887989,0.0013890488043011,23.2044033383859,-25.363441130052003,3.32,1.63,,,,88.9,2340,6.9,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.55,,,,,,,,56,3,Slider,2,0,2,0,0,2,2,0,Infield shade,Standard,144,0.0,0.135,,,,-0.135,,2,2,0.893,0.893,29,26,30,26,1,2,1,1,,3,2.41,-0.1,-0.1,41.0
SL,2023-10-04,88.1,-1.42,6.07,"Swanson, Erik",680777,657024,,ball,,,,,14,Ryan Jeffers walks.,F,R,R,MIN,TOR,B,,,1,0,2023,-0.04,0.85,1.95,1.56,,,,0,7,Bot,,,,,,,8.335062785893093,-128.02739689855892,-6.723136973923012,-2.0230781782447727,24.685098408180536,-21.609344375702506,3.38,1.66,,,,89.3,2295,6.9,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.57,,,,,,,,56,2,Slider,2,0,2,0,0,2,2,0,Infield shade,Standard,152,0.0,0.064,,,,-0.064,,2,2,0.893,0.893,29,26,30,26,1,2,1,1,,3,2.08,0.04,0.04,40.4
FF,2023-10-04,93.4,-0.94,6.41,"Swanson, Erik",680777,657024,,ball,,,,,14,Ryan Jeffers walks.,F,R,R,MIN,TOR,B,,,0,0,2023,-0.84,1.34,1.35,1.92,,,,0,7,Bot,,,,,,,7.776279131830641,-135.51793058192092,-8.784076403026358,-12.073049795611697,29.658324479105445,-13.844822008877951,3.29,1.52,,,,93.9,2271,6.8,748583,672386,665489,669289,656305,666182,624415,662139,543807,53.73,,,,,,,,56,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,212,0.0,0.036,,,,-0.036,,2,2,0.893,0.893,29,26,30,26,1,2,1,1,,3,1.29,0.84,0.84,52.7
FF,2023-10-04,97.6,-1.96,5.59,"Stewart, Brock",474832,592779,strikeout,swinging_strike,,,,,11,Brandon Belt strikes out swinging.,F,L,R,MIN,TOR,S,2,,1,2,2023,-0.65,1.16,-1.03,2.79,,,,2,7,Top,,,,,,,3.996550658350905,-142.13281379602014,-4.7055980180046415,-9.77471837386206,30.64057890904785,-15.601367894866828,3.2,1.57,,,,97.6,2701,6.1,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.39,,0.0,0.0,1,0,0,,55,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,222,0.013,-0.074,,,,0.074,,2,-2,0.88,0.12,31,35,32,35,1,3,3,1,4,,1.22,0.65,-0.65,25.9
FF,2023-10-04,97.0,-1.96,5.55,"Stewart, Brock",474832,592779,,swinging_strike,,,,,4,Brandon Belt strikes out swinging.,F,L,R,MIN,TOR,S,,,1,1,2023,-0.63,1.14,-0.74,2.66,,,,2,7,Top,,,,,,,4.6954053760315135,-141.24036549846014,-4.82933122137622,-9.49892661885006,29.70250419321049,-15.959304987054866,3.2,1.57,,,,96.8,2605,6.0,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.54,,,,,,,,55,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,225,0.0,-0.027,,,,0.027,,2,-2,0.88,0.12,31,35,32,35,1,3,3,1,4,,1.26,0.63,-0.63,25.3
FC,2023-10-04,92.8,-1.98,5.52,"Stewart, Brock",474832,592779,,ball,,,,,14,Brandon Belt strikes out swinging.,F,L,R,MIN,TOR,B,,,0,1,2023,0.26,0.44,0.9,2.31,,,,2,7,Top,,,,,,,6.779392870643758,-135.20321893798567,-3.484782809253553,1.9612941904472585,25.228855226378865,-26.22027122081278,3.23,1.55,,,,93.3,2456,6.2,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.32,,,,,,,,55,2,Cutter,2,0,0,2,0,2,0,2,Infield shade,Standard,182,0.0,0.012,,,,-0.012,,2,-2,0.88,0.12,31,35,32,35,1,3,3,1,4,,2.17,-0.26,0.26,26.2
FC,2023-10-04,96.4,-1.95,5.53,"Stewart, Brock",474832,592779,,swinging_strike,,,,,5,Brandon Belt strikes out swinging.,F,L,R,MIN,TOR,S,,,0,0,2023,-0.13,0.78,0.12,2.17,,,,2,7,Top,,,,,,,5.776708609645083,-140.40043462229133,-5.249749214809451,-2.851444661720428,25.2444485459603,-20.841815867538976,3.2,1.57,,,,96.9,2463,6.1,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.4,,,,,,,,55,1,Cutter,2,0,0,2,0,2,0,2,Infield shade,Standard,209,0.0,-0.017,,,,0.017,,2,-2,0.88,0.12,31,35,32,35,1,3,3,1,4,,1.62,0.13,-0.13,25.4
FF,2023-10-04,98.4,-1.89,5.53,"Stewart, Brock",543807,592779,field_out,hit_into_play,,,,,4,George Springer flies out to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,X,8,fly_ball,1,2,2023,-0.75,1.2,-0.78,2.44,,,,1,7,Top,95.03,57.5,,,,,4.756940860675786,-143.33424406910615,-5.7783502687153465,-11.405949920377235,29.30482482884412,-14.462057792787071,3.62,1.65,358,94.2,33,98.7,2629,6.1,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.35,0.109,0.168,0.0,1,0,0,3,54,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,218,0.023,-0.119,,,0.325,0.119,94.2,2,-2,0.857,0.143,31,33,32,34,1,3,3,1,4,,1.13,0.75,0.75,25.6
FF,2023-10-04,97.9,-1.91,5.6,"Stewart, Brock",543807,592779,,foul,,,,,11,George Springer flies out to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,S,,,1,1,2023,-0.63,1.29,-1.07,3.72,,,,1,7,Top,,,,,,,3.726803762477707,-142.73300555830716,-2.649462288375899,-9.4399589397191,29.1477894713903,-14.061539068378115,3.62,1.65,4,69.7,-37,98.3,2660,6.1,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.37,,,,,,,,54,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,213,0.0,-0.043,,,,0.043,88.0,2,-2,0.857,0.143,31,33,32,34,1,3,3,1,4,,1.06,0.63,0.63,25.4
FF,2023-10-04,97.8,-1.92,5.56,"Stewart, Brock",543807,592779,,foul,,,,,1,George Springer flies out to center fielder Michael A.   Taylor.,F,R,R,MIN,TOR,S,,,1,0,2023,-0.7,1.31,-0.41,3.02,,,,1,7,Top,,,,,,,5.694490190346232,-142.44567199197937,-4.474156230740377,-10.78385972887312,29.13974467999595,-13.385794715442318,3.62,1.65,225,76.7,26,98.3,2673,6.3,748583,680777,456781,666397,593871,621043,650489,572191,596146,54.23,,,,,,,,54,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,225,0.0,-0.031,,,,0.031,88.0,2,-2,0.857,0.143,31,33,32,34,1,3,3,1,4,,1.04,0.7,0.7,28.0
