idfg,season,name,team,age,wins,losses,war,era,games,games_started,innings_pitched,strikeouts,walks,home_runs,whip,k_per_9,bb_per_9,k_percent,bb_percent,fip,xfip,babip,lob_percent,hard_hit_percent,flyball_percent,fb_velocity,sl_percent,sl_velocity,ch_percent,ch_velocity,cb_percent,cb_velocity,ld_percent,gb_percent,hr_per_9
23796,2024,Ryan Weathers,MIA,24,5,6,1.1,3.63,16,16,86.2,80,24,11,1.18,8.31,2.49,0.218,0.065,4.11,4.03,0.276,0.753,0.382,0.359,95.6,0.21600000000000003,82.7,0.261,86.4,,,0.175,0.466,1.14
10233,2024,Aroldis Chapman,PIT,36,5,5,1.1,3.79,68,0,61.2,98,39,5,1.35,14.3,5.69,0.37,0.147,3.04,3.14,0.322,0.6920000000000001,0.413,0.376,98.8,0.266,87.0,,,,,0.17600000000000002,0.44799999999999995,0.73
31730,2024,Jonathan Cannon,CHW,23,5,10,1.1,4.49,23,21,124.1,91,40,18,1.33,6.59,2.9,0.174,0.077,4.65,4.62,0.29,0.723,0.359,0.396,93.6,0.218,82.0,0.187,85.8,,,0.223,0.381,1.3
22264,2024,Shane Baz,TBR,25,4,3,1.1,3.06,14,14,79.1,69,27,9,1.06,7.83,3.06,0.21600000000000003,0.085,4.07,4.39,0.229,0.7959999999999999,0.42,0.429,95.7,0.212,87.4,0.10400000000000001,88.1,0.205,83.6,0.17800000000000002,0.39299999999999996,1.02
16258,2024,Aaron Bummer,ATL,30,4,3,1.1,3.58,56,0,55.1,69,18,2,1.43,11.22,2.93,0.28300000000000003,0.07400000000000001,2.23,2.52,0.386,0.7290000000000001,0.32299999999999995,0.188,93.2,0.41100000000000003,82.4,0.011000000000000001,84.3,0.03,82.5,0.215,0.597,0.33
20020,2024,John Schreiber,KCR,30,4,3,1.1,3.66,59,0,51.2,46,20,1,1.32,8.01,3.48,0.205,0.08900000000000001,3.03,4.21,0.307,0.6940000000000001,0.37,0.322,92.5,0.26899999999999996,81.1,0.067,86.3,,,0.16399999999999998,0.513,0.17
15551,2024,Mark Leiter Jr.,- - -,33,4,5,1.1,4.5,60,0,58.0,86,22,8,1.33,13.34,3.41,0.336,0.086,3.29,2.75,0.343,0.669,0.4,0.33299999999999996,91.5,0.09300000000000001,79.7,,,0.16899999999999998,73.6,0.20800000000000002,0.45799999999999996,1.24
19769,2024,Will Vest,DET,29,3,4,1.1,2.82,69,0,70.1,63,18,3,1.12,8.06,2.3,0.218,0.062,2.83,3.47,0.287,0.758,0.38,0.275,96.0,0.21600000000000003,86.9,0.098,89.1,,,0.24,0.485,0.38
20039,2024,Adrian Morejon,SDP,25,3,2,1.1,2.83,60,0,63.2,71,21,4,1.32,10.04,2.97,0.261,0.077,2.79,3.33,0.337,0.768,0.318,0.322,97.3,0.32899999999999996,85.7,,,,,0.16399999999999998,0.514,0.57
16990,2024,Tanner Banks,- - -,32,2,3,1.1,3.98,63,2,72.1,78,25,6,1.3,9.71,3.11,0.251,0.08,3.25,3.59,0.317,0.632,0.337,0.335,93.3,0.33,88.0,0.129,86.3,0.14800000000000002,82.1,0.16699999999999998,0.498,0.75
30056,2024,David Festa,MIN,24,2,6,1.1,4.9,14,13,64.1,77,23,9,1.32,10.77,3.22,0.278,0.083,3.76,3.58,0.319,0.685,0.389,0.402,94.8,0.318,86.2,0.28,88.5,,,0.23600000000000002,0.36200000000000004,1.26
13273,2024,Ross Stripling,OAK,34,2,11,1.1,6.01,22,14,85.1,49,22,7,1.54,5.17,2.32,0.129,0.057999999999999996,3.89,4.74,0.338,0.5479999999999999,0.353,0.353,91.2,0.139,84.8,0.17600000000000002,82.8,0.086,76.2,0.255,0.392,0.74
14168,2024,Jose Berrios,TOR,30,16,11,1.0,3.6,32,32,192.1,153,54,31,1.15,7.16,2.53,0.195,0.069,4.72,4.25,0.256,0.8140000000000001,0.415,0.368,93.7,,,0.16,84.9,0.28600000000000003,83.3,0.19899999999999998,0.43200000000000005,1.45
11423,2024,Jose Quintana,NYM,35,10,10,1.0,3.75,31,31,170.1,135,63,22,1.25,7.13,3.33,0.188,0.08800000000000001,4.56,4.44,0.263,0.782,0.37799999999999995,0.35,90.8,0.054000000000000006,78.0,0.193,85.8,0.22399999999999998,77.6,0.17600000000000002,0.474,1.16
13431,2024,Marcus Stroman,NYY,33,10,9,1.0,4.31,30,29,154.2,113,60,19,1.47,6.58,3.49,0.16699999999999998,0.08900000000000001,4.62,4.5,0.312,0.7390000000000001,0.39299999999999996,0.308,90.0,0.29600000000000004,83.9,0.11,83.4,0.024,76.0,0.2,0.49200000000000005,1.11
20548,2024,Bowden Francis,TOR,28,8,5,1.0,3.3,27,13,103.2,92,22,17,0.93,7.99,1.91,0.225,0.054000000000000006,4.36,4.17,0.211,0.7829999999999999,0.36200000000000004,0.465,92.8,0.092,81.7,,,0.182,73.5,0.192,0.34299999999999997,1.48
12572,2024,Blake Treinen,LAD,36,7,3,1.0,1.93,50,0,46.2,56,11,5,0.94,10.8,2.12,0.304,0.06,3.0,3.06,0.255,0.897,0.33899999999999997,0.395,94.6,0.385,83.9,,,,,0.158,0.447,0.96
23313,2024,Jose Butto,NYM,26,7,3,1.0,2.55,30,7,74.0,79,38,6,1.07,9.61,4.62,0.26899999999999996,0.129,3.83,4.2,0.211,0.833,0.37799999999999995,0.409,94.0,0.23399999999999999,84.0,0.221,87.2,,,0.175,0.415,0.73
16918,2024,Luke Weaver,NYY,30,7,3,1.0,2.89,62,0,84.0,103,26,10,0.93,11.04,2.79,0.311,0.079,3.33,3.42,0.223,0.794,0.384,0.467,95.7,,,0.27699999999999997,88.7,0.012,82.7,0.16899999999999998,0.364,1.07
27646,2024,Luis L. Ortiz,PIT,25,7,6,1.0,3.32,37,15,135.2,107,42,16,1.11,7.1,2.79,0.192,0.076,4.25,4.59,0.243,0.7559999999999999,0.377,0.42200000000000004,95.4,0.26899999999999996,85.9,0.01,90.8,,,0.18100000000000002,0.397,1.06
21741,2024,Javier Assad,CHC,26,7,6,1.0,3.73,29,29,147.0,124,63,20,1.4,7.59,3.86,0.19399999999999998,0.099,4.64,4.61,0.289,0.8029999999999999,0.392,0.386,91.5,0.109,80.2,0.048,83.9,0.114,76.7,0.17800000000000002,0.436,1.22
25139,2024,Tim Herrin,CLE,27,5,1,1.0,1.92,75,0,65.2,68,25,2,0.97,9.32,3.43,0.265,0.09699999999999999,2.86,3.64,0.236,0.785,0.365,0.32899999999999996,95.0,0.276,87.6,,,0.354,81.6,0.174,0.49700000000000005,0.27
20099,2024,Chris Paddack,MIN,28,5,3,1.0,4.99,17,17,88.1,79,21,14,1.39,8.05,2.14,0.20600000000000002,0.055,4.19,4.09,0.327,0.7090000000000001,0.431,0.41200000000000003,93.3,0.177,86.0,0.259,82.9,0.136,78.3,0.215,0.373,1.43
17722,2024,Trevor Megill,MIL,30,1,3,1.0,2.72,48,0,46.1,50,14,4,1.01,9.71,2.72,0.273,0.077,3.1,3.87,0.254,0.755,0.424,0.496,98.8,,,,,0.284,87.4,0.171,0.33299999999999996,0.78
33838,2024,Yariel Rodriguez,TOR,27,1,8,1.0,4.47,21,21,86.2,85,40,11,1.32,8.83,4.15,0.231,0.109,4.34,4.42,0.275,0.6990000000000001,0.371,0.41600000000000004,93.8,0.282,84.6,,,0.105,78.3,0.21,0.374,1.14
25385,2024,Drew Rasmussen,TBR,28,0,2,1.0,2.83,16,4,28.2,35,6,0,1.08,10.99,1.88,0.302,0.052000000000000005,1.35,2.57,0.333,0.677,0.36,0.307,96.9,0.054000000000000006,85.6,,,,,0.16,0.5329999999999999,0.0
12317,2024,Colin Rea,MIL,33,12,6,0.9,4.29,32,27,167.2,135,43,29,1.26,7.25,2.31,0.18899999999999997,0.06,4.75,4.42,0.282,0.7659999999999999,0.41600000000000004,0.40700000000000003,92.6,0.17,82.1,,,0.044000000000000004,78.8,0.205,0.38799999999999996,1.56
27517,2024,Jared Koenig,MIL,30,9,4,0.9,2.47,55,6,62.0,63,23,4,1.24,9.15,3.34,0.23800000000000002,0.087,3.28,3.95,0.292,0.782,0.349,0.365,95.1,,,0.039,85.6,0.131,81.1,0.171,0.465,0.58
30115,2024,Robert Suarez,SDP,33,9,3,0.9,2.77,65,0,65.0,59,16,7,1.05,8.17,2.22,0.22899999999999998,0.062,3.49,3.81,0.256,0.8079999999999999,0.40399999999999997,0.40700000000000003,99.1,,,0.126,91.1,,,0.17600000000000002,0.418,0.97
16866,2024,Reed Garrett,NYM,31,8,5,0.9,3.77,53,0,57.1,83,30,6,1.4,13.03,4.71,0.336,0.121,3.31,3.16,0.349,0.7340000000000001,0.371,0.35100000000000003,96.6,0.435,88.7,,,0.001,85.0,0.20600000000000002,0.44299999999999995,0.94
14212,2024,Josh Hader,HOU,30,8,8,0.9,3.8,71,0,71.0,105,25,12,0.96,13.31,3.17,0.37799999999999995,0.09,3.5,2.93,0.23,0.69,0.38799999999999996,0.524,96.1,0.27399999999999997,85.6,0.009000000000000001,89.3,,,0.172,0.303,1.52
19479,2024,Aaron Civale,- - -,29,8,9,0.9,4.36,31,31,161.0,149,52,29,1.3,8.33,2.91,0.21600000000000003,0.075,4.74,4.31,0.285,0.764,0.392,0.428,92.5,0.163,80.6,,,0.156,77.1,0.21600000000000003,0.35600000000000004,1.62
16647,2024,Ryan Thompson,ARI,32,7,5,0.9,3.26,67,0,66.1,52,15,5,1.19,7.06,2.04,0.191,0.055,3.3,3.35,0.296,0.74,0.446,0.228,91.3,0.257,79.1,,,,,0.157,0.614,0.68
17734,2024,Evan Phillips,LAD,29,5,1,0.9,3.62,61,0,54.2,63,17,6,1.19,10.37,2.8,0.276,0.075,3.28,3.48,0.298,0.625,0.327,0.40399999999999997,96.2,0.386,85.1,,,,,0.19899999999999998,0.397,0.99
19742,2024,Anthony Bender,MIA,29,5,2,0.9,4.08,59,0,53.0,59,18,3,1.28,10.02,3.06,0.259,0.079,2.92,3.36,0.326,0.693,0.401,0.281,95.4,0.47,85.0,0.038,89.4,,,0.21899999999999997,0.5,0.51
13346,2024,Hoby Milner,MIL,33,5,1,0.9,4.73,61,1,64.2,64,14,6,1.19,8.91,1.95,0.239,0.052000000000000005,3.14,3.15,0.313,0.581,0.36200000000000004,0.287,88.7,0.32899999999999996,79.6,0.138,81.2,,,0.193,0.519,0.84
16256,2024,Kyle Freeland,COL,31,5,8,0.9,5.24,21,21,113.1,85,26,22,1.41,6.75,2.06,0.17300000000000001,0.053,4.9,4.38,0.315,0.6759999999999999,0.405,0.39899999999999997,91.5,0.22699999999999998,86.9,0.12300000000000001,85.9,0.18899999999999997,83.5,0.19899999999999998,0.402,1.75
13619,2024,Jakob Junis,- - -,31,4,0,0.9,2.69,24,6,67.0,51,8,8,0.85,6.85,1.07,0.20199999999999999,0.032,3.69,3.87,0.224,0.779,0.424,0.40299999999999997,92.0,0.45299999999999996,83.1,0.08199999999999999,86.6,,,0.209,0.387,1.07
26413,2024,Porter Hodge,CHC,23,3,1,0.9,1.88,39,0,43.0,52,19,2,0.88,10.88,3.98,0.317,0.11599999999999999,2.75,3.41,0.189,0.8009999999999999,0.359,0.391,95.6,0.375,83.0,,,,,0.196,0.413,0.42
16609,2024,Bryan Abreu,HOU,27,3,3,0.9,3.1,78,0,78.1,103,32,9,1.16,11.83,3.68,0.317,0.098,3.49,3.48,0.286,0.8290000000000001,0.375,0.42100000000000004,96.8,0.531,86.2,0.005,90.1,,,0.175,0.40399999999999997,1.03
11847,2024,Chris Martin,BOS,38,3,1,0.9,3.45,45,0,44.1,50,3,5,1.13,10.15,0.61,0.278,0.017,2.78,2.61,0.353,0.674,0.34700000000000003,0.314,94.6,0.009000000000000001,85.2,,,,,0.223,0.46299999999999997,1.02
12972,2024,Joe Ross,MIL,31,3,6,0.9,3.77,25,10,74.0,66,29,7,1.36,8.03,3.53,0.20600000000000002,0.09,3.83,4.5,0.298,0.727,0.387,0.419,94.8,0.373,86.6,0.08199999999999999,90.2,0.017,83.2,0.171,0.41,0.85
33876,2024,Rhett Lowder,CIN,22,2,2,0.9,1.17,6,6,30.2,22,14,0,1.27,6.46,4.11,0.172,0.109,3.1,4.73,0.272,0.897,0.413,0.363,93.0,0.273,85.1,0.195,86.3,,,0.253,0.385,0.0
23055,2024,Dedniel Nunez,NYM,28,2,0,0.9,2.31,25,0,35.0,48,8,3,0.91,12.34,2.06,0.35600000000000004,0.059000000000000004,2.22,2.32,0.276,0.755,0.38,0.359,96.3,0.491,87.5,0.01,91.8,,,0.115,0.526,0.77
15440,2024,Matthew Boyd,CLE,33,2,2,0.9,2.72,8,8,39.2,46,13,4,1.13,10.44,2.95,0.27699999999999997,0.078,3.29,3.89,0.277,0.7490000000000001,0.371,0.47600000000000003,92.0,0.17600000000000002,79.5,0.262,81.0,0.078,74.2,0.21,0.314,0.91
22286,2024,Trevor Rogers,- - -,26,2,11,0.9,4.92,25,25,124.1,97,56,14,1.58,7.02,4.05,0.17300000000000001,0.1,4.52,4.7,0.322,0.698,0.442,0.336,91.7,0.20600000000000002,82.4,0.235,85.6,,,0.201,0.46299999999999997,1.01
21455,2024,Kris Bubic,KCR,26,1,1,0.9,2.67,27,0,30.1,39,5,2,1.02,11.57,1.48,0.322,0.040999999999999995,1.95,2.04,0.32,0.674,0.28600000000000003,0.26,93.1,0.364,84.0,0.165,85.3,,,0.17800000000000002,0.562,0.59
14932,2024,Ben Lively,CLE,32,13,10,0.8,3.81,29,29,151.0,118,49,23,1.25,7.03,2.92,0.187,0.078,4.66,4.57,0.265,0.784,0.41100000000000003,0.413,90.2,0.21899999999999997,79.4,0.091,84.0,0.086,77.0,0.168,0.419,1.37
27758,2024,Kyle Harrison,SFG,22,7,7,0.8,4.56,24,24,124.1,118,42,18,1.34,8.54,3.04,0.222,0.079,4.33,4.23,0.308,0.733,0.43799999999999994,0.40299999999999997,92.6,,,0.198,84.9,0.223,80.6,0.188,0.409,1.3
14524,2024,Jose Leclerc,TEX,30,6,5,0.8,4.32,64,0,66.2,89,32,7,1.32,12.02,4.32,0.309,0.111,3.48,3.66,0.314,0.718,0.307,0.428,95.3,0.32299999999999995,82.0,0.102,88.2,,,0.22,0.35200000000000004,0.95
25679,2024,Kevin Kelly,TBR,26,5,2,0.8,2.67,68,0,70.2,63,9,7,0.96,8.02,1.15,0.22699999999999998,0.032,3.27,3.13,0.268,0.759,0.368,0.271,90.9,0.27899999999999997,77.3,,,,,0.161,0.568,0.89
19996,2024,Dylan Lee,ATL,29,4,2,0.8,2.11,52,0,59.2,76,17,7,1.11,11.46,2.56,0.317,0.071,3.0,3.15,0.3,0.836,0.32,0.455,92.4,0.547,84.1,0.121,85.7,,,0.193,0.35200000000000004,1.06
24719,2024,Randy Vasquez,SDP,25,4,7,0.8,4.87,20,20,98.0,62,29,13,1.51,5.69,2.66,0.14400000000000002,0.067,4.7,4.9,0.33,0.722,0.395,0.37799999999999995,94.3,0.099,82.4,0.12300000000000001,88.7,0.19699999999999998,82.2,0.23600000000000002,0.387,1.19
19926,2024,Tony Santillan,CIN,27,3,3,0.8,3.0,29,1,30.0,46,9,4,1.0,13.8,2.7,0.377,0.07400000000000001,2.73,2.51,0.27,0.779,0.40299999999999997,0.462,97.3,0.387,86.8,0.01,92.2,,,0.215,0.32299999999999995,1.2
7005,2024,Ryan Pressly,HOU,35,2,3,0.8,3.49,59,0,56.2,58,18,4,1.34,9.21,2.86,0.23800000000000002,0.07400000000000001,3.1,3.43,0.333,0.732,0.41600000000000004,0.287,93.9,0.289,89.6,0.111,89.6,0.249,82.4,0.226,0.488,0.64
24862,2024,Ryan Fernandez,STL,26,1,6,0.8,3.51,62,0,66.2,71,32,4,1.35,9.59,4.32,0.249,0.11199999999999999,3.35,3.9,0.307,0.718,0.32799999999999996,0.33299999999999996,95.6,0.44799999999999995,87.3,,,,,0.237,0.429,0.54
25376,2024,Nick Mears,- - -,27,1,5,0.8,5.93,54,0,57.2,75,24,7,1.47,11.71,3.75,0.293,0.094,3.39,3.47,0.36,0.598,0.331,0.401,96.7,0.22899999999999998,86.6,,,0.16899999999999998,81.5,0.191,0.408,1.09
11828,2024,James Paxton,- - -,35,9,3,0.7,4.4,21,21,100.1,73,50,12,1.45,6.55,4.49,0.16699999999999998,0.114,4.79,5.21,0.276,0.72,0.428,0.42700000000000005,93.2,,,0.066,82.6,0.304,80.9,0.19899999999999998,0.375,1.08
14843,2024,Michael Lorenzen,- - -,32,7,6,0.7,3.31,26,24,130.1,97,60,17,1.24,6.7,4.14,0.18100000000000002,0.11199999999999999,4.89,4.95,0.236,0.8240000000000001,0.391,0.405,93.8,0.15,83.9,0.188,84.6,0.079,81.7,0.177,0.418,1.17
26257,2024,Joey Estes,OAK,22,7,9,0.7,5.01,25,24,127.2,92,27,23,1.23,6.49,1.9,0.16899999999999998,0.05,4.94,5.29,0.274,0.6970000000000001,0.396,0.555,92.4,0.331,79.7,0.11,84.8,,,0.2,0.24600000000000002,1.62
19924,2024,Bryan Hudson,MIL,27,6,1,0.7,1.73,43,0,62.1,62,17,7,0.72,8.95,2.45,0.268,0.07400000000000001,3.6,3.6,0.148,0.9420000000000001,0.36200000000000004,0.405,91.4,0.233,81.6,,,,,0.182,0.41200000000000003,1.01
30133,2024,Brant Hurter,DET,25,6,1,0.7,2.58,10,1,45.1,38,6,4,0.88,7.54,1.19,0.217,0.034,3.03,3.32,0.236,0.785,0.366,0.336,92.4,0.307,83.2,0.11800000000000001,85.7,,,0.133,0.531,0.79
11156,2024,Merrill Kelly,ARI,35,5,1,0.7,4.03,13,13,73.2,63,19,11,1.17,7.7,2.32,0.21,0.063,4.25,3.89,0.273,0.73,0.40700000000000003,0.363,92.1,0.11800000000000001,85.6,0.209,88.4,0.078,82.3,0.212,0.425,1.34
8700,2024,Justin Verlander,HOU,41,5,6,0.7,5.48,17,17,90.1,74,27,15,1.38,7.37,2.69,0.187,0.068,4.78,5.13,0.303,0.682,0.325,0.523,93.5,0.193,86.7,0.10099999999999999,84.1,0.21899999999999997,77.7,0.195,0.282,1.49
26079,2024,Beau Brieske,DET,26,4,5,0.7,3.59,46,12,67.2,69,30,5,1.26,9.18,3.99,0.245,0.106,3.51,4.27,0.284,0.7,0.354,0.433,95.8,0.174,86.2,0.26,88.4,,,0.191,0.376,0.67
19481,2024,Tyler Ferguson,OAK,30,4,2,0.7,3.68,48,0,51.1,62,24,4,1.09,10.87,4.21,0.3,0.11599999999999999,3.28,3.77,0.243,0.6679999999999999,0.387,0.43200000000000005,95.6,0.23800000000000002,84.5,0.022000000000000002,88.5,,,0.195,0.373,0.7
27468,2024,Reid Detmers,LAA,24,4,9,0.7,6.7,17,17,87.1,109,38,18,1.56,11.23,3.92,0.27899999999999997,0.09699999999999999,4.72,3.86,0.357,0.629,0.39299999999999996,0.43799999999999994,93.8,0.245,86.2,0.142,84.7,0.146,75.0,0.179,0.38299999999999995,1.85
20373,2024,Andres Munoz,SEA,25,3,7,0.7,2.12,60,0,59.1,77,26,6,0.96,11.68,3.94,0.332,0.11199999999999999,3.35,2.98,0.208,0.853,0.33299999999999996,0.294,98.1,0.47100000000000003,87.7,,,,,0.183,0.524,0.91
16207,2024,Spencer Turnbull,PHI,31,3,0,0.7,2.65,17,7,54.1,58,20,6,1.05,9.61,3.31,0.261,0.09,3.85,3.8,0.233,0.84,0.41,0.36,92.3,0.385,84.0,0.055999999999999994,87.8,0.09,78.8,0.165,0.475,0.99
12857,2024,Shawn Armstrong,- - -,33,3,3,0.7,4.86,57,7,66.2,66,25,6,1.53,8.91,3.38,0.22399999999999998,0.085,3.57,4.19,0.362,0.69,0.381,0.39299999999999996,93.5,0.053,85.1,,,0.028999999999999998,83.6,0.249,0.358,0.81
19959,2024,Jesus Luzardo,MIA,26,3,6,0.7,5.0,12,12,66.2,58,22,9,1.25,7.83,2.97,0.212,0.08,4.26,4.23,0.284,0.6629999999999999,0.41100000000000003,0.402,95.1,0.292,83.6,0.228,86.3,0.002,81.5,0.228,0.37,1.22
25942,2024,Andrew Nardi,MIA,25,3,2,0.7,5.07,59,0,49.2,70,18,7,1.25,12.68,3.26,0.33299999999999996,0.086,3.33,3.35,0.325,0.639,0.34700000000000003,0.508,94.1,0.384,83.0,0.008,91.4,,,0.175,0.317,1.27
29812,2024,Robert Gasser,MIL,25,2,0,0.7,2.57,5,5,28.0,16,1,2,1.04,5.14,0.32,0.14,0.009000000000000001,3.38,4.18,0.283,0.7879999999999999,0.245,0.344,92.8,0.321,80.7,0.12300000000000001,87.5,,,0.226,0.43,0.64
23455,2024,Hunter Stratton,PIT,27,2,1,0.7,3.58,36,0,37.2,33,7,3,1.17,7.88,1.67,0.209,0.044000000000000004,3.25,3.98,0.304,0.701,0.313,0.396,95.5,0.25,84.2,,,,,0.225,0.37799999999999995,0.72
15507,2024,Hunter Harvey,- - -,29,2,4,0.7,4.44,49,0,50.2,55,16,5,1.32,9.77,2.84,0.251,0.073,3.52,3.52,0.333,0.677,0.47600000000000003,0.305,97.8,0.047,85.9,,,0.094,82.4,0.248,0.447,0.89
19614,2024,Cionel Perez,BAL,28,2,0,0.7,4.53,62,0,53.2,46,28,0,1.4,7.71,4.7,0.193,0.11800000000000001,3.3,4.59,0.296,0.638,0.34,0.295,96.3,0.369,83.1,,,0.006,83.4,0.147,0.5579999999999999,0.0
16300,2024,Jesus Tinoco,- - -,29,1,0,0.7,3.32,32,0,40.2,42,12,3,0.96,9.3,2.66,0.259,0.07400000000000001,3.17,3.73,0.235,0.7140000000000001,0.33299999999999996,0.39,96.3,0.522,86.7,0.039,90.0,,,0.14300000000000002,0.467,0.66
22533,2024,Michel Otanez,OAK,26,1,0,0.7,3.44,36,0,34.0,55,20,2,1.38,14.56,5.29,0.364,0.132,2.73,3.38,0.352,0.742,0.32899999999999996,0.43799999999999994,97.8,0.41100000000000003,85.3,,,,,0.17800000000000002,0.384,0.53
19261,2024,Ian Hamilton,NYY,29,0,1,0.7,3.82,35,0,37.2,41,14,2,1.35,9.8,3.35,0.252,0.086,3.03,3.71,0.34,0.723,0.371,0.324,96.1,0.5429999999999999,88.5,,,,,0.23800000000000002,0.43799999999999994,0.48
16511,2024,Jordan Montgomery,ARI,31,8,7,0.6,6.23,25,21,117.0,83,44,14,1.65,6.38,3.38,0.156,0.083,4.48,4.67,0.347,0.639,0.40700000000000003,0.342,91.9,0.018000000000000002,84.1,0.193,83.2,0.307,79.3,0.235,0.423,1.08
17192,2024,Jalen Beeks,- - -,30,7,4,0.6,4.5,71,0,70.0,55,27,6,1.49,7.07,3.47,0.17600000000000002,0.087,4.0,4.65,0.321,0.659,0.33,0.366,94.6,,,0.256,88.9,0.01,74.7,0.183,0.451,0.77
13394,2024,Dylan Floro,- - -,33,6,4,0.6,3.8,66,0,68.2,48,17,5,1.19,6.29,2.23,0.172,0.061,3.5,4.1,0.288,0.684,0.385,0.335,89.9,0.26899999999999996,83.4,0.095,83.6,,,0.21100000000000002,0.455,0.66
27572,2024,Carmen Mlodzinski,PIT,25,5,5,0.6,3.38,40,4,50.2,46,19,3,1.18,8.17,3.38,0.22,0.091,3.36,4.18,0.273,0.6920000000000001,0.35200000000000004,0.376,96.3,0.366,86.5,0.003,88.7,,,0.163,0.461,0.53
27552,2024,Graham Ashcraft,CIN,26,5,5,0.6,5.24,15,15,77.1,57,27,11,1.5,6.63,3.14,0.163,0.077,4.82,4.56,0.313,0.675,0.42700000000000005,0.315,94.9,0.319,88.5,0.037000000000000005,91.0,,,0.198,0.486,1.28
25911,2024,Yennier Cano,BAL,30,4,3,0.6,3.15,70,0,60.0,65,24,6,1.3,9.75,3.6,0.261,0.096,3.55,3.08,0.314,0.779,0.434,0.20800000000000002,96.1,0.13,87.1,0.244,91.1,,,0.16399999999999998,0.629,0.9
17948,2024,Trent Thornton,SEA,30,4,3,0.6,3.61,71,0,72.1,77,19,8,1.13,9.58,2.36,0.262,0.065,3.47,3.56,0.297,0.726,0.368,0.386,95.3,0.33799999999999997,82.4,0.025,87.6,0.12,82.4,0.233,0.381,1.0
10315,2024,Michael Tonkin,- - -,34,4,4,0.6,3.63,57,0,79.1,85,30,6,1.26,9.64,3.4,0.25,0.08800000000000001,3.44,3.89,0.303,0.653,0.35,0.34600000000000003,93.0,0.451,83.2,,,,,0.244,0.41,0.68
21690,2024,Edward Cabrera,MIA,26,4,8,0.6,4.95,20,20,96.1,107,50,15,1.37,10.0,4.67,0.256,0.12,4.68,3.94,0.278,0.664,0.457,0.324,96.3,0.083,89.3,0.324,93.1,0.21899999999999997,84.9,0.20600000000000002,0.47,1.4
15541,2024,Tyler Rogers,SFG,33,3,4,0.6,2.82,77,0,70.1,51,6,7,1.04,6.53,0.77,0.17600000000000002,0.021,3.56,3.69,0.274,0.812,0.305,0.295,82.4,0.355,73.6,,,,,0.161,0.545,0.9
14814,2024,Buck Farmer,CIN,33,3,2,0.6,3.04,61,1,71.0,70,29,7,1.2,8.87,3.68,0.23399999999999999,0.09699999999999999,4.0,4.44,0.263,0.815,0.358,0.426,92.6,,,0.209,86.8,0.348,82.2,0.21600000000000003,0.358,0.89
14332,2024,Joel Payamps,MIL,30,3,7,0.6,3.05,68,0,59.0,59,18,7,0.97,9.0,2.75,0.251,0.077,3.73,3.8,0.215,0.732,0.436,0.41200000000000003,94.8,0.40299999999999997,83.8,0.077,89.6,,,0.203,0.386,1.07
17998,2024,Pete Fairbanks,TBR,30,3,3,0.6,3.57,46,0,45.1,44,17,4,1.17,8.74,3.38,0.23800000000000002,0.092,3.5,3.88,0.267,0.696,0.41100000000000003,0.377,97.4,0.44799999999999995,85.1,0.026000000000000002,93.8,,,0.18899999999999997,0.434,0.79
31461,2024,Ben Joyce,LAA,23,2,0,0.6,2.08,31,1,34.2,33,14,1,1.15,8.57,3.63,0.23199999999999998,0.099,3.2,3.69,0.278,0.845,0.374,0.222,102.1,0.152,86.2,,,,,0.18899999999999997,0.589,0.26
26304,2024,Bryan Hoeing,- - -,27,2,3,0.6,2.18,34,2,53.2,43,14,4,1.06,7.21,2.35,0.205,0.067,3.32,3.5,0.262,0.8170000000000001,0.45799999999999996,0.272,94.0,0.226,83.1,,,,,0.245,0.483,0.67
19274,2024,Jacob Webb,BAL,30,2,5,0.6,3.02,60,0,56.2,58,27,4,1.18,9.21,4.29,0.245,0.114,3.52,4.31,0.245,0.721,0.344,0.42700000000000005,93.5,0.281,82.9,0.275,84.4,,,0.233,0.34,0.64
3137,2024,Max Scherzer,TEX,39,2,4,0.6,3.95,9,9,43.1,40,10,7,1.15,8.31,2.08,0.226,0.055999999999999994,4.18,4.04,0.277,0.752,0.349,0.45899999999999996,92.6,0.212,85.0,0.139,82.9,0.139,74.8,0.221,0.32,1.45
27688,2024,Jack Kochanowicz,LAA,23,2,6,0.6,3.99,11,11,65.1,25,10,7,1.19,3.44,1.38,0.094,0.038,4.62,4.48,0.282,0.735,0.444,0.244,95.9,,,0.03,88.3,0.184,85.0,0.18600000000000003,0.57,0.96
17780,2024,Jose Alvarado,PHI,29,2,5,0.6,4.09,66,0,61.2,63,28,6,1.25,9.19,4.09,0.244,0.109,3.8,3.81,0.269,0.69,0.41,0.319,97.9,0.406,92.5,,,,,0.221,0.46,0.88
2036,2024,Clayton Kershaw,LAD,36,2,2,0.6,4.5,7,7,30.0,24,9,2,1.5,7.2,2.7,0.18,0.068,3.53,4.33,0.354,0.633,0.408,0.344,90.0,0.43700000000000006,86.0,,,0.161,72.1,0.271,0.385,0.6
21844,2024,Braxton Garrett,MIA,26,2,2,0.6,5.35,7,7,37.0,34,4,5,1.19,8.27,0.97,0.21100000000000002,0.025,3.82,3.49,0.31,0.595,0.483,0.299,90.2,0.265,82.9,0.124,83.1,0.044000000000000004,77.5,0.188,0.513,1.22
