idfg,season,name,team,age,wins,losses,war,era,games,games_started,innings_pitched,strikeouts,walks,home_runs,whip,k_per_9,bb_per_9,k_percent,bb_percent,fip,xfip,babip,lob_percent,hard_hit_percent,flyball_percent,fb_velocity,sl_percent,sl_velocity,ch_percent,ch_velocity,cb_percent,cb_velocity,ld_percent,gb_percent,hr_per_9
11674,2024,Jameson Taillon,CHC,32,12,8,2.3,3.27,28,28,165.1,125,33,21,1.13,6.8,1.8,0.185,0.049,3.92,4.16,0.269,0.763,0.386,0.405,92.4,0.155,80.5,0.042,86.0,0.147,79.6,0.19399999999999998,0.401,1.14
15689,2024,Luis Castillo,SEA,31,11,12,2.3,3.64,30,30,175.1,175,47,25,1.17,8.98,2.41,0.243,0.065,3.91,3.82,0.285,0.7829999999999999,0.41700000000000004,0.42,95.6,0.223,85.7,0.14300000000000002,88.1,,,0.187,0.39299999999999996,1.28
18679,2024,Freddy Peralta,MIL,28,11,9,2.3,3.68,32,32,173.2,200,68,26,1.21,10.36,3.52,0.276,0.094,4.16,3.93,0.278,0.7959999999999999,0.365,0.44799999999999995,94.4,0.21600000000000003,81.5,0.175,87.8,0.07,78.2,0.18600000000000003,0.36700000000000005,1.35
30279,2024,Bryan Woo,SEA,24,9,3,2.3,2.89,22,22,121.1,101,13,14,0.9,7.49,0.96,0.214,0.027999999999999997,3.4,3.75,0.24,0.768,0.35200000000000004,0.423,94.8,0.18600000000000003,84.3,0.09,89.6,,,0.17,0.406,1.04
15823,2024,Zack Littell,TBR,28,8,10,2.3,3.63,29,29,156.1,141,31,22,1.25,8.12,1.78,0.215,0.047,3.88,4.01,0.311,0.78,0.39,0.424,92.2,0.051,79.5,,,,,0.235,0.34,1.27
18138,2024,Ryan Helsley,STL,29,7,4,2.3,2.04,65,0,66.1,79,23,3,1.1,10.72,3.12,0.297,0.086,2.41,3.35,0.292,0.785,0.348,0.41100000000000003,99.6,,,,,0.062,81.3,0.221,0.368,0.41
31757,2024,Mason Miller,OAK,25,2,2,2.3,2.49,55,0,65.0,104,21,6,0.88,14.4,2.91,0.418,0.084,2.18,2.21,0.256,0.706,0.325,0.431,100.9,0.35,87.6,0.018000000000000002,92.3,,,0.163,0.40700000000000003,0.83
21052,2024,Luis Gil,NYY,26,15,7,2.2,3.5,29,29,151.2,171,77,18,1.19,10.15,4.57,0.268,0.121,4.14,4.36,0.237,0.7879999999999999,0.37,0.467,96.6,0.256,87.5,0.252,91.6,,,0.177,0.35600000000000004,1.07
17594,2024,Mitch Keller,PIT,28,11,12,2.2,4.25,31,31,178.0,166,50,23,1.3,8.39,2.53,0.215,0.065,4.08,4.08,0.306,0.731,0.391,0.368,94.0,0.157,83.0,0.004,89.4,0.095,78.4,0.23800000000000002,0.39399999999999996,1.16
12304,2024,Chris Bassitt,TOR,35,10,14,2.2,4.16,31,31,171.0,168,70,18,1.46,8.84,3.68,0.222,0.092,4.08,4.28,0.333,0.727,0.369,0.355,92.6,0.11800000000000001,77.3,0.053,84.5,0.13699999999999998,71.0,0.242,0.40299999999999997,0.95
26253,2024,Ryne Nelson,ARI,26,10,6,2.2,4.24,28,25,150.2,126,34,17,1.25,7.53,2.03,0.2,0.054000000000000006,3.74,3.98,0.308,0.711,0.413,0.366,95.2,0.099,84.1,0.099,83.0,0.061,78.0,0.218,0.41600000000000004,1.02
22191,2024,Tobias Myers,MIL,25,9,6,2.2,3.0,27,25,138.0,127,36,18,1.17,8.28,2.35,0.223,0.063,3.91,3.97,0.282,0.8109999999999999,0.382,0.406,93.0,0.204,85.5,0.114,81.2,0.040999999999999995,77.8,0.218,0.376,1.17
15423,2024,Andrew Heaney,TEX,33,5,14,2.2,4.28,32,31,160.0,159,41,23,1.25,8.94,2.31,0.22899999999999998,0.059000000000000004,4.04,4.18,0.297,0.7120000000000001,0.397,0.444,91.6,0.278,82.6,0.17,83.8,0.037000000000000005,75.8,0.22,0.335,1.29
21032,2024,Emmanuel Clase,CLE,26,4,2,2.2,0.61,74,0,74.1,66,10,2,0.66,7.99,1.21,0.244,0.037000000000000005,2.22,2.81,0.195,0.851,0.292,0.242,99.6,0.205,91.1,,,,,0.184,0.574,0.24
19407,2024,Ronel Blanco,HOU,30,13,6,2.1,2.8,30,29,167.1,166,68,22,1.09,8.93,3.66,0.24600000000000002,0.10099999999999999,4.15,4.09,0.22,0.836,0.355,0.419,93.5,0.301,86.4,0.221,85.3,0.094,80.2,0.183,0.39799999999999996,1.18
15890,2024,Luis Severino,NYM,30,11,7,2.1,3.91,31,31,182.0,161,60,23,1.24,7.96,2.97,0.212,0.079,4.21,4.12,0.283,0.737,0.35,0.36,96.0,0.242,85.7,0.075,86.2,,,0.18100000000000002,0.46,1.14
26378,2024,Nick Lodolo,CIN,26,9,6,2.1,4.76,21,21,115.1,122,37,13,1.2,9.52,2.89,0.247,0.075,3.95,3.95,0.29,0.682,0.373,0.358,94.2,0.273,81.7,0.16399999999999998,88.2,,,0.195,0.447,1.01
13799,2024,Matt Strahm,PHI,32,6,2,2.1,1.87,66,0,62.2,79,11,4,0.75,11.35,1.58,0.33299999999999996,0.046,2.29,3.15,0.234,0.823,0.376,0.5,93.4,0.195,81.6,,,,,0.18600000000000003,0.314,0.57
23920,2024,Brayan Bello,BOS,25,14,8,2.0,4.49,30,30,162.1,153,64,19,1.36,8.48,3.55,0.218,0.091,4.19,3.87,0.303,0.721,0.41100000000000003,0.273,95.7,0.28,86.8,0.26899999999999996,87.7,,,0.218,0.508,1.05
24492,2024,Grayson Rodriguez,BAL,24,13,4,2.0,3.86,20,20,116.2,130,36,15,1.24,10.03,2.78,0.265,0.073,3.66,3.57,0.308,0.76,0.391,0.381,96.1,0.159,86.6,0.21,83.1,0.154,81.3,0.213,0.406,1.16
27792,2024,Gavin Stone,LAD,25,11,5,2.0,3.53,25,25,140.1,116,37,18,1.21,7.44,2.37,0.2,0.064,4.01,4.02,0.283,0.797,0.36,0.366,95.1,0.16399999999999998,88.8,0.266,87.5,0.042,83.3,0.191,0.442,1.15
9803,2024,Miles Mikolas,STL,35,10,11,2.0,5.35,32,32,171.2,122,25,26,1.28,6.4,1.31,0.16899999999999998,0.035,4.24,4.08,0.31,0.629,0.42100000000000004,0.365,92.9,0.284,85.7,0.084,85.6,0.121,76.3,0.21600000000000003,0.419,1.36
16977,2024,Trevor Williams,WSN,32,6,1,2.0,2.03,13,13,66.2,59,18,3,1.04,7.97,2.43,0.22699999999999998,0.069,2.79,3.82,0.267,0.802,0.39299999999999996,0.38799999999999996,88.6,0.34700000000000003,78.7,0.16399999999999998,82.8,,,0.158,0.45399999999999996,0.41
15454,2024,Nick Pivetta,BOS,31,6,12,2.0,4.14,27,26,145.2,172,36,28,1.13,10.63,2.22,0.289,0.061,4.07,3.5,0.279,0.755,0.391,0.483,94.0,0.284,82.7,,,0.17300000000000001,80.3,0.182,0.335,1.73
17432,2024,Jeff Hoffman,PHI,31,3,3,2.0,2.17,68,0,66.1,89,16,6,0.96,12.08,2.17,0.336,0.06,2.52,2.8,0.278,0.802,0.414,0.408,96.7,0.408,86.9,0.12,90.6,,,0.217,0.376,0.81
20302,2024,David Peterson,NYM,28,10,3,1.9,2.9,21,21,121.0,101,46,8,1.29,7.51,3.42,0.198,0.09,3.67,4.1,0.293,0.784,0.42700000000000005,0.292,92.5,0.184,85.1,0.16399999999999998,84.7,0.076,79.2,0.207,0.501,0.6
20531,2024,Kutter Crawford,BOS,28,9,16,1.9,4.36,33,33,183.2,175,51,34,1.12,8.58,2.5,0.231,0.067,4.65,4.35,0.247,0.705,0.361,0.494,92.6,0.183,80.8,,,0.07200000000000001,77.4,0.17600000000000002,0.33,1.67
26221,2024,Ryan Pepiot,TBR,26,8,8,1.9,3.6,26,26,130.0,142,48,17,1.15,9.83,3.32,0.263,0.08900000000000001,3.95,4.05,0.262,0.743,0.371,0.456,95.0,0.174,89.1,0.235,85.9,0.027000000000000003,80.7,0.191,0.353,1.18
9073,2024,Kirby Yates,TEX,37,7,2,1.9,1.17,61,0,61.2,85,28,3,0.83,12.41,4.09,0.359,0.11800000000000001,2.5,3.12,0.168,0.8809999999999999,0.32799999999999996,0.42100000000000004,93.2,0.006,85.8,,,,,0.124,0.455,0.44
8241,2024,David Robertson,TEX,39,3,4,1.9,3.0,68,0,72.0,99,27,5,1.11,12.38,3.38,0.33399999999999996,0.091,2.65,2.88,0.3,0.769,0.376,0.32899999999999996,94.8,0.07200000000000001,83.7,0.018000000000000002,88.1,0.263,84.3,0.183,0.488,0.63
21504,2024,Jake Irvin,WSN,27,10,14,1.8,4.41,33,33,187.2,156,52,29,1.2,7.48,2.49,0.203,0.068,4.41,4.03,0.273,0.701,0.39,0.36700000000000005,93.8,0.003,86.1,0.039,88.6,0.313,81.2,0.193,0.439,1.39
13125,2024,Gerrit Cole,NYY,33,8,5,1.8,3.41,17,17,95.0,99,29,11,1.13,9.38,2.75,0.254,0.07400000000000001,3.69,3.99,0.273,0.768,0.395,0.441,96.0,0.14400000000000002,88.3,0.04,88.3,0.187,82.5,0.172,0.387,1.04
26108,2024,Andre Pallante,STL,25,8,8,1.8,3.78,29,20,121.1,94,48,8,1.3,6.97,3.56,0.185,0.094,3.71,3.89,0.286,0.706,0.36700000000000005,0.228,94.6,0.175,87.5,,,0.124,79.6,0.154,0.618,0.59
25550,2024,Matt Waldron,SDP,27,7,11,1.8,4.91,27,26,146.2,133,40,21,1.26,8.16,2.45,0.213,0.064,4.26,4.32,0.295,0.672,0.34700000000000003,0.428,90.4,0.19699999999999998,79.3,,,,,0.183,0.389,1.29
27863,2024,Jared Jones,PIT,22,6,8,1.8,4.14,22,22,121.2,132,39,18,1.19,9.76,2.88,0.262,0.077,4.0,3.78,0.284,0.721,0.442,0.418,97.4,0.35,88.8,0.066,90.0,0.092,81.5,0.195,0.387,1.33
24494,2024,Simeon Woods Richardson,MIN,23,5,5,1.8,4.17,28,28,133.2,117,48,16,1.29,7.88,3.23,0.20600000000000002,0.084,4.12,4.55,0.283,0.736,0.359,0.44299999999999995,93.1,0.313,86.4,0.193,82.8,0.09300000000000001,76.1,0.204,0.353,1.08
14916,2024,Jon Gray,TEX,32,5,6,1.8,4.47,23,19,102.2,86,28,11,1.31,7.54,2.45,0.196,0.064,3.7,4.24,0.306,0.677,0.42200000000000004,0.40700000000000003,94.9,0.439,88.7,0.071,88.8,0.046,78.9,0.193,0.401,0.96
15761,2024,Joe Jimenez,ATL,29,1,5,1.8,2.62,69,0,68.2,82,23,2,0.99,10.75,3.01,0.29600000000000004,0.083,2.34,3.52,0.259,0.723,0.327,0.425,94.6,0.496,84.6,0.042,89.1,,,0.156,0.419,0.26
16137,2024,Carlos Rodon,NYY,31,16,9,1.7,3.96,32,32,175.0,195,57,31,1.22,10.03,2.93,0.265,0.077,4.39,4.09,0.284,0.792,0.40700000000000003,0.494,95.5,0.26,86.9,0.129,85.6,0.083,81.1,0.168,0.33799999999999997,1.59
20423,2024,Ryan Walker,SFG,28,10,4,1.7,1.91,76,1,80.0,99,18,5,0.85,11.14,2.03,0.321,0.057999999999999996,2.52,2.8,0.254,0.8290000000000001,0.302,0.324,95.6,0.447,83.9,,,,,0.207,0.469,0.56
20070,2024,Bailey Falter,PIT,27,8,9,1.7,4.43,28,28,142.1,97,45,17,1.29,6.13,2.85,0.165,0.076,4.3,4.71,0.281,0.6970000000000001,0.41200000000000003,0.42100000000000004,91.9,,,,,0.152,77.8,0.217,0.36200000000000004,1.07
22100,2024,Jose Soriano,LAA,25,6,7,1.7,3.42,22,20,113.0,97,45,8,1.2,7.73,3.58,0.207,0.096,3.8,3.82,0.269,0.71,0.43799999999999994,0.222,98.0,0.055,91.5,,,0.253,86.4,0.18100000000000002,0.597,0.64
9323,2024,Patrick Corbin,WSN,34,6,13,1.7,5.62,32,32,174.2,139,54,25,1.5,7.16,2.78,0.182,0.071,4.41,4.14,0.337,0.657,0.461,0.327,91.5,0.34299999999999997,79.4,0.034,81.1,,,0.209,0.46299999999999997,1.29
19899,2024,Clarke Schmidt,NYY,28,5,5,1.7,2.85,16,16,85.1,93,30,8,1.18,9.81,3.16,0.263,0.085,3.58,3.92,0.296,0.8,0.38,0.4,94.4,0.251,85.2,0.006999999999999999,87.2,0.182,83.8,0.195,0.405,0.84
19343,2024,A.J. Puk,- - -,29,4,9,1.7,3.15,62,4,71.1,88,28,5,1.11,11.1,3.53,0.299,0.095,2.87,3.47,0.269,0.6759999999999999,0.33,0.408,95.3,0.379,83.8,0.026000000000000002,84.5,,,0.22399999999999998,0.368,0.63
26389,2024,DJ Herz,WSN,23,4,9,1.7,4.16,19,19,88.2,106,36,11,1.26,10.76,3.65,0.27699999999999997,0.094,3.71,3.85,0.288,0.703,0.342,0.446,93.6,0.04,81.6,0.245,83.6,,,0.19,0.364,1.12
20539,2024,Edwin Uceta,TBR,26,2,0,1.7,1.51,30,0,41.2,57,8,2,0.82,12.31,1.73,0.358,0.05,1.7,2.49,0.264,0.8390000000000001,0.312,0.429,94.2,0.046,81.6,0.341,88.3,,,0.231,0.341,0.43
19360,2024,Lucas Erceg,- - -,29,2,6,1.7,3.36,61,0,61.2,72,16,3,1.05,10.51,2.34,0.285,0.063,2.53,3.1,0.295,0.674,0.33299999999999996,0.308,98.6,0.27899999999999997,85.7,0.19899999999999998,91.1,,,0.226,0.465,0.44
12880,2024,Tyler Anderson,LAA,34,10,15,1.6,3.81,31,31,179.1,142,73,24,1.29,7.13,3.66,0.18600000000000003,0.095,4.66,4.85,0.258,0.758,0.32799999999999996,0.424,89.4,0.006,81.3,0.371,79.0,0.001,71.7,0.20199999999999999,0.374,1.2
17586,2024,Tanner Scott,- - -,29,9,6,1.6,1.75,72,0,72.0,84,36,3,1.13,10.5,4.5,0.28600000000000003,0.122,2.92,3.38,0.247,0.797,0.272,0.29600000000000004,97.1,0.40700000000000003,88.6,0.001,92.0,,,0.204,0.5,0.38
29921,2024,Spencer Arrighetti,HOU,24,7,13,1.6,4.53,29,28,145.0,171,65,21,1.41,10.61,4.03,0.271,0.10300000000000001,4.18,4.01,0.321,0.721,0.396,0.42200000000000004,94.2,0.109,80.9,0.086,85.6,0.19899999999999998,78.5,0.21899999999999997,0.36,1.3
25636,2024,Hunter Gaddis,CLE,26,6,3,1.6,1.57,78,0,74.2,66,14,4,0.76,7.96,1.69,0.237,0.05,2.82,3.94,0.205,0.812,0.366,0.46399999999999997,95.5,0.44799999999999995,89.1,0.168,80.3,,,0.155,0.381,0.48
17130,2024,Raisel Iglesias,ATL,34,6,2,1.6,1.95,66,0,69.1,68,13,4,0.74,8.83,1.69,0.263,0.05,2.65,3.38,0.199,0.723,0.309,0.39799999999999996,95.6,0.207,84.2,0.307,89.6,,,0.158,0.444,0.52
22210,2024,Jeremiah Estrada,SDP,25,6,3,1.6,2.95,62,0,61.0,94,23,4,1.07,13.87,3.39,0.373,0.091,2.07,2.65,0.29,0.7240000000000001,0.37,0.433,97.2,0.23600000000000002,89.9,,,,,0.21600000000000003,0.35100000000000003,0.59
27597,2024,Cody Bradford,TEX,26,6,3,1.6,3.54,14,13,76.1,70,13,10,1.01,8.25,1.53,0.22699999999999998,0.042,3.59,3.82,0.252,0.7190000000000001,0.348,0.441,89.8,0.071,82.9,0.273,80.9,0.128,75.0,0.198,0.36,1.18
21461,2024,Cole Sands,MIN,26,9,1,1.5,3.28,62,0,71.1,85,12,6,1.0,10.72,1.51,0.29100000000000004,0.040999999999999995,2.63,3.26,0.29,0.685,0.365,0.431,95.5,,,,,0.141,82.4,0.20199999999999999,0.36700000000000005,0.76
22543,2024,Taj Bradley,TBR,23,8,11,1.5,4.11,25,25,138.0,154,47,22,1.22,10.04,3.07,0.266,0.081,4.09,3.62,0.284,0.737,0.41700000000000004,0.396,96.4,,,,,0.08900000000000001,79.2,0.184,0.42,1.43
10123,2024,Kyle Gibson,STL,36,8,8,1.5,4.24,30,30,169.2,151,68,23,1.35,8.01,3.61,0.209,0.094,4.42,4.19,0.29,0.7070000000000001,0.391,0.34700000000000003,91.0,0.209,80.8,0.099,84.9,0.084,78.3,0.20600000000000002,0.44799999999999995,1.22
25648,2024,Justin Slaten,BOS,26,6,2,1.5,2.93,44,0,55.1,58,9,4,1.01,9.43,1.46,0.259,0.04,2.61,2.9,0.285,0.706,0.368,0.292,96.5,0.247,84.0,,,0.083,84.3,0.20800000000000002,0.5,0.65
31776,2024,Orion Kerkering,PHI,23,5,3,1.5,2.29,64,2,63.0,74,17,2,1.08,10.57,2.43,0.28800000000000003,0.066,2.42,2.94,0.314,0.765,0.32899999999999996,0.252,97.2,0.557,86.3,,,,,0.213,0.535,0.29
23363,2024,Robert Garcia,WSN,28,3,6,1.5,4.22,72,0,59.2,75,16,4,1.19,11.31,2.41,0.299,0.064,2.38,2.77,0.329,0.5720000000000001,0.302,0.325,94.5,0.16,85.6,0.312,87.8,,,0.20800000000000002,0.46799999999999997,0.6
6175,2024,Albert Suarez,BAL,34,9,7,1.4,3.7,32,24,133.2,108,43,17,1.29,7.27,2.9,0.191,0.076,4.24,4.53,0.287,0.7879999999999999,0.382,0.426,94.8,,,0.172,86.1,0.132,79.0,0.235,0.33899999999999997,1.14
27451,2024,Alec Marsh,KCR,26,9,9,1.4,4.53,26,25,129.0,123,39,19,1.26,8.58,2.72,0.22399999999999998,0.071,4.34,4.22,0.292,0.7040000000000001,0.40299999999999997,0.41200000000000003,94.1,0.23199999999999998,86.5,0.1,86.4,0.16,82.9,0.21,0.377,1.33
19350,2024,Dean Kremer,BAL,28,8,10,1.4,4.1,24,24,129.2,123,51,18,1.24,8.54,3.54,0.222,0.092,4.32,4.34,0.257,0.6629999999999999,0.354,0.419,93.1,,,,,0.114,77.1,0.16399999999999998,0.41700000000000004,1.25
26231,2024,Tyler Holton,DET,28,7,2,1.4,2.19,66,9,94.1,77,17,7,0.78,7.35,1.62,0.218,0.048,3.17,3.68,0.201,0.777,0.32799999999999996,0.36200000000000004,91.8,0.155,80.6,0.18899999999999997,83.7,0.015,79.3,0.165,0.47200000000000003,0.67
14309,2024,Frankie Montas,- - -,31,7,11,1.4,4.84,30,30,150.2,148,66,24,1.37,8.84,3.94,0.226,0.10099999999999999,4.71,4.26,0.282,0.6890000000000001,0.423,0.379,95.4,0.294,88.6,,,,,0.20600000000000002,0.41600000000000004,1.43
12970,2024,Joe Musgrove,SDP,31,6,5,1.4,3.88,19,19,99.2,101,23,14,1.17,9.12,2.08,0.24600000000000002,0.055999999999999994,3.96,3.74,0.305,0.773,0.406,0.384,92.9,0.2,82.1,0.078,87.1,0.225,81.6,0.203,0.413,1.26
24453,2024,Justin Martinez,ARI,22,5,6,1.4,2.48,64,0,72.2,91,36,2,1.31,11.27,4.46,0.295,0.11699999999999999,2.59,2.88,0.322,0.754,0.318,0.177,100.3,0.217,89.8,,,,,0.23399999999999999,0.589,0.25
23150,2024,Osvaldo Bido,OAK,28,5,3,1.4,3.41,16,9,63.1,63,26,3,1.09,8.95,3.69,0.243,0.1,3.36,4.63,0.25,0.71,0.27,0.488,94.9,0.196,85.8,0.152,88.9,,,0.21600000000000003,0.29600000000000004,0.43
3096,2024,Kenley Jansen,BOS,36,4,2,1.4,3.29,54,0,54.2,62,20,4,1.06,10.21,3.29,0.284,0.092,3.0,4.04,0.26,0.73,0.37,0.537,93.3,0.077,82.2,,,,,0.157,0.306,0.66
21318,2024,Tylor Megill,NYM,28,4,5,1.4,4.04,16,15,78.0,91,32,8,1.31,10.5,3.69,0.27,0.095,3.55,3.79,0.307,0.7070000000000001,0.424,0.38799999999999996,95.6,0.133,85.5,0.013000000000000001,87.3,0.083,78.2,0.21100000000000002,0.402,0.92
19362,2024,Keegan Akin,BAL,29,3,1,1.4,3.32,66,0,78.2,97,19,9,0.94,11.1,2.17,0.31,0.061,2.99,3.27,0.247,0.71,0.374,0.48700000000000004,93.9,0.332,85.6,0.10800000000000001,85.6,,,0.14300000000000002,0.37,1.03
24586,2024,Kyle Bradish,BAL,27,2,0,1.4,2.75,8,8,39.1,53,15,2,1.07,12.13,3.43,0.325,0.092,2.51,2.92,0.278,0.782,0.293,0.308,95.1,0.298,88.3,,,0.171,84.1,0.14300000000000002,0.5489999999999999,0.46
19876,2024,Kevin Ginkel,ARI,30,8,3,1.3,3.21,72,0,70.0,77,15,6,1.2,9.9,1.93,0.265,0.052000000000000005,2.85,3.23,0.332,0.7120000000000001,0.408,0.35600000000000004,95.8,0.384,87.5,,,,,0.20600000000000002,0.43799999999999994,0.77
11861,2024,Jason Adam,- - -,32,7,2,1.3,1.95,74,0,73.2,81,23,5,0.86,9.9,2.81,0.287,0.08199999999999999,3.03,3.54,0.21,0.79,0.37799999999999995,0.4,95.5,0.368,82.1,0.258,89.6,,,0.171,0.429,0.61
2520,2024,Lance Lynn,STL,37,7,4,1.3,3.84,23,23,117.1,109,44,16,1.34,8.36,3.38,0.213,0.086,4.31,4.39,0.287,0.7,0.39,0.41100000000000003,92.0,0.07,80.7,0.062,84.8,0.005,80.5,0.226,0.363,1.23
25645,2024,Declan Cronin,MIA,26,3,4,1.3,4.35,56,0,70.1,72,25,1,1.42,9.21,3.2,0.235,0.08199999999999999,2.58,3.43,0.365,0.618,0.41700000000000004,0.23600000000000002,93.5,0.522,87.1,,,,,0.187,0.5760000000000001,0.13
30122,2024,Gavin Williams,CLE,24,3,10,1.3,4.86,16,16,76.0,79,32,7,1.37,9.36,3.79,0.23800000000000002,0.096,3.67,4.12,0.308,0.669,0.44,0.382,96.7,,,0.05,89.3,0.198,79.5,0.212,0.406,0.83
13896,2024,Chris Flexen,CHW,29,3,15,1.3,4.95,33,30,160.0,123,63,24,1.52,6.92,3.54,0.174,0.08900000000000001,4.8,5.03,0.315,0.71,0.374,0.449,91.4,0.087,80.1,0.157,81.4,0.122,72.0,0.195,0.35600000000000004,1.35
20116,2024,Calvin Faucher,MIA,28,2,3,1.3,3.19,53,0,53.2,63,26,0,1.4,10.57,4.36,0.268,0.111,2.5,3.76,0.345,0.684,0.39399999999999996,0.321,96.1,0.07200000000000001,88.0,,,0.20199999999999999,85.6,0.214,0.46399999999999997,0.0
20492,2024,Casey Mize,DET,27,2,6,1.3,4.49,22,20,102.1,78,29,11,1.47,6.86,2.55,0.17300000000000001,0.064,3.95,4.04,0.331,0.695,0.446,0.29600000000000004,95.6,0.27699999999999997,85.8,,,0.075,79.6,0.214,0.49,0.97
23590,2024,Ben Brown,CHC,24,1,3,1.3,3.58,15,8,55.1,64,19,5,1.08,10.41,3.09,0.28800000000000003,0.086,3.11,3.63,0.271,0.722,0.514,0.45299999999999996,96.4,,,0.016,90.6,0.35700000000000004,86.6,0.161,0.387,0.81
23429,2024,JP Sears,OAK,28,11,13,1.2,4.38,32,32,180.2,137,49,28,1.22,6.82,2.44,0.18100000000000002,0.065,4.71,4.86,0.272,0.725,0.39799999999999996,0.47100000000000003,91.5,0.33899999999999997,78.9,0.19,84.0,,,0.156,0.373,1.39
27707,2024,Mitch Spence,OAK,26,8,10,1.2,4.58,35,24,151.1,126,44,20,1.38,7.49,2.62,0.19399999999999998,0.068,4.21,4.12,0.319,0.727,0.41700000000000004,0.345,93.3,0.326,84.3,0.12300000000000001,91.2,0.121,80.5,0.171,0.484,1.19
21029,2024,Jhoan Duran,MIN,26,6,9,1.2,3.64,58,0,54.1,66,15,4,1.16,10.93,2.48,0.289,0.066,2.85,2.7,0.321,0.615,0.355,0.21,100.5,,,,,0.278,86.1,0.18100000000000002,0.609,0.66
14857,2024,Joe Mantiply,ARI,33,6,2,1.2,3.92,75,2,59.2,53,18,1,1.17,7.99,2.72,0.218,0.07400000000000001,2.51,3.71,0.298,0.627,0.419,0.33299999999999996,89.0,0.265,79.3,0.264,81.0,,,0.13699999999999998,0.53,0.15
16561,2024,Austin Gomber,COL,30,5,12,1.2,4.75,30,30,165.0,116,38,30,1.31,6.33,2.07,0.16699999999999998,0.055,4.83,4.5,0.29,0.731,0.41,0.413,90.5,0.16699999999999998,83.8,0.205,81.1,0.22399999999999998,77.6,0.207,0.38,1.64
14542,2024,Carlos Estevez,- - -,31,4,5,1.2,2.45,54,0,55.0,50,12,5,0.91,8.18,1.96,0.23600000000000002,0.057,3.24,4.09,0.229,0.75,0.423,0.49700000000000005,96.8,0.28300000000000003,89.5,0.10400000000000001,89.5,0.002,83.0,0.174,0.32899999999999996,0.82
13649,2024,Clay Holmes,NYY,31,3,5,1.2,3.14,67,0,63.0,68,22,4,1.3,9.71,3.14,0.251,0.081,3.02,3.01,0.322,0.705,0.365,0.192,96.6,0.435,85.5,,,,,0.158,0.65,0.57
17878,2024,Dennis Santana,- - -,28,3,1,1.2,3.89,62,0,71.2,69,21,4,1.09,8.67,2.64,0.24,0.073,3.01,3.95,0.28,0.6409999999999999,0.321,0.414,95.6,0.306,87.0,0.083,88.5,,,0.225,0.361,0.5
7048,2024,Fernando Cruz,CIN,34,3,8,1.2,4.86,69,3,66.2,109,35,9,1.34,14.72,4.73,0.37799999999999995,0.122,3.27,2.67,0.336,0.698,0.441,0.364,94.7,0.257,88.6,,,,,0.27899999999999997,0.35700000000000004,1.22
16944,2024,Grant Holmes,ATL,28,2,1,1.2,3.56,26,7,68.1,70,15,7,1.19,9.22,1.98,0.248,0.053,3.2,3.52,0.314,0.765,0.385,0.387,94.6,0.312,86.6,0.006999999999999999,91.1,0.223,84.1,0.175,0.43799999999999994,0.92
19447,2024,Patrick Sandoval,LAA,27,2,8,1.2,5.08,16,16,79.2,81,35,8,1.51,9.15,3.95,0.22899999999999998,0.099,3.87,4.04,0.341,0.662,0.359,0.33799999999999997,93.8,0.292,86.8,0.28300000000000003,82.9,0.09,76.3,0.212,0.45,0.9
29911,2024,Andrew Abbott,CIN,25,10,10,1.1,3.72,25,25,138.0,114,52,25,1.3,7.43,3.39,0.195,0.08900000000000001,5.04,4.91,0.26,0.8290000000000001,0.33,0.493,92.9,0.18600000000000003,83.0,0.163,84.8,0.115,80.8,0.17,0.337,1.63
4676,2024,Charlie Morton,ATL,40,8,10,1.1,4.19,30,30,165.1,167,65,23,1.32,9.09,3.54,0.23800000000000002,0.09300000000000001,4.46,3.99,0.306,0.742,0.381,0.325,94.0,,,0.11,85.0,0.424,81.6,0.212,0.46299999999999997,1.25
13133,2024,Derek Law,WSN,33,7,4,1.1,2.6,75,0,90.0,76,24,7,1.18,7.6,2.4,0.20800000000000002,0.066,3.32,3.54,0.292,0.782,0.35200000000000004,0.27899999999999997,95.0,0.292,87.2,0.049,87.9,0.036000000000000004,77.9,0.237,0.485,0.7
13074,2024,Yu Darvish,SDP,37,7,3,1.1,3.31,16,16,81.2,78,22,12,1.07,8.6,2.42,0.23600000000000002,0.066,4.08,3.99,0.245,0.792,0.39899999999999997,0.436,93.9,0.132,82.0,0.006,88.3,0.14,75.8,0.17800000000000002,0.387,1.32
14710,2024,Edwin Diaz,NYM,30,6,4,1.1,3.52,54,0,53.2,84,20,7,1.04,14.09,3.35,0.389,0.09300000000000001,3.02,2.59,0.284,0.732,0.303,0.413,97.5,0.479,89.7,,,,,0.147,0.44,1.17
24975,2024,Cooper Criswell,BOS,27,6,5,1.1,4.08,26,18,99.1,73,31,10,1.35,6.61,2.81,0.172,0.073,4.15,4.43,0.307,0.701,0.374,0.33299999999999996,89.1,0.28800000000000003,77.2,0.26,84.5,,,0.163,0.503,0.91
25007,2024,Alex Vesia,LAD,28,5,4,1.1,1.76,67,0,66.1,87,33,7,0.99,11.8,4.48,0.331,0.125,3.45,4.09,0.193,0.8390000000000001,0.345,0.647,93.4,0.318,85.1,0.05,85.6,,,0.132,0.221,0.95
