pitch_type,avg_velocity,avg_spin_rate,avg_horizontal_break,avg_vertical_break,avg_plate_x,avg_plate_z,zone_distribution
FF,93.68995658634655,2253.427334425462,-0.2848467365967366,1.3775556526806527,-0.007492788671658752,2.806418519273914,"{11.0: 0.1751697211619708, 12.0: 0.1350485125724775, 5.0: 0.0873517671396521, 2.0: 0.08513737944698581, 14.0: 0.08411759564115265, 6.0: 0.070044579120655, 4.0: 0.06614026397832232, 1.0: 0.06398414964598934, 3.0: 0.0617988986334897, 13.0: 0.0585938638151569, 8.0: 0.04350106348882608, 9.0: 0.03604207336616066, 7.0: 0.03307013198916116}"
FS,86.45868814729575,1396.8079584775087,-0.8659896432681242,0.33674338319907937,-0.27681242807825085,1.6988607594936709,"{13.0: 0.3130034522439586, 14.0: 0.2140391254315305, 11.0: 0.09090909090909091, 7.0: 0.08918296892980437, 8.0: 0.08630609896432681, 4.0: 0.05523590333716916, 9.0: 0.04602991944764097, 5.0: 0.03452243958573072, 1.0: 0.025891829689298044, 6.0: 0.018411967779056387, 2.0: 0.011507479861910242, 3.0: 0.00863060989643268, 12.0: 0.006329113924050633}"
KC,80.48659793814433,2430.907823741007,0.43133572389063196,-0.854643657552667,0.10767817122366652,1.7999193186911697,"{14.0: 0.3025549081129538, 13.0: 0.15015688032272523, 8.0: 0.0811295383236217, 11.0: 0.07844016136261767, 9.0: 0.06947557149260421, 5.0: 0.06364858807709547, 6.0: 0.05199462124607799, 7.0: 0.049305244285073956, 4.0: 0.04616763783056925, 12.0: 0.03272075302554908, 2.0: 0.03182429403854774, 1.0: 0.02689376961004034, 3.0: 0.015688032272523533}"
PO,86.725,2157.25,-1.035,1.0025,1.1325,3.1,"{12.0: 0.5, 11.0: 0.25, 14.0: 0.25}"
SI,92.84276379144312,2121.550522166125,-0.4488691704498555,0.7408137295363875,-0.1259423579584537,2.3567973586463062,"{13.0: 0.141422479020498, 11.0: 0.12890356307607648, 14.0: 0.12174989682212134, 4.0: 0.08164809464850736, 5.0: 0.08061631586187921, 12.0: 0.07401293162745907, 8.0: 0.07332507910304031, 7.0: 0.06589627183931765, 6.0: 0.059361672857339384, 9.0: 0.05227679185582611, 2.0: 0.04526069610675471, 1.0: 0.04278442701884716, 3.0: 0.032741780162333194}"
SL,84.42486648501362,2378.899048452368,0.25930899182561307,0.12547847411444144,0.23214877384196186,1.893777111716621,"{14.0: 0.3149318801089918, 13.0: 0.1419073569482289, 9.0: 0.07803814713896458, 8.0: 0.06997275204359674, 5.0: 0.06953678474114441, 6.0: 0.06119891008174387, 11.0: 0.05035422343324251, 12.0: 0.04550408719346049, 7.0: 0.04463215258855586, 4.0: 0.04452316076294278, 2.0: 0.03182561307901907, 3.0: 0.024686648501362398, 1.0: 0.022888283378746595}"
ST,81.46251157050293,2553.336434108527,0.5047269361308238,0.063033014501697,0.27071891391545816,1.9766985498302994,"{14.0: 0.31440913298364703, 13.0: 0.1320580067880284, 9.0: 0.07466831224930577, 6.0: 0.06788028386300525, 12.0: 0.06263498920086392, 5.0: 0.06263498920086392, 8.0: 0.061400802221536564, 11.0: 0.056155507559395246, 4.0: 0.04443073125578525, 7.0: 0.040728170317803146, 2.0: 0.03424868867633447, 1.0: 0.024992286331379204, 3.0: 0.023758099352051837}"
SV,81.81243093922652,2551.0360110803326,0.1723756906077348,-0.1594475138121547,0.01359116022099448,1.8003867403314917,"{14.0: 0.2541436464088398, 13.0: 0.1878453038674033, 7.0: 0.09668508287292818, 8.0: 0.0856353591160221, 5.0: 0.07734806629834254, 9.0: 0.06353591160220995, 4.0: 0.055248618784530384, 11.0: 0.04696132596685083, 2.0: 0.04143646408839779, 12.0: 0.03038674033149171, 6.0: 0.027624309392265192, 1.0: 0.019337016574585635, 3.0: 0.013812154696132596}"
CH,85.5729746254968,1785.7786330049262,-0.4531702843167227,0.5426780800978294,-0.0821858758789361,1.7908315499847143,"{13: 0.2503821461326811, 14: 0.24457352491592785, 8: 0.09446652399877713, 7: 0.07245490675634363, 11: 0.07214918985019872, 9: 0.05227759095077958, 4: 0.0498318557016203, 5: 0.04646896973402629, 12: 0.04494038520330174, 6: 0.03362885967594008, 1: 0.020177315805564047, 2: 0.010700091715071844, 3: 0.007948639559767655}"
CS,66.9,2460.0,0.84,-1.47,-1.95,3.87,{11: 1.0}
