game_id,game_date,inning,inning_topbot,pitcher_id,batter_id,pitch_type,release_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,zone,events,description,launch_speed,launch_angle,hit_distance_sc,effective_speed,spin_axis,stand,p_throws
635886,2020-10-27,9,Top,628711,642715,FF,96.7,2615.0,1.58,54.82,5.99,0.18,1.63,-0.53,2.29,4,strikeout,called_strike,,,,95.4,149.0,R,L
635886,2020-10-27,9,Top,628711,642715,SI,94.1,2470.0,2.91,54.59,5.45,0.75,1.3,-0.55,3.03,1,,called_strike,,,,93.4,127.0,R,L
635886,2020-10-27,9,Top,628711,642715,FF,94.9,2397.0,1.77,54.76,6.02,0.23,1.47,-0.04,3.32,2,,swinging_strike,,,,94.0,147.0,R,L
635886,2020-10-27,9,Top,628711,670712,FF,94.4,2508.0,1.66,54.6,5.93,0.27,1.5,-0.37,2.15,4,strikeout,called_strike,,,,93.7,153.0,R,L
635886,2020-10-27,9,Top,628711,670712,SV,81.4,3031.0,1.46,54.84,6.06,-1.67,-0.15,-0.14,0.96,13,,ball,,,,80.2,308.0,R,L
635886,2020-10-27,9,Top,628711,670712,FF,95.6,2437.0,1.81,54.66,5.95,0.3,1.44,-0.47,3.94,11,,ball,,,,94.9,148.0,R,L
635886,2020-10-27,9,Top,628711,670712,SV,80.6,2971.0,1.5,54.94,6.11,-1.57,-0.09,-0.97,2.06,13,,foul,92.8,-16.0,8.0,79.3,128.0,R,L
635886,2020-10-27,9,Top,628711,670712,FF,94.7,2478.0,1.82,54.72,5.95,0.5,1.41,0.08,2.59,5,,foul,77.3,29.0,240.0,93.9,140.0,R,L
635886,2020-10-27,9,Top,628711,670712,FF,94.3,2581.0,1.67,54.79,6.11,0.52,1.44,1.18,3.52,12,,ball,,,,93.6,146.0,R,L
635886,2020-10-27,9,Top,628711,622534,FF,95.2,2450.0,1.72,54.92,6.09,0.4,1.48,0.4,2.56,6,field_out,hit_into_play,83.4,44.0,283.0,94.0,148.0,R,L
635886,2020-10-27,9,Top,628711,622534,CH,87.2,2000.0,1.9,54.61,5.9,1.29,0.3,0.16,1.78,8,,foul,,,,86.6,120.0,R,L
