game_id,game_date,inning,inning_topbot,pitcher_id,batter_id,pitch_type,release_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,zone,events,description,launch_speed,launch_angle,hit_distance_sc,effective_speed,spin_axis,stand,p_throws,group,balls,strikes,count,on_3b,on_2b,on_1b,outs_when_up
744932,2024-06-01,1,Top,579328,693304,FF,94.7,2425.0,2.44,53.68,5.49,0.65,1.18,0.11,3.65,12.0,,ball,,,,95.8,150.0,R,L,1,1,0,1-0,,,,2
744932,2024-06-01,1,Top,579328,693304,FF,94.8,2332.0,2.28,53.6,5.52,0.53,1.41,-0.09,1.79,8.0,,called_strike,,,,96.1,143.0,R,L,1,1,1,1-1,,,,2
744932,2024-06-01,1,Top,579328,693304,FF,95.0,2320.0,2.44,53.64,5.47,0.62,1.35,0.47,2.65,6.0,,swinging_strike,,,,96.0,139.0,R,L,1,1,2,1-2,,,,2
744932,2024-06-01,1,Top,579328,693304,CU,82.4,2544.0,2.02,53.65,5.67,-0.71,-0.5,-0.71,0.86,13.0,,foul,31.3,-75.0,0.0,83.5,326.0,R,L,1,1,2,1-2,,,,2
744932,2024-06-01,1,Top,579328,693304,FF,95.1,2190.0,2.52,53.59,5.44,0.59,1.2,0.9,3.11,12.0,,foul,87.2,58.0,229.0,96.3,147.0,R,L,1,1,2,1-2,,,,2
744932,2024-06-01,1,Top,579328,693304,CU,81.3,2428.0,2.0,53.64,5.69,-0.32,-0.56,0.24,1.54,8.0,strikeout,swinging_strike,,,,82.5,311.0,R,L,1,1,3,1-3,,,,2
744932,2024-06-01,1,Top,579328,663647,CU,80.9,2492.0,2.1,53.71,5.77,-0.26,-0.77,0.2,1.66,8.0,,called_strike,,,,81.9,321.0,R,L,2,0,1,0-1,,656582.0,,2
744932,2024-06-01,1,Top,579328,663647,SL,87.6,2413.0,2.35,53.69,5.55,-0.44,0.34,-0.22,2.64,5.0,home_run,hit_into_play,107.8,20.0,404.0,89.1,270.0,R,L,2,0,1,0-1,,656582.0,,2
744932,2024-06-01,1,Top,579328,658668,FF,96.9,2326.0,2.57,53.61,5.45,0.67,1.44,0.02,2.17,8.0,,swinging_strike,,,,98.4,149.0,R,L,3,0,1,0-1,457705.0,656582.0,,1
744932,2024-06-01,1,Top,579328,658668,FF,96.4,2216.0,2.63,53.64,5.4,0.64,1.31,0.9,3.16,12.0,sac_fly,hit_into_play,88.5,41.0,292.0,97.6,148.0,R,L,3,0,1,0-1,457705.0,656582.0,,1
744932,2024-06-01,1,Top,579328,656582,FF,95.7,2291.0,2.54,53.68,5.4,0.6,1.42,1.13,2.51,12.0,,ball,,,,96.9,155.0,R,L,4,1,0,1-0,,,457705.0,1
744932,2024-06-01,1,Top,579328,656582,CU,80.4,2385.0,2.04,53.73,5.67,-0.3,-0.52,-0.46,2.13,4.0,double,hit_into_play,106.0,19.0,285.0,81.7,314.0,R,L,4,1,0,1-0,,,457705.0,1
744932,2024-06-01,1,Top,579328,668804,FF,94.5,2301.0,2.48,53.63,5.44,0.51,1.53,0.58,2.8,3.0,,called_strike,,,,95.8,224.0,R,L,5,0,1,0-1,,,457705.0,0
744932,2024-06-01,1,Top,579328,668804,FF,94.8,2776.0,2.43,53.72,5.51,0.34,1.68,0.5,3.24,3.0,,ball,,,,95.5,234.0,R,L,5,1,1,1-1,,,457705.0,0
744932,2024-06-01,1,Top,579328,668804,CU,78.7,2471.0,2.05,53.81,5.72,-0.47,-0.91,0.03,3.22,2.0,,called_strike,,,,79.5,312.0,R,L,5,1,2,1-2,,,457705.0,0
744932,2024-06-01,1,Top,579328,668804,FF,96.0,2138.0,2.59,53.55,5.38,0.5,1.4,-0.42,2.51,4.0,strikeout,called_strike,,,,97.4,188.0,R,L,5,1,3,1-3,,,457705.0,0
744932,2024-06-01,1,Top,579328,457705,FF,95.6,2203.0,2.54,53.69,5.5,0.64,1.39,1.41,2.72,12.0,,ball,,,,96.7,143.0,R,L,6,1,0,1-0,,,,0
744932,2024-06-01,1,Top,579328,457705,CU,79.3,2316.0,1.95,53.7,5.77,-0.53,-0.45,-1.1,1.28,13.0,,ball,,,,80.7,324.0,R,L,6,2,0,2-0,,,,0
744932,2024-06-01,1,Top,579328,457705,SL,86.4,2281.0,2.28,53.75,5.52,-0.22,0.36,-1.12,2.44,13.0,,ball,,,,87.5,241.0,R,L,6,3,0,3-0,,,,0
744932,2024-06-01,1,Top,579328,457705,SL,85.5,2316.0,2.36,53.71,5.49,-0.17,0.22,-0.73,1.35,13.0,walk,ball,,,,86.3,256.0,R,L,6,4,0,4-0,,,,0
