game_id,game_date,inning,inning_topbot,pitcher_id,batter_id,pitch_type,release_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,zone,events,description,launch_speed,launch_angle,hit_distance_sc,effective_speed,spin_axis,stand,p_throws,group,balls,strikes,count,on_3b,on_2b,on_1b,outs_when_up
746196,2024-08-01,1,Top,608334,686668,FF,93.1,2246.0,-2.53,54.09,5.7,-0.63,1.48,-0.41,2.53,4.0,,called_strike,,,,93.0,223.0,R,R,1,0,1,0-1,,,,2
746196,2024-08-01,1,Top,608334,686668,FF,92.7,2123.0,-2.28,54.09,5.8,-0.53,1.28,0.09,2.35,5.0,,foul,92.1,34.0,308.0,92.9,219.0,R,R,1,0,2,0-2,,,,2
746196,2024-08-01,1,Top,608334,686668,CU,81.4,2742.0,-2.46,54.1,5.69,0.8,-0.64,0.08,1.61,8.0,strikeout,swinging_strike,,,,81.4,44.0,R,R,1,0,3,0-3,,,,2
746196,2024-08-01,1,Top,608334,678662,SI,91.7,2138.0,-2.73,54.16,5.74,-1.3,0.71,-0.64,2.54,4.0,,called_strike,,,,91.3,213.0,R,R,2,0,1,0-1,,,,1
746196,2024-08-01,1,Top,608334,678662,SL,86.2,2475.0,-2.63,54.39,5.84,0.37,-0.03,-1.45,1.81,13.0,,ball,,,,85.9,130.0,R,R,2,1,1,1-1,,,,1
746196,2024-08-01,1,Top,608334,678662,SI,91.4,2134.0,-2.53,54.16,5.75,-1.53,0.75,-0.72,2.84,1.0,field_out,hit_into_play,85.2,31.0,326.0,91.1,214.0,R,R,2,1,1,1-1,,,,1
746196,2024-08-01,1,Top,608334,453568,FF,92.8,2237.0,-2.83,54.08,5.68,-0.79,1.39,-0.57,2.17,7.0,field_out,hit_into_play,75.0,-1.0,31.0,92.9,225.0,L,R,3,0,0,0-0,,,,0
746196,2024-08-01,1,Bot,663372,621493,SL,87.6,2309.0,-1.25,54.02,5.62,0.39,0.36,-0.86,3.86,11.0,,ball,,,,88.1,162.0,R,R,4,1,0,1-0,,,,2
746196,2024-08-01,1,Bot,663372,621493,FF,94.5,2291.0,-1.11,53.94,5.65,-0.71,1.34,0.3,3.02,3.0,,foul,80.3,53.0,224.0,94.9,215.0,R,R,4,1,1,1-1,,,,2
746196,2024-08-01,1,Bot,663372,621493,CU,79.5,2577.0,-1.03,53.94,5.67,0.95,-0.63,1.84,0.63,14.0,,ball,,,,79.5,37.0,R,R,4,2,1,2-1,,,,2
746196,2024-08-01,1,Bot,663372,621493,FF,94.6,2274.0,-1.06,53.95,5.68,-0.54,1.39,0.86,2.69,12.0,,swinging_strike,,,,95.1,211.0,R,R,4,2,2,2-2,,,,2
746196,2024-08-01,1,Bot,663372,621493,FF,95.7,2404.0,-1.2,54.07,5.68,-0.4,1.42,0.57,3.63,12.0,strikeout,swinging_strike,,,,96.1,213.0,R,R,4,2,3,2-3,,,,2
746196,2024-08-01,1,Bot,663372,683021,FF,92.0,2264.0,-1.35,53.97,5.62,-0.62,1.4,0.71,3.32,3.0,,ball,,,,92.4,216.0,R,R,5,1,0,1-0,,,,1
746196,2024-08-01,1,Bot,663372,683021,FF,93.6,2320.0,-1.1,53.95,5.61,-0.67,1.43,0.4,2.73,6.0,,called_strike,,,,93.8,212.0,R,R,5,1,1,1-1,,,,1
746196,2024-08-01,1,Bot,663372,683021,SI,92.5,2130.0,-1.15,53.92,5.58,-1.32,0.85,-0.28,2.71,4.0,,foul,76.6,10.0,124.0,92.8,217.0,R,R,5,1,2,1-2,,,,1
746196,2024-08-01,1,Bot,663372,683021,SL,90.6,2469.0,-1.06,53.84,5.6,-0.04,0.63,1.58,0.66,14.0,,ball,,,,90.8,194.0,R,R,5,2,2,2-2,,,,1
746196,2024-08-01,1,Bot,663372,683021,FF,95.4,2357.0,-1.15,53.93,5.61,-0.41,1.38,0.84,3.36,12.0,,foul,,,,96.1,214.0,R,R,5,2,2,2-2,,,,1
746196,2024-08-01,1,Bot,663372,683021,CU,79.3,2591.0,-1.04,54.17,5.74,0.61,-0.95,-0.19,2.34,5.0,field_out,hit_into_play,89.6,6.0,94.0,79.2,44.0,R,R,5,2,2,2-2,,,,1
746196,2024-08-01,1,Bot,663372,694384,FF,92.6,2248.0,-1.16,54.13,5.71,-0.55,1.27,0.57,3.32,3.0,field_out,hit_into_play,75.6,-7.0,21.0,93.0,213.0,L,R,6,0,0,0-0,,,,0
746196,2024-08-01,2,Top,608334,656541,CH,87.6,1565.0,-2.78,53.87,5.38,-1.45,0.65,1.35,-0.59,14.0,,blocked_ball,,,,87.6,243.0,L,R,7,1,0,1-0,,,607732.0,2
746196,2024-08-01,2,Top,608334,656541,FF,93.6,2221.0,-2.66,54.18,5.6,-0.94,1.24,0.01,1.55,14.0,,ball,,,,93.6,223.0,L,R,7,2,0,2-0,,,607732.0,2
746196,2024-08-01,2,Top,608334,656541,CH,87.1,1430.0,-2.64,54.12,5.48,-1.4,0.04,-0.34,0.23,13.0,,swinging_strike_blocked,,,,87.1,249.0,L,R,7,2,0,2-0,,,607732.0,2
746196,2024-08-01,2,Top,608334,656541,CH,86.5,1381.0,-2.69,54.11,5.55,-1.12,-0.24,-1.15,1.92,13.0,,swinging_strike,,,,86.6,245.0,L,R,7,2,1,2-1,,,607732.0,2
