batter_id,pitcher_id,total_pitches,avg_velocity,avg_spin_rate,avg_horizontal_break,avg_vertical_break,avg_plate_x,avg_plate_z,total_batted_balls,most_common_pitch,zone_distribution
408234,425844,11,82.60909090909091,2315.4545454545455,-0.021818181818181837,0.2945454545454545,0.5781818181818182,2.2172727272727273,2,SL,"{6.0: 0.18181818181818182, 14.0: 0.18181818181818182, 9.0: 0.09090909090909091, 3.0: 0.09090909090909091, 12.0: 0.09090909090909091, 5.0: 0.09090909090909091, 13.0: 0.09090909090909091, 2.0: 0.09090909090909091, 8.0: 0.09090909090909091}"
408234,458681,15,90.64666666666668,2435.3333333333335,-0.14333333333333337,0.8166666666666667,0.45066666666666666,2.4433333333333334,3,FF,"{14.0: 0.3333333333333333, 12.0: 0.13333333333333333, 2.0: 0.13333333333333333, 3.0: 0.06666666666666667, 7.0: 0.06666666666666667, 11.0: 0.06666666666666667, 1.0: 0.06666666666666667, 8.0: 0.06666666666666667, 4.0: 0.06666666666666667}"
408234,518585,8,89.0875,1968.0,-0.32625,0.96875,0.37375,1.58375,2,FF,"{14.0: 0.5, 4.0: 0.125, 3.0: 0.125, 13.0: 0.125, 8.0: 0.125}"
408234,542881,16,86.1625,2030.3125,0.380625,1.2475,0.27,2.79,3,FF,"{6.0: 0.1875, 3.0: 0.125, 5.0: 0.125, 12.0: 0.125, 13.0: 0.125, 7.0: 0.0625, 2.0: 0.0625, 14.0: 0.0625, 9.0: 0.0625, 11.0: 0.0625}"
408234,543037,8,93.0,2469.25,-0.17750000000000002,0.77625,0.34249999999999997,2.43375,3,FF,"{9.0: 0.25, 14.0: 0.25, 6.0: 0.25, 13.0: 0.125, 11.0: 0.125}"
408234,594943,10,85.95,2182.2,-0.43499999999999994,0.45999999999999996,0.44699999999999995,2.435,2,FC,"{14.0: 0.3, 11.0: 0.2, 6.0: 0.2, 7.0: 0.2, 9.0: 0.1}"
408234,605182,14,88.56428571428572,2238.8571428571427,0.015714285714285726,0.7407142857142858,0.02642857142857143,2.1957142857142857,6,FF,"{5.0: 0.14285714285714285, 13.0: 0.14285714285714285, 14.0: 0.14285714285714285, 7.0: 0.14285714285714285, 2.0: 0.07142857142857142, 3.0: 0.07142857142857142, 6.0: 0.07142857142857142, 9.0: 0.07142857142857142, 8.0: 0.07142857142857142, 4.0: 0.07142857142857142}"
408234,607074,9,89.4,2409.5555555555557,0.1088888888888889,0.8055555555555556,-0.11333333333333334,2.4166666666666665,2,FF,"{5.0: 0.3333333333333333, 13.0: 0.2222222222222222, 2.0: 0.1111111111111111, 3.0: 0.1111111111111111, 6.0: 0.1111111111111111, 7.0: 0.1111111111111111}"
408234,615698,8,86.5875,2037.125,-0.18625000000000003,0.41875,-0.13125,2.45375,3,FC,"{14.0: 0.375, 13.0: 0.25, 6.0: 0.125, 11.0: 0.125, 1.0: 0.125}"
408234,640454,4,83.075,2017.25,0.5475000000000001,-0.20500000000000002,-0.49249999999999994,0.99,1,SI,"{14.0: 0.5, 8.0: 0.25, 13.0: 0.25}"
408234,646242,5,85.22,1849.2,0.916,0.718,0.5359999999999999,2.32,1,CH,"{14.0: 0.4, 13.0: 0.2, 5.0: 0.2, 12.0: 0.2}"
408234,656061,2,87.1,2147.0,0.4,0.41,-0.18000000000000002,2.92,1,SL,"{6.0: 0.5, 4.0: 0.5}"
408234,656288,9,89.52222222222223,2359.1111111111113,-0.2177777777777778,0.22777777777777775,0.18333333333333332,3.1344444444444446,3,SL,"{12.0: 0.2222222222222222, 5.0: 0.1111111111111111, 4.0: 0.1111111111111111, 6.0: 0.1111111111111111, 9.0: 0.1111111111111111, 1.0: 0.1111111111111111, 11.0: 0.1111111111111111, 3.0: 0.1111111111111111}"
408234,657053,11,89.2,2256.0,-0.8190909090909091,0.3172727272727273,0.060000000000000026,2.3527272727272726,3,SI,"{7.0: 0.2727272727272727, 8.0: 0.18181818181818182, 5.0: 0.18181818181818182, 4.0: 0.09090909090909091, 13.0: 0.09090909090909091, 14.0: 0.09090909090909091, 12.0: 0.09090909090909091}"
408234,657571,3,92.16666666666667,2507.0,0.27,0.8166666666666668,0.2866666666666667,1.5999999999999999,1,FF,"{14.0: 0.3333333333333333, 9.0: 0.3333333333333333, 5.0: 0.3333333333333333}"
408234,660761,1,91.7,2291.0,0.99,1.42,-0.25,2.48,1,FF,{5.0: 1.0}
408234,660853,2,88.5,2196.5,-0.315,0.69,-0.47,2.515,1,FF,"{4.0: 0.5, 5.0: 0.5}"
408234,661309,3,94.5,2288.3333333333335,-1.49,0.7333333333333334,0.15,1.5,1,SI,{14.0: 1.0}
408234,661403,1,100.3,2661.0,0.52,0.68,-0.09,2.79,1,FC,{5.0: 1.0}
408234,663474,5,90.1,2119.8,-0.242,1.342,0.046,2.7760000000000002,2,FF,"{8.0: 0.4, 12.0: 0.2, 2.0: 0.2, 4.0: 0.2}"
408234,663804,8,92.175,2172.375,-1.03875,0.80625,0.69375,1.8325,2,FF,"{14.0: 0.625, 6.0: 0.25, 13.0: 0.125}"
408234,664139,9,93.23333333333333,2316.5555555555557,-0.07444444444444447,1.2244444444444444,0.11000000000000003,2.1444444444444444,2,FF,"{8.0: 0.3333333333333333, 5.0: 0.2222222222222222, 14.0: 0.2222222222222222, 13.0: 0.1111111111111111, 9.0: 0.1111111111111111}"
408234,665622,7,88.74285714285715,2234.8571428571427,-0.23000000000000004,0.41571428571428576,0.2785714285714285,1.7842857142857143,2,SL,"{14.0: 0.5714285714285714, 4.0: 0.14285714285714285, 1.0: 0.14285714285714285, 13.0: 0.14285714285714285}"
408234,667755,3,98.13333333333333,1937.0,-1.1633333333333333,0.8300000000000001,-0.24333333333333332,2.8800000000000003,1,FF,"{7.0: 0.3333333333333333, 6.0: 0.3333333333333333, 11.0: 0.3333333333333333}"
408234,672582,2,90.5,1788.5,0.645,1.01,-0.055,3.075,1,CH,"{8.0: 0.5, 11.0: 0.5}"
408234,672715,6,93.86666666666667,2331.5,-0.3983333333333334,1.0483333333333333,0.3383333333333334,2.23,2,FF,"{14.0: 0.3333333333333333, 8.0: 0.16666666666666666, 9.0: 0.16666666666666666, 4.0: 0.16666666666666666, 2.0: 0.16666666666666666}"
408234,674444,5,97.5,2085.0,-0.844,1.284,0.718,2.036,1,FF,"{14.0: 0.4, 11.0: 0.2, 8.0: 0.2, 12.0: 0.2}"
408234,675540,6,86.36666666666667,2361.6666666666665,0.125,0.46166666666666667,0.2583333333333333,1.7850000000000001,1,SL,"{14.0: 0.5, 4.0: 0.16666666666666666, 5.0: 0.16666666666666666, 13.0: 0.16666666666666666}"
408234,675916,1,93.9,2260.0,-0.2,1.41,-0.15,2.55,1,FF,{5.0: 1.0}
408234,676092,3,91.93333333333334,2549.3333333333335,-0.27,0.09000000000000001,0.1466666666666667,1.61,1,SI,"{14.0: 0.6666666666666666, 7.0: 0.3333333333333333}"
408234,676664,18,89.76666666666667,2113.4444444444443,0.9166666666666666,0.7266666666666667,0.022222222222222216,2.342777777777778,3,FF,"{13.0: 0.2777777777777778, 14.0: 0.16666666666666666, 4.0: 0.1111111111111111, 5.0: 0.1111111111111111, 8.0: 0.1111111111111111, 11.0: 0.05555555555555555, 12.0: 0.05555555555555555, 9.0: 0.05555555555555555, 6.0: 0.05555555555555555}"
408234,680704,1,92.4,2202.0,-1.31,-0.23,0.15,2.53,1,SI,{5.0: 1.0}
