batter_id,pitcher_id,total_pitches,avg_velocity,avg_spin_rate,avg_horizontal_break,avg_vertical_break,avg_plate_x,avg_plate_z,total_batted_balls,most_common_pitch,zone_distribution
405395,425794,12,81.90833333333333,2585.1666666666665,0.17666666666666667,-0.026666666666666672,0.8675,2.3041666666666667,3,CU,"{14.0: 0.4166666666666667, 6.0: 0.25, 3.0: 0.08333333333333333, 11.0: 0.08333333333333333, 9.0: 0.08333333333333333, 12.0: 0.08333333333333333}"
405395,457918,9,87.64444444444445,2071.6666666666665,0.6388888888888888,0.8622222222222222,0.5544444444444445,1.7455555555555557,3,FF,"{12.0: 0.2222222222222222, 14.0: 0.2222222222222222, 8.0: 0.2222222222222222, 9.0: 0.1111111111111111, 13.0: 0.1111111111111111, 6.0: 0.1111111111111111}"
405395,459429,5,94.52000000000001,1954.4,0.914,1.1460000000000001,0.46399999999999997,3.216,2,FF,"{12.0: 0.4, 2.0: 0.4, 5.0: 0.2}"
405395,461325,3,88.36666666666667,2139.0,-0.9833333333333334,1.1900000000000002,0.7833333333333332,2.3733333333333335,1,SI,"{5.0: 0.3333333333333333, 6.0: 0.3333333333333333, 14.0: 0.3333333333333333}"
405395,468504,2,84.45,2556.5,0.9750000000000001,0.21,0.08500000000000002,1.79,1,SL,"{9.0: 0.5, 7.0: 0.5}"
405395,489119,6,86.68333333333334,2164.6666666666665,0.19666666666666668,0.8766666666666666,-0.15166666666666664,2.0016666666666665,2,FC,"{13.0: 0.5, 12.0: 0.16666666666666666, 2.0: 0.16666666666666666, 5.0: 0.16666666666666666}"
405395,519008,5,87.7,2007.2,1.576,-0.06200000000000001,0.33799999999999997,1.402,1,SI,"{14.0: 0.6, 8.0: 0.2, 13.0: 0.2}"
405395,573009,6,85.05,2144.3333333333335,0.41333333333333333,-0.05833333333333335,0.6916666666666668,1.8566666666666667,2,CU,"{14.0: 0.5, 5.0: 0.16666666666666666, 8.0: 0.16666666666666666, 13.0: 0.16666666666666666}"
405395,598287,5,81.74,2359.6,0.18,0.38,1.334,1.7919999999999998,1,CU,"{14.0: 0.6, 9.0: 0.4}"
405395,605521,1,94.6,2101.0,-0.8,1.3,0.29,2.59,1,FF,{6.0: 1.0}
405395,607237,2,90.5,1992.0,0.255,0.89,0.034999999999999996,1.945,1,FF,"{8.0: 0.5, 5.0: 0.5}"
405395,608032,3,91.23333333333333,2420.6666666666665,0.09000000000000001,0.45333333333333337,0.6466666666666666,2.183333333333333,1,SL,"{14.0: 0.3333333333333333, 9.0: 0.3333333333333333, 6.0: 0.3333333333333333}"
