batter_id,pitcher_id,total_pitches,avg_velocity,avg_spin_rate,avg_horizontal_break,avg_vertical_break,avg_plate_x,avg_plate_z,total_batted_balls,most_common_pitch,zone_distribution
453568,518876,6,90.93333333333334,2288.6666666666665,-0.7383333333333333,0.82,-0.009999999999999988,2.1166666666666667,3,FC,"{8.0: 0.5, 3.0: 0.16666666666666666, 13.0: 0.16666666666666666, 11.0: 0.16666666666666666}"
453568,573009,3,81.2,2185.6666666666665,-0.21000000000000005,-0.26333333333333336,0.3466666666666667,2.8166666666666664,1,CU,"{2.0: 0.3333333333333333, 12.0: 0.3333333333333333, 5.0: 0.3333333333333333}"
453568,592767,7,84.17142857142856,2209.4285714285716,0.20714285714285716,0.21428571428571425,-0.6485714285714286,1.9414285714285715,1,KC,"{13.0: 0.42857142857142855, 5.0: 0.2857142857142857, 1.0: 0.14285714285714285, 7.0: 0.14285714285714285}"
453568,607200,8,90.5,1898.25,-0.645,0.66,0.14,2.75625,2,SI,"{12.0: 0.375, 1.0: 0.125, 2.0: 0.125, 14.0: 0.125, 13.0: 0.125, 8.0: 0.125}"
453568,607455,6,95.60000000000001,2117.8333333333335,1.04,1.0133333333333334,-0.2833333333333333,2.438333333333333,1,FF,"{13.0: 0.3333333333333333, 2.0: 0.16666666666666666, 4.0: 0.16666666666666666, 12.0: 0.16666666666666666, 8.0: 0.16666666666666666}"
453568,622075,3,93.0,2244.3333333333335,-1.5433333333333332,0.51,-0.7566666666666667,1.62,1,SI,"{13.0: 0.6666666666666666, 4.0: 0.3333333333333333}"
453568,642545,4,85.525,1771.25,-0.41500000000000004,1.0775,-0.115,2.51,1,CH,"{4.0: 0.25, 14.0: 0.25, 11.0: 0.25, 1.0: 0.25}"
453568,666205,7,88.34285714285714,2197.5714285714284,0.10571428571428572,0.8485714285714286,-0.3071428571428572,2.5,3,FF,"{13.0: 0.2857142857142857, 12.0: 0.14285714285714285, 1.0: 0.14285714285714285, 6.0: 0.14285714285714285, 5.0: 0.14285714285714285, 7.0: 0.14285714285714285}"
453568,668678,18,88.36666666666666,2221.6111111111113,-0.275,0.7177777777777777,0.06555555555555556,2.026111111111111,3,FF,"{13.0: 0.3888888888888889, 14.0: 0.2222222222222222, 12.0: 0.16666666666666666, 4.0: 0.05555555555555555, 1.0: 0.05555555555555555, 8.0: 0.05555555555555555, 11.0: 0.05555555555555555}"
453568,673929,6,92.38333333333333,2367.6666666666665,0.003333333333333355,0.7516666666666666,0.06333333333333332,2.44,1,FF,"{12.0: 0.16666666666666666, 4.0: 0.16666666666666666, 9.0: 0.16666666666666666, 11.0: 0.16666666666666666, 8.0: 0.16666666666666666, 14.0: 0.16666666666666666}"
453568,674072,17,85.68235294117646,2183.25,0.33588235294117647,0.4864705882352941,-0.027647058823529424,1.9905882352941173,5,CU,"{13.0: 0.17647058823529413, 5.0: 0.11764705882352941, 8.0: 0.11764705882352941, 12.0: 0.11764705882352941, 14.0: 0.11764705882352941, 6.0: 0.058823529411764705, 4.0: 0.058823529411764705, 7.0: 0.058823529411764705, 3.0: 0.058823529411764705, 9.0: 0.058823529411764705, 2.0: 0.058823529411764705}"
