game_id,game_date,inning,inning_topbot,pitcher_id,batter_id,pitch_type,release_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,zone,events,description,launch_speed,launch_angle,hit_distance_sc,effective_speed,spin_axis,stand,p_throws,group,balls,strikes,count
631109,2020-09-01,2,Top,641771,518792,KC,82.5,2644.0,-2.42,54.08,5.78,0.67,-0.22,0.09,2.71,5.0,,called_strike,,,,82.7,65.0,L,R,14,0,1,0-1
631109,2020-09-01,2,Top,641771,518792,FF,94.1,1838.0,-2.33,53.9,5.81,-0.91,1.28,-0.79,4.51,11.0,,ball,,,,94.7,232.0,L,R,14,1,1,1-1
631109,2020-09-01,2,Top,641771,518792,SL,89.7,2392.0,-2.54,54.05,5.85,0.51,0.3,-0.22,2.21,5.0,single,hit_into_play,80.8,14.0,195.0,90.5,133.0,L,R,14,1,1,1-1
631109,2020-09-01,2,Top,641771,575929,FF,94.1,2047.0,-1.98,53.55,5.93,-0.73,1.18,-0.12,2.58,5.0,,foul,77.1,20.0,119.0,95.0,225.0,R,R,15,0,1,0-1
631109,2020-09-01,2,Top,641771,575929,SL,88.3,2544.0,-2.24,53.8,5.78,0.21,0.37,0.46,2.74,3.0,single,hit_into_play,81.5,18.0,215.0,89.0,139.0,R,R,15,0,1,0-1
631109,2020-09-01,2,Top,641771,656941,KC,79.2,2660.0,-2.35,53.79,5.85,0.79,-0.53,-1.44,3.37,11.0,,ball,,,,80.2,53.0,L,R,16,1,0,1-0
631109,2020-09-01,2,Top,641771,656941,KC,79.5,2594.0,-2.44,53.86,5.7,0.95,-0.6,-0.61,2.13,4.0,,called_strike,,,,80.3,52.0,L,R,16,1,1,1-1
631109,2020-09-01,2,Top,641771,656941,CH,85.6,1573.0,-2.32,53.45,5.38,-1.15,0.43,-0.06,0.14,13.0,,ball,,,,87.0,238.0,L,R,16,2,1,2-1
631109,2020-09-01,2,Top,641771,656941,SI,94.0,2001.0,-2.26,53.72,5.69,-1.25,0.88,0.19,1.88,8.0,field_out,hit_into_play,98.1,-35.0,3.0,94.7,226.0,L,R,16,2,1,2-1
631109,2020-09-01,2,Bot,452657,591741,FF,89.3,2215.0,2.46,53.85,5.67,0.63,1.22,0.57,3.14,3.0,field_out,hit_into_play,103.6,36.0,388.0,90.0,143.0,R,L,17,0,0,0-0
631109,2020-09-01,2,Bot,452657,624428,CU,73.4,2516.0,2.54,54.23,5.83,-0.75,-0.42,0.57,2.67,3.0,,called_strike,,,,73.4,295.0,L,L,18,0,1,0-1
631109,2020-09-01,2,Bot,452657,624428,FC,87.8,2240.0,2.55,53.89,5.67,0.02,1.06,-1.6,2.0,13.0,,ball,,,,88.6,140.0,L,L,18,1,1,1-1
631109,2020-09-01,2,Bot,452657,624428,CU,75.5,2569.0,2.57,54.32,5.82,-0.69,-0.32,-0.88,1.78,13.0,,ball,,,,75.4,285.0,L,L,18,2,1,2-1
631109,2020-09-01,2,Bot,452657,624428,SI,89.1,2034.0,2.66,54.04,5.63,1.03,0.61,0.89,3.11,12.0,,foul,68.6,-30.0,5.0,89.6,142.0,L,L,18,2,2,2-2
631109,2020-09-01,2,Bot,452657,624428,FC,88.8,2362.0,2.62,53.92,5.65,0.15,0.69,-1.07,2.56,11.0,field_out,hit_into_play,62.6,-36.0,3.0,88.9,153.0,L,L,18,2,2,2-2
631109,2020-09-01,2,Bot,452657,663647,SI,88.7,2001.0,2.58,54.03,5.67,1.15,0.52,0.56,3.07,3.0,,called_strike,,,,89.4,143.0,R,L,19,0,1,0-1
631109,2020-09-01,2,Bot,452657,663647,FC,88.1,2262.0,2.64,54.09,5.77,-0.08,0.99,0.13,3.62,12.0,,foul,72.1,45.0,213.0,88.8,158.0,R,L,19,0,2,0-2
631109,2020-09-01,2,Bot,452657,663647,CH,84.9,1913.0,2.63,54.1,5.68,1.38,0.67,0.03,0.72,14.0,,ball,,,,85.3,141.0,R,L,19,1,2,1-2
631109,2020-09-01,2,Bot,452657,663647,FC,88.9,2353.0,2.52,53.96,5.68,0.13,0.99,-0.78,3.09,1.0,field_out,hit_into_play,54.5,9.0,76.0,89.6,151.0,R,L,19,1,2,1-2
631109,2020-09-01,2,Bot,452657,592567,SI,87.6,2106.0,2.59,54.0,5.66,1.17,0.73,1.05,1.16,14.0,,ball,,,,88.3,139.0,L,L,20,1,0,1-0
631109,2020-09-01,2,Bot,452657,592567,SI,87.8,1966.0,2.56,53.99,5.67,1.12,0.62,0.56,1.48,14.0,,swinging_strike,,,,88.7,139.0,L,L,20,1,1,1-1
631109,2020-09-01,2,Bot,452657,592567,SI,87.7,2008.0,2.56,53.96,5.72,1.14,0.61,0.45,2.08,9.0,,foul_tip,,,,88.6,142.0,L,L,20,1,1,1-1
631109,2020-09-01,2,Bot,452657,592567,CH,84.2,2000.0,2.57,53.93,5.63,1.17,0.74,-0.5,0.74,13.0,,ball,,,,84.8,143.0,L,L,20,2,1,2-1
631109,2020-09-01,2,Bot,452657,592567,SI,88.0,2020.0,2.59,53.94,5.59,1.16,0.69,0.98,1.22,14.0,,ball,,,,88.9,139.0,L,L,20,3,1,3-1
631109,2020-09-01,2,Bot,452657,592567,FC,86.6,2283.0,2.58,54.08,5.63,0.1,0.96,0.53,2.07,9.0,double,hit_into_play,111.8,12.0,240.0,87.5,157.0,L,L,20,3,1,3-1
631109,2020-09-01,3,Top,641771,656941,CH,88.0,1437.0,-2.43,53.59,5.36,-1.14,0.25,0.24,0.68,14.0,,ball,,,,89.5,235.0,L,R,21,1,0,1-0
631109,2020-09-01,3,Top,641771,656941,SI,92.9,1992.0,-2.54,53.73,5.48,-1.19,0.92,-0.79,1.79,7.0,,called_strike,,,,94.2,229.0,L,R,21,1,1,1-1
631109,2020-09-01,3,Top,641771,656941,FF,93.1,2041.0,-2.39,53.57,5.72,-1.1,0.95,0.69,0.56,14.0,,ball,,,,94.5,222.0,L,R,21,2,1,2-1
631109,2020-09-01,3,Top,641771,656941,KC,81.9,2696.0,-2.48,53.97,5.68,0.55,-0.37,1.09,0.72,14.0,,ball,,,,82.3,54.0,L,R,21,3,1,3-1
631109,2020-09-01,3,Top,641771,656941,SL,89.3,2523.0,-2.56,53.59,5.76,0.35,0.44,1.04,1.39,14.0,,swinging_strike,,,,90.8,182.0,L,R,21,3,2,3-2
631109,2020-09-01,3,Top,641771,656941,SL,86.9,2551.0,-2.52,53.83,5.85,0.59,0.01,1.14,1.65,14.0,strikeout,swinging_strike,,,,87.7,83.0,L,R,21,3,3,3-3
631109,2020-09-01,3,Top,641771,595879,KC,79.5,2462.0,-2.3,53.78,5.63,0.65,-0.74,-0.02,1.88,8.0,,swinging_strike,,,,80.3,55.0,R,R,22,0,1,0-1
631109,2020-09-01,3,Top,641771,595879,SL,87.4,2428.0,-2.08,53.73,5.7,0.07,0.11,1.14,0.84,14.0,,ball,,,,88.7,141.0,R,R,22,1,1,1-1
631109,2020-09-01,3,Top,641771,595879,SL,87.6,2467.0,-2.36,53.84,5.74,0.24,0.24,1.27,1.55,14.0,,swinging_strike,,,,88.6,114.0,R,R,22,1,2,1-2
631109,2020-09-01,3,Top,641771,595879,SI,94.6,2018.0,-2.45,53.82,5.61,-1.33,0.86,-0.41,3.91,11.0,,ball,,,,95.8,232.0,R,R,22,2,2,2-2
631109,2020-09-01,3,Top,641771,595879,KC,80.9,2681.0,-2.26,53.83,5.74,0.89,-0.42,-0.66,2.35,4.0,,foul,,,,81.9,49.0,R,R,22,2,2,2-2
631109,2020-09-01,3,Top,641771,595879,SL,88.5,2416.0,-2.51,53.64,5.64,0.35,0.1,0.24,1.9,8.0,field_out,hit_into_play,103.3,34.0,393.0,89.9,135.0,R,R,22,2,2,2-2
631109,2020-09-01,3,Top,641771,519203,SI,91.6,1920.0,-2.53,53.68,5.76,-1.28,0.86,-0.8,1.61,13.0,,called_strike,,,,93.1,225.0,L,R,23,0,1,0-1
631109,2020-09-01,3,Top,641771,519203,CH,88.0,1554.0,-2.52,53.59,5.48,-1.04,0.07,-1.54,2.35,13.0,,ball,,,,89.4,239.0,L,R,23,1,1,1-1
631109,2020-09-01,3,Top,641771,519203,SI,93.3,1969.0,-2.36,53.82,5.73,-1.23,0.94,-0.92,2.76,11.0,,foul,77.3,23.0,215.0,94.2,221.0,L,R,23,1,2,1-2
631109,2020-09-01,3,Top,641771,519203,SI,93.9,1874.0,-2.47,53.87,5.73,-1.38,0.73,-0.76,4.26,11.0,,ball,,,,94.6,226.0,L,R,23,2,2,2-2
631109,2020-09-01,3,Top,641771,519203,KC,82.8,2765.0,-2.26,53.8,5.75,0.43,-0.52,0.82,0.88,14.0,,foul,77.3,-23.0,3.0,83.1,60.0,L,R,23,2,2,2-2
631109,2020-09-01,3,Top,641771,519203,KC,83.3,2777.0,-2.61,53.83,5.79,0.54,-0.43,0.28,2.06,9.0,,foul,56.0,57.0,129.0,83.8,51.0,L,R,23,2,2,2-2
631109,2020-09-01,3,Top,641771,519203,SL,88.2,2568.0,-2.49,53.64,5.73,0.49,0.45,0.38,1.91,9.0,,foul,82.4,-31.0,4.0,89.5,139.0,L,R,23,2,2,2-2
631109,2020-09-01,3,Top,641771,519203,KC,82.8,2771.0,-2.66,53.88,5.78,0.45,-0.68,-0.61,1.56,13.0,field_out,hit_into_play,80.0,40.0,242.0,83.1,48.0,L,R,23,2,2,2-2
631109,2020-09-01,3,Bot,452657,607732,FF,89.5,2326.0,2.46,53.94,5.61,0.61,1.36,-0.94,2.88,11.0,,ball,,,,90.0,145.0,R,L,24,1,0,1-0
631109,2020-09-01,3,Bot,452657,607732,FF,89.6,2260.0,2.53,53.86,5.57,0.71,1.29,-0.41,2.01,7.0,field_out,hit_into_play,84.4,55.0,238.0,90.2,132.0,R,L,24,1,0,1-0
631109,2020-09-01,3,Bot,452657,605137,CU,74.0,2607.0,2.65,54.2,5.79,-0.7,-0.36,0.05,1.34,14.0,,ball,,,,74.4,300.0,R,L,25,1,0,1-0
631109,2020-09-01,3,Bot,452657,605137,FC,88.1,2338.0,2.58,53.96,5.7,0.15,1.04,-0.6,2.59,4.0,field_out,hit_into_play,100.5,32.0,394.0,89.1,145.0,R,L,25,1,0,1-0
631109,2020-09-01,3,Bot,452657,621028,FC,87.3,2384.0,2.67,53.93,5.65,-0.07,0.85,0.43,2.64,3.0,,called_strike,,,,88.2,154.0,R,L,26,0,1,0-1
631109,2020-09-01,3,Bot,452657,621028,CH,83.7,1955.0,2.6,54.1,5.68,1.14,0.66,0.21,1.08,14.0,,ball,,,,84.0,143.0,R,L,26,1,1,1-1
631109,2020-09-01,3,Bot,452657,621028,CH,83.2,1967.0,2.52,54.0,5.61,1.11,0.42,-0.76,0.23,13.0,,blocked_ball,,,,83.7,142.0,R,L,26,2,1,2-1
631109,2020-09-01,3,Bot,452657,621028,SI,87.9,2005.0,2.69,54.03,5.66,1.0,0.55,2.58,4.11,12.0,,ball,,,,89.0,137.0,R,L,26,3,1,3-1
631109,2020-09-01,3,Bot,452657,621028,FF,89.4,2130.0,2.54,53.99,5.58,0.46,1.08,1.26,1.8,14.0,walk,ball,,,,90.5,142.0,R,L,26,4,1,4-1
631109,2020-09-01,3,Bot,452657,657061,SI,90.0,2151.0,2.64,53.94,5.6,1.06,0.6,1.17,1.85,14.0,,ball,,,,90.8,136.0,R,L,27,1,0,1-0
631109,2020-09-01,3,Bot,452657,657061,SI,88.2,2137.0,2.62,54.14,5.6,1.1,0.6,0.66,1.7,9.0,force_out,hit_into_play,75.5,-40.0,2.0,88.6,144.0,R,L,27,1,0,1-0
631109,2020-09-01,3,Bot,452657,570481,FF,89.2,2159.0,2.6,53.96,5.65,0.73,1.09,0.37,1.57,14.0,,called_strike,,,,90.1,134.0,R,L,28,0,1,0-1
631109,2020-09-01,3,Bot,452657,570481,CH,83.9,1850.0,2.58,54.17,5.73,1.16,0.69,1.88,2.04,14.0,,ball,,,,84.6,141.0,R,L,28,1,1,1-1
631109,2020-09-01,3,Bot,452657,570481,FC,87.4,2313.0,2.53,53.98,5.77,-0.03,0.82,-0.44,2.39,4.0,single,hit_into_play,87.2,-7.0,19.0,88.3,160.0,R,L,28,1,1,1-1
631109,2020-09-01,4,Top,641771,664023,FF,93.1,2112.0,-2.32,53.91,5.59,-0.93,1.07,0.65,4.34,12.0,,ball,,,,93.7,231.0,L,R,29,1,0,1-0
631109,2020-09-01,4,Top,641771,664023,CH,88.0,1654.0,-2.53,53.81,5.41,-1.13,0.23,-0.61,0.99,13.0,,ball,,,,89.1,238.0,L,R,29,2,0,2-0
631109,2020-09-01,4,Top,641771,664023,SL,85.8,2539.0,-2.52,53.8,5.79,0.14,0.16,-0.93,2.93,11.0,,ball,,,,86.9,99.0,L,R,29,3,0,3-0
631109,2020-09-01,4,Top,641771,664023,SI,94.1,2088.0,-2.57,53.66,5.52,-1.29,0.93,-0.51,2.1,7.0,,called_strike,,,,95.1,227.0,L,R,29,3,1,3-1
631109,2020-09-01,4,Top,641771,664023,SI,94.2,2028.0,-2.57,53.79,5.55,-1.27,0.89,-0.26,2.27,5.0,,called_strike,,,,95.1,227.0,L,R,29,3,2,3-2
631109,2020-09-01,4,Top,641771,664023,SL,89.1,2545.0,-2.45,53.82,5.74,0.15,0.31,0.63,2.07,9.0,,foul,98.0,18.0,259.0,90.4,144.0,L,R,29,3,2,3-2
631109,2020-09-01,4,Top,641771,664023,KC,83.1,2773.0,-2.5,53.97,5.59,0.6,-0.56,0.8,1.43,14.0,strikeout,swinging_strike,,,,83.4,56.0,L,R,29,3,3,3-3
631109,2020-09-01,4,Top,641771,543401,SI,94.6,2101.0,-2.36,53.8,5.72,-1.37,0.96,0.38,1.27,14.0,,ball,,,,95.5,233.0,L,R,30,1,0,1-0
631109,2020-09-01,4,Top,641771,543401,SL,81.4,2780.0,-2.49,53.98,5.65,0.76,0.0,0.87,1.99,14.0,,ball,,,,82.3,55.0,L,R,30,2,0,2-0
631109,2020-09-01,4,Top,641771,543401,SI,94.0,2120.0,-2.47,53.74,5.62,-1.44,0.86,0.37,1.24,14.0,,called_strike,,,,95.1,240.0,L,R,30,2,1,2-1
631109,2020-09-01,4,Top,641771,543401,SL,88.2,2506.0,-2.43,53.84,5.82,-0.2,0.41,-0.28,1.46,8.0,,called_strike,,,,89.6,162.0,L,R,30,2,2,2-2
631109,2020-09-01,4,Top,641771,543401,SL,87.5,2442.0,-2.5,53.83,5.75,0.24,0.21,-0.06,1.95,8.0,,foul,67.1,48.0,185.0,88.9,124.0,L,R,30,2,2,2-2
631109,2020-09-01,4,Top,641771,543401,SL,87.6,2612.0,-2.56,53.69,5.73,0.12,0.24,0.29,1.94,9.0,single,hit_into_play,75.4,24.0,249.0,89.2,130.0,L,R,30,2,2,2-2
631109,2020-09-01,4,Top,641771,500874,FF,89.4,2041.0,-1.91,53.65,5.9,-0.63,1.39,0.42,4.26,12.0,,ball,,,,90.6,216.0,R,R,31,1,0,1-0
631109,2020-09-01,4,Top,641771,500874,SL,87.4,2442.0,-2.01,53.84,5.75,0.13,0.37,0.8,1.75,9.0,grounded_into_double_play,hit_into_play,73.0,-9.0,10.0,88.8,153.0,R,R,31,1,0,1-0
631109,2020-09-01,4,Top,641771,518792,SL,87.0,2418.0,-2.34,53.72,5.85,0.46,0.2,0.02,2.53,5.0,,called_strike,,,,88.3,108.0,L,R,32,0,1,0-1
631109,2020-09-01,4,Top,641771,518792,SI,94.1,1964.0,-2.38,53.75,5.78,-1.34,0.78,-0.43,2.19,4.0,single,hit_into_play,99.1,9.0,157.0,95.2,216.0,L,R,32,0,1,0-1
631109,2020-09-01,4,Top,641771,575929,KC,78.4,2567.0,-2.28,53.98,5.8,0.89,-0.67,-0.66,3.91,11.0,,ball,,,,79.0,53.0,R,R,33,1,0,1-0
631109,2020-09-01,4,Top,641771,575929,KC,79.7,2680.0,-2.32,53.94,5.82,0.68,-0.45,0.4,3.27,3.0,,foul_tip,,,,80.5,61.0,R,R,33,1,0,1-0
631109,2020-09-01,4,Top,641771,575929,FF,93.2,2117.0,-2.07,53.68,6.02,-0.91,1.33,0.63,2.54,6.0,,foul,85.8,52.0,256.0,94.3,211.0,R,R,33,1,1,1-1
631109,2020-09-01,4,Top,641771,575929,SL,88.0,2377.0,-2.21,53.81,5.89,0.48,0.17,2.24,1.31,14.0,,ball,,,,88.9,127.0,R,R,33,2,1,2-1
631109,2020-09-01,4,Top,641771,575929,SI,93.2,1928.0,-2.47,53.87,5.63,-1.51,0.54,-1.95,2.38,11.0,,ball,,,,93.9,233.0,R,R,33,3,1,3-1
631109,2020-09-01,4,Top,641771,575929,KC,81.6,2704.0,-2.25,54.09,5.74,0.55,-0.53,0.85,2.53,12.0,,foul,74.9,-33.0,4.0,81.9,50.0,R,R,33,3,2,3-2
631109,2020-09-01,4,Top,641771,575929,KC,80.7,2765.0,-2.37,53.86,5.82,0.77,-0.43,-1.17,3.71,11.0,walk,ball,,,,81.6,55.0,R,R,33,4,2,4-2
631109,2020-09-01,4,Bot,452657,591741,FF,89.9,2175.0,2.56,53.89,5.65,0.61,1.17,-0.07,2.19,8.0,field_out,hit_into_play,95.1,44.0,307.0,90.8,137.0,R,L,34,0,0,0-0
631109,2020-09-01,4,Bot,452657,624428,FC,86.5,2397.0,2.6,54.01,5.62,-0.07,0.95,-1.1,1.79,13.0,,ball,,,,87.0,156.0,L,L,35,1,0,1-0
631109,2020-09-01,4,Bot,452657,624428,FF,89.6,2229.0,2.64,54.03,5.56,0.54,1.34,0.09,2.59,5.0,field_out,hit_into_play,92.0,63.0,205.0,89.7,138.0,L,L,35,1,0,1-0
631109,2020-09-01,4,Bot,452657,663647,SI,89.9,2026.0,2.65,54.06,5.62,1.05,0.75,1.39,2.87,12.0,,ball,,,,90.6,138.0,R,L,36,1,0,1-0
631109,2020-09-01,4,Bot,452657,663647,SI,89.5,2052.0,2.66,54.02,5.61,0.99,0.8,0.8,1.41,9.0,,called_strike,,,,90.1,144.0,R,L,36,1,1,1-1
631109,2020-09-01,4,Bot,452657,663647,FC,88.9,2392.0,2.57,53.94,5.63,0.25,1.05,-1.0,0.9,13.0,,ball,,,,89.7,139.0,R,L,36,2,1,2-1
631109,2020-09-01,4,Bot,452657,663647,FC,88.2,2329.0,2.59,53.99,5.66,0.01,0.79,-1.11,2.36,13.0,,foul,94.3,4.0,92.0,88.9,150.0,R,L,36,2,2,2-2
631109,2020-09-01,4,Bot,452657,663647,CU,74.5,2705.0,2.56,54.06,5.79,-0.95,-0.35,-0.92,0.58,13.0,,foul,74.3,-2.0,17.0,74.8,302.0,R,L,36,2,2,2-2
